cell_type_imm_custom	Gene	key	Pathway	Normal	Tumor	diff
Mast	WNT5B	ligands	WNT	0	0.002673022600165717	0.002673022600165717
Plasma K 2	FZD8	receptors	WNT	0.0034387174088728683	0.006101647716196702	0.0026629303073238335
Plasma K 2	WNT6	ligands	WNT	0.00540369878537165	0.008035824280753234	0.0026321254953815838
Plasma K 1	HGF	ligands	HGF	6.269988064766578e-4	0.0032567604411587094	0.0026297616346820517
Mast	FZD4	receptors	WNT	0.006795560593724954	0.009418980561819685	0.002623419968094731
Monocyte	IHH	ligands	HEDGEHOG	0	0.0025585969752212746	0.0025585969752212746
Plasma K 3	FGFR1	receptors	FGF	0	0.002530760496973431	0.002530760496973431
Plasma K 3	MST1	ligands	MST	0	0.002530760496973431	0.002530760496973431
Plasma K 3	RSPO3	ligands	WNT AMP	0	0.002530760496973431	0.002530760496973431
CD8+ T 1	EPHB6	receptors	EPHRIN	0.016818193498470184	0.0193318505260997	0.0025136570276295157
B cells	EPHA2	receptors	EPHRIN	0.0017992139664112792	0.004292869931466779	0.0024936559650555
Plasma K 1	WNT5A	ligands	WNT	0	0.0024886874160907953	0.0024886874160907953
Monocyte	FGF7	ligands	FGF	0	0.002462059367015979	0.002462059367015979
CD8+ T 2	JAG2	ligands	NOTCH	0.017773004629742187	0.02021679276633174	0.002443788136589551
Plasma K 2	FLT1	receptors	VEGF	0	0.0024406590864786805	0.0024406590864786805
Plasma K 2	INHBB	ligands	TGFB	0	0.0024406590864786805	0.0024406590864786805
Plasma K 2	NOTCH3	receptors	NOTCH	0	0.0024406590864786805	0.0024406590864786805
Plasma K 1	NOTCH2	receptors	NOTCH	0.031533325718725774	0.03397070501395832	0.002437379295232543
Plasma K 2	ERBB2	receptors	EGF	0.0024562267206234773	0.004881318172957361	0.0024250914523338838
Plasma K 2	TGFB3	ligands	TGFB	0.0049124534412469546	0.007321977259436042	0.002409523818189087
Plasma K 2	FGFR2	receptors	FGF	0.0012698507932161977	0.003660988629718021	0.0023911378365018233
B cells	LGR5	receptors	WNT AMP	4.498034916028198e-4	0.0028320750303920785	0.002382271538789259
Tconv	FZD6	receptors	WNT	0.002274214345524582	0.00465556280990726	0.0023813484643826783
Plasma K 2	HBEGF	ligands	EGF	0.05161929623436773	0.05399560474438871	0.0023763085100209844
Monocyte	LTBP1	ligands	TGFB	0	0.0023655217588106833	0.0023655217588106833
Plasma L	TNF	ligands	TNFSF10	0.013159373266488935	0.01547123168246641	0.0023118584159774747
Tconv	EPHA2	receptors	EPHRIN	6.907296268659146e-4	0.0029770996068833214	0.0022863699800174065
Tconv	LTA	ligands	TNFSF10	0.022592614510327864	0.02485523775338341	0.0022626232430555462
Plasma K 3	EPHB6	receptors	EPHRIN	0	0.0022495648861986053	0.0022495648861986053
Plasma K 3	FGFR4	receptors	FGF	0	0.0022495648861986053	0.0022495648861986053
Tconv	JAG2	ligands	NOTCH	0.004489742574628445	0.006698474115487473	0.002208731540859028
Treg	JAG1	ligands	NOTCH	0	0.0021970310789919687	0.0021970310789919687
B cells	FGFR4	receptors	FGF	0	0.0021911923516120505	0.0021911923516120505
Plasma K 1	BMP7	ligands	BMP	0	0.0021711736274391395	0.0021711736274391395
Plasma K 1	LGR5	receptors	WNT AMP	0	0.0021711736274391395	0.0021711736274391395
CD8+ T 1	EPHA2	receptors	EPHRIN	0.0022184533013798803	0.004375385640898137	0.002156932339518257
Plasma K 1	PTCH1	receptors	HEDGEHOG	0.023695840637767553	0.025828803911061547	0.002132963273293993
Monocyte	FGFR4	receptors	FGF	0	0.0021329220337905673	0.0021329220337905673
Plasma K 3	LTA	ligands	TNFSF10	0	0.0021328581630944347	0.0021328581630944347
Plasma L	EPHB3	receptors	EPHRIN	0.0014321222738841845	0.003431720592383943	0.0019995983184997587
CD8+ T 1	WNT10B	ligands	WNT	0.0047666281757703976	0.006763734336026828	0.0019971061602564307
Tconv	EPHB2	receptors	EPHRIN	5.473902783597956e-4	0.002517694804535909	0.001970304526176113
Plasma K 3	ERBB2	receptors	EGF	0	0.00196836927542378	0.00196836927542378
Plasma K 3	NOTCH4	receptors	NOTCH	0	0.00196836927542378	0.00196836927542378
Plasma K 3	WNT2B	ligands	WNT	0	0.00196836927542378	0.00196836927542378
B cells	EPHB1	receptors	EPHRIN	4.498034916028198e-4	0.002404819911205393	0.0019550164196025736
Plasma K 2	LRRC32	ligands	TGFB	4.912453441246955e-4	0.0024406590864786805	0.001949413742353985
Treg	NOTCH3	receptors	NOTCH	0	0.00190737492330457	0.00190737492330457
CD8+ T 1	LGR5	receptors	WNT AMP	3.972190146475331e-4	0.0022999516936742692	0.0019027326790267362
Plasma L	FLT1	receptors	VEGF	0	0.0018878270918564102	0.0018878270918564102
Mast	TNFRSF10A	receptors	TRAIL	0.02038668178117486	0.022210940104466358	0.0018242583232914965
Treg	EPHB1	receptors	EPHRIN	0	0.0017871567567973488	0.0017871567567973488
Tconv	TGFB3	ligands	TGFB	0.0013814592537318292	0.0031670130064656	0.0017855537527337708
B cells	FZD6	receptors	WNT	0.006747052374042297	0.008523683469015548	0.0017766310949732505
Tconv	WNT7A	ligands	WNT	0	0.001718252204615367	0.001718252204615367
Monocyte	FZD5	receptors	WNT	0.04155520760705542	0.043268096180378586	0.0017128885733231694
Plasma K 2	FGFR3	receptors	FGF	0.001964981376498782	0.003660988629718021	0.0016960072532192388
Plasma K 1	EPHB2	receptors	EPHRIN	0.0015674970161916448	0.0032567604411587094	0.0016892634249670647
Plasma K 3	EFNA3	ligands	EPHRIN	0	0.001687173664648954	0.001687173664648954
Mast	DHH	ligands	HEDGEHOG	0	0.0016864894904134922	0.0016864894904134922
Mast	EFNA3	ligands	EPHRIN	0	0.0016864894904134922	0.0016864894904134922
Mast	EPHA7	receptors	EPHRIN	0	0.0016864894904134922	0.0016864894904134922
Mast	EPHB2	receptors	EPHRIN	0	0.0016864894904134922	0.0016864894904134922
Mast	FZD8	receptors	WNT	0	0.0016864894904134922	0.0016864894904134922
Mast	INHBA	ligands	TGFB	0	0.0016864894904134922	0.0016864894904134922
Mast	INHBB	ligands	TGFB	0	0.0016864894904134922	0.0016864894904134922
Mast	MST1R	receptors	MST	0	0.0016864894904134922	0.0016864894904134922
Tconv	FZD7	receptors	WNT	0.012348480051501062	0.014006477431313209	0.0016579973798121466
CD8+ T 1	WNT6	ligands	WNT	0	0.0016535139595983067	0.0016535139595983067
Tconv	WNT11	ligands	WNT	0.0010360944402988718	0.0026800243550183316	0.0016439299147194598
Plasma L	MST1	ligands	MST	0.0046543973901235994	0.0062927569728547005	0.001638359582731101
Mast	FGFR1	receptors	FGF	0.006795560593724954	0.00843244745206746	0.001636886858342507
B cells	FZD8	receptors	WNT	0.0013494104748084594	0.002983646196067411	0.0016342357212589516
Plasma L	EPHB4	receptors	EPHRIN	0.0010740917054131384	0.002701154131905459	0.0016270624264923207
Tconv	TGFA	ligands	EGF	0.0013814592537318292	0.0029770996068833214	0.0015956403531514922
CD8+ T 1	WNT2B	ligands	WNT	0.003642468573464694	0.005215700373334912	0.0015732317998702178
Plasma K 1	WNT10B	ligands	WNT	0.005015990451813263	0.006513520882317419	0.0014975304305041562
Treg	WNT6	ligands	WNT	0	0.00149750060110995	0.00149750060110995
Plasma L	MET	receptors	HGF	0.0021481834108262768	0.0036450676778336643	0.0014968842670073875
Tconv	FZD8	receptors	WNT	0.0010360944402988718	0.002529899957027481	0.0014938055167286093
CD8+ T 1	LTA	ligands	TNFSF10	0.01301086413850017	0.014504197727368773	0.0014933335888686027
Plasma K 1	WNT9A	ligands	WNT	0.0012539976129533157	0.0027139670342989242	0.0014599694213456086
Plasma K 2	ERBB3	receptors	EGF	9.82490688249391e-4	0.0024406590864786805	0.0014581683982292895
Treg	FGF2	ligands	FGF	0	0.0014482807784369938	0.0014482807784369938
CD8+ T 1	FGFR4	receptors	FGF	0.0010267962574372809	0.0024634815218278526	0.0014366852643905718
Tconv	EFNB1	ligands	EPHRIN	0.006822643036573746	0.008254396769620418	0.001431753733046672
Plasma K 3	EPHB2	receptors	EPHRIN	0	0.0014059780538741285	0.0014059780538741285
Plasma K 3	JAG1	ligands	NOTCH	0	0.0014059780538741285	0.0014059780538741285
CD8+ T 1	FLT1	receptors	VEGF	0	0.0013983554650583156	0.0013983554650583156
Monocyte	EFNA5	ligands	EPHRIN	0	0.0013955983501206953	0.0013955983501206953
B cells	FGF9	ligands	FGF	0.006823485233001663	0.0082139960797099	0.0013905108467082367
Treg	EPHB3	receptors	EPHRIN	0.0018533347073795329	0.003235437535234343	0.00138210282785481
Treg	TGFB3	ligands	TGFB	0.0018533347073795329	0.003235437535234343	0.00138210282785481
Plasma L	WNT5A	ligands	WNT	0.0017901528423552306	0.0031463784864273502	0.0013562256440721196
CD8+ T 1	MST1	ligands	MST	7.944380292950662e-4	0.002150273196040669	0.0013558351667456027
Tconv	EFNA3	ligands	EPHRIN	0.0017268240671647864	0.0030720563066744607	0.0013452322395096743
Treg	FST	ligands	TGFB	0	0.0013280626119297726	0.0013280626119297726
Monocyte	BTC	ligands	EGF	0	0.0012990607419153997	0.0012990607419153997
Tconv	BMP7	ligands	BMP	5.473902783597956e-4	0.0018407927535063619	0.0012934024751465661
Treg	MST1R	receptors	MST	0.0018533347073795329	0.003115219368727121	0.0012618846613475882
Monocyte	EGFR	receptors	EGF	0.0022359586469675656	0.003488995875301738	0.0012530372283341726
Plasma K 1	NOTCH4	receptors	NOTCH	9.404982097149868e-4	0.0021711736274391395	0.0012306754177241527
Plasma K 2	EPHB1	receptors	EPHRIN	0	0.0012203295432393403	0.0012203295432393403
Plasma K 2	FGF7	ligands	FGF	0	0.0012203295432393403	0.0012203295432393403
Plasma K 2	FLT4	receptors	VEGF	0	0.0012203295432393403	0.0012203295432393403
Plasma K 2	VEGFD	ligands	VEGF	0	0.0012203295432393403	0.0012203295432393403
Treg	WNT5A	ligands	WNT	0	0.001207844445422551	0.001207844445422551
Treg	EFNB1	ligands	EPHRIN	0.010350804841999708	0.011542689185173333	0.0011918843431736256
Plasma K 2	FZD1	receptors	WNT	0.0049124534412469546	0.006101647716196702	0.0011891942749497472
CD8+ T 1	IGF1R	receptors	IGF	0.008971176550387943	0.010145895081922604	0.0011747185315346617
Tconv	FLT1	receptors	VEGF	3.453648134329573e-4	0.0015161336525415163	0.001170768839108559
Monocyte	LGR6	receptors	WNT AMP	0	0.0011629986251005793	0.0011629986251005793
Plasma K 3	EPHA4	receptors	EPHRIN	0	0.0011247824430993026	0.0011247824430993026
Plasma K 3	FGFR3	receptors	FGF	0	0.0011247824430993026	0.0011247824430993026
Plasma K 3	FLT1	receptors	VEGF	0	0.0011247824430993026	0.0011247824430993026
Plasma K 3	WNT3	ligands	WNT	0	0.0011247824430993026	0.0011247824430993026
Plasma K 2	WNT2B	ligands	WNT	0.005691058890338457	0.006815494737513893	0.0011244358471754357
B cells	EPHA1	receptors	EPHRIN	0.0013494104748084594	0.0024668763051234033	0.001117465830314944
GC B cells	BMPR1A	receptors	BMP	0.009241962407465937	0.010345480306864855	0.0011035178993989182
GC B cells	WNT6	ligands	WNT	0.009241962407465937	0.010345480306864855	0.0011035178993989182
B cells	WNT16	ligands	WNT	0	0.0010955961758060252	0.0010955961758060252
Treg	EFNA3	ligands	EPHRIN	0.0018533347073795329	0.002945781379546944	0.001092446672167411
Plasma K 1	BMP4	ligands	BMP	0	0.0010855868137195697	0.0010855868137195697
Plasma K 1	EPHB1	receptors	EPHRIN	0	0.0010855868137195697	0.0010855868137195697
B cells	FLT1	receptors	VEGF	0.0031486244412197383	0.0042308135375487685	0.0010821890963290302
Treg	FGF7	ligands	FGF	0	0.0010384064562423737	0.0010384064562423737
Treg	FZD4	receptors	WNT	0	0.0010384064562423737	0.0010384064562423737
Tconv	FLT4	receptors	VEGF	0.0010360944402988718	0.002070495154680068	0.0010344007143811963
B cells	BMP2	ligands	BMP	0.0011627251584867327	0.0021911923516120505	0.0010284671931253177
Monocyte	EPHB2	receptors	EPHRIN	0.05029085341706255	0.05131292764364238	0.001022074226579829
Monocyte	FZD4	receptors	WNT	0.0022359586469675656	0.003256396150281622	0.0010204375033140566
Plasma K 1	WNT6	ligands	WNT	0.006583487468004908	0.007599107696036988	0.0010156202280320803
B cells	BMP4	ligands	BMP	4.498034916028198e-4	0.0014607949010747004	0.0010109914094718806
CD8+ T 1	NOTCH3	receptors	NOTCH	0	0.001007076225522344	0.001007076225522344
Monocyte	FZD1	receptors	WNT	0.07771049123484738	0.0787167594480646	0.0010062682132172124
Tconv	MET	receptors	HGF	3.453648134329573e-4	0.0013262202529592379	9.808554395262805e-4
Plasma K 1	FGFR4	receptors	FGF	0.0028214946291449604	0.003799553848018494	9.780592188735338e-4
Tconv	EPHB3	receptors	EPHRIN	0.0010360944402988718	0.0020031223039887846	9.670278636899129e-4
Plasma L	LTA	ligands	TNFSF10	0.003938336253181508	0.004903619072404605	9.652828192230969e-4
Plasma L	EPHB2	receptors	EPHRIN	0.0014321222738841845	0.002386516283262724	9.543940093785395e-4
Plasma L	BMP7	ligands	BMP	0	9.439135459282051e-4	9.439135459282051e-4
Plasma K 2	ACVR1C	receptors	TGFB	0.022968120800511718	0.023900108342864657	9.31987542352939e-4
B cells	ACVR1C	receptors	TGFB	0.004761153091309291	0.005691608438623469	9.304553473141785e-4
Monocyte	WNT10B	ligands	WNT	0	9.303989000804634e-4	9.303989000804634e-4
Monocyte	WNT6	ligands	WNT	0	9.303989000804634e-4	9.303989000804634e-4
B cells	DLL3	ligands	NOTCH	8.996069832056396e-4	0.0018259936263433753	9.263866431377357e-4
B cells	EFNB2	ligands	EPHRIN	0.03562043468309553	0.03653415180334628	9.137171202507482e-4
Tconv	NOTCH3	receptors	NOTCH	0	9.066044522032531e-4	9.066044522032531e-4
Plasma L	LGR5	receptors	WNT AMP	3.5803056847104613e-4	0.00125855139457094	9.005208260998939e-4
Treg	IGF1	ligands	IGF	0	8.689684670621963e-4	8.689684670621963e-4
Treg	LGR5	receptors	WNT AMP	0	8.689684670621963e-4	8.689684670621963e-4
Treg	WNT5B	ligands	WNT	0	8.689684670621963e-4	8.689684670621963e-4
Plasma K 1	KDR	receptors	VEGF	0	8.603071955114407e-4	8.603071955114407e-4
B cells	WNT5B	ligands	WNT	4.498034916028198e-4	0.001309223735399368	8.594202437965481e-4
Plasma K 3	DLL3	ligands	NOTCH	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	EPHB4	receptors	EPHRIN	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	FGF7	ligands	FGF	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	IHH	ligands	HEDGEHOG	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	JAG2	ligands	NOTCH	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	LGR5	receptors	WNT AMP	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	SHH	ligands	HEDGEHOG	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	TGFA	ligands	EGF	0	8.43586832324477e-4	8.43586832324477e-4
Plasma K 3	WNT9A	ligands	WNT	0	8.43586832324477e-4	8.43586832324477e-4
Tconv	KDR	receptors	VEGF	0	8.392316015119695e-4	8.392316015119695e-4
Monocyte	WNT4	ligands	WNT	0	8.338612918751679e-4	8.338612918751679e-4
B cells	PTCH1	receptors	HEDGEHOG	0.005847445390836657	0.006663686406877877	8.162410160412201e-4
Tconv	FST	ligands	TGFB	0.0020721888805977436	0.002882142907092182	8.099540264944385e-4
CD8+ T 1	EFNA5	ligands	EPHRIN	0.0040396875881122275	0.004838272464318923	7.985848762066955e-4
Plasma L	ERBB2	receptors	EGF	0.0014321222738841845	0.0022024649404991455	7.70342666614961e-4
CD8+ T 1	JAG1	ligands	NOTCH	0.0019860950732376657	0.0027354294339374512	7.493343606997855e-4
Treg	FGFR2	receptors	FGF	0	7.48750300554975e-4	7.48750300554975e-4
B cells	WNT11	ligands	WNT	0	7.303974505373502e-4	7.303974505373502e-4
Plasma K 2	TGFA	ligands	EGF	4.912453441246955e-4	0.0012203295432393403	7.290841991146448e-4
Plasma K 2	TGFB2	ligands	TGFB	4.912453441246955e-4	0.0012203295432393403	7.290841991146448e-4
CD8+ T 1	FST	ligands	TGFB	0	7.21276982892763e-4	7.21276982892763e-4
CD8+ T 1	BMP4	ligands	BMP	3.972190146475331e-4	0.0011125562224287345	0.00071533720778120145
Plasma K 2	FGFR1	receptors	FGF	0.0029474720647481726	0.003660988629718021	7.135165649698482e-4
Monocyte	BMP3	ligands	TGFB	0	6.977991750603477e-4	6.977991750603477e-4
Monocyte	DLL3	ligands	NOTCH	0	6.977991750603477e-4	6.977991750603477e-4
Monocyte	ERBB3	receptors	EGF	0	6.977991750603477e-4	6.977991750603477e-4
Monocyte	FLT4	receptors	VEGF	0	6.977991750603477e-4	6.977991750603477e-4
Monocyte	FST	ligands	TGFB	0	6.977991750603477e-4	6.977991750603477e-4
Monocyte	FZD9	receptors	WNT	0	6.977991750603477e-4	6.977991750603477e-4
Monocyte	KDR	receptors	VEGF	0	6.977991750603477e-4	6.977991750603477e-4
Treg	EPHB4	receptors	EPHRIN	0.0018533347073795329	0.002535907057352324	6.82572349972791e-4
CD8+ T 1	MET	receptors	HGF	0.002780533102532732	0.003439916999260607	6.59383896727875e-4
Plasma K 1	EPHB3	receptors	EPHRIN	0.0020643818143228567	0.0027139670342989242	6.495852199760676e-4
Tconv	FGF7	ligands	FGF	0	6.493182019296911e-4	6.493182019296911e-4
B cells	EFNB1	ligands	EPHRIN	0.00611056356611775	0.006759746236590183	6.491826704724327e-4
B cells	IGF1	ligands	IGF	4.498034916028198e-4	0.0010955961758060252	6.457926842032054e-4
B cells	TNFRSF10B	receptors	TRAIL	0.06377063701239143	0.064413962291886	6.433252794945804e-4
CD8+ T 1	FZD1	receptors	WNT	3.972190146475331e-4	0.001037716973611934	6.40497958964401e-4
Plasma L	EPHB1	receptors	EPHRIN	0	6.2927569728547e-4	6.2927569728547e-4
Plasma L	WNT6	ligands	WNT	0.0062959541206752245	0.006922032670140171	6.260785494649462e-4
B cells	LRRC32	ligands	TGFB	0.0017992139664112792	0.002404819911205393	6.05605944794114e-4
B cells	PTCH2	receptors	HEDGEHOG	0.017795234778051845	0.01838464363155418	5.894088535023344e-4
Plasma L	BTC	ligands	EGF	3.5803056847104613e-4	9.439135459282051e-4	5.85882977457159e-4
Tconv	WNT5A	ligands	WNT	0	5.819453512384076e-4	5.819453512384076e-4
Tconv	MST1R	receptors	MST	0.0020721888805977436	0.0026524405059184758	5.802516253207322e-4
Treg	DLL4	ligands	NOTCH	0	5.793123113747976e-4	5.793123113747976e-4
Treg	FLT4	receptors	VEGF	0	5.793123113747976e-4	5.793123113747976e-4
Treg	HGF	ligands	HGF	0	5.793123113747976e-4	5.793123113747976e-4
B cells	VEGFD	ligands	VEGF	0	5.788262848620178e-4	5.788262848620178e-4
CD8+ T 1	BMP7	ligands	BMP	0	5.715984852591623e-4	5.715984852591623e-4
Tconv	BMPR1A	receptors	BMP	0.0034536481343295728	0.004018449760469142	5.648016261395692e-4
Plasma K 3	BMP4	ligands	BMP	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	BTC	ligands	EGF	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	EFNA5	ligands	EPHRIN	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	EGFR	receptors	EGF	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	EPHA1	receptors	EPHRIN	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	EPHA3	receptors	EPHRIN	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	LGR6	receptors	WNT AMP	0	5.623912215496513e-4	5.623912215496513e-4
Plasma K 3	WNT16	ligands	WNT	0	5.623912215496513e-4	5.623912215496513e-4
Plasma L	HGF	ligands	HGF	0.0016415567305516248	0.0022024649404991455	5.609082099475207e-4
Plasma K 1	SHH	ligands	HEDGEHOG	0	5.427934068597849e-4	5.427934068597849e-4
Plasma L	EPHA1	receptors	EPHRIN	7.160611369420923e-4	0.00125855139457094	5.424902576288478e-4
CD8+ T 1	FLT4	receptors	VEGF	0	5.409577371695722e-4	5.409577371695722e-4
Plasma K 1	EPHB6	receptors	EPHRIN	0.0021944958226683027	0.0027139670342989242	5.194712116306215e-4
Treg	ERBB2	receptors	EGF	0.0018533347073795329	0.0023664690681721463	5.131343607926134e-4
B cells	ACVR1	receptors	TGFB	0.007646659357247936	0.008158484743746872	5.118253864989358e-4
Plasma L	WNT10A	ligands	WNT	0.0035803056847104613	0.0040902920323555554	5.099863476450942e-4
Plasma K 1	EPHA2	receptors	EPHRIN	0.0047024910485749345	0.00520265445038972	5.001634018147851e-4
Tconv	FGF2	ligands	FGF	3.453648134329573e-4	8.116477524121139e-4	4.6628293897915663e-4
CD8+ T 1	WNT3	ligands	WNT	0	4.6611848835277186e-4	4.6611848835277186e-4
Monocyte	DHH	ligands	HEDGEHOG	0	4.6519945004023177e-4	4.6519945004023177e-4
Monocyte	EFNB3	ligands	EPHRIN	0	4.651994500402317e-4	4.651994500402317e-4
Monocyte	EPHA7	receptors	EPHRIN	0	4.651994500402317e-4	4.651994500402317e-4
Monocyte	RSPO3	ligands	WNT AMP	0	4.651994500402317e-4	4.651994500402317e-4
Monocyte	WNT7B	ligands	WNT	0	4.651994500402317e-4	4.651994500402317e-4
CD8+ T 1	FGF7	ligands	FGF	3.972190146475331e-4	8.573977278887433e-4	4.601787132412102e-4
Monocyte	EPHA1	receptors	EPHRIN	0.0022359586469675656	0.0026946590920360947	4.5870044506852916e-4
Plasma K 2	BMPR2	receptors	BMP	0.04368390011955784	0.044139228056011295	4.553279364534549e-4
Tconv	FGFR4	receptors	FGF	0.0026195791589575393	0.0030720563066744607	4.5247714771692133e-4
CD8+ T 1	NOTCH4	receptors	NOTCH	0.0019860950732376657	0.0024360724386702495	4.499773654325838e-4
Plasma K 3	KDR	receptors	VEGF	0	4.4568449844548065e-4	4.4568449844548065e-4
Tconv	LGR6	receptors	WNT AMP	3.453648134329573e-4	7.442749017208303e-4	3.9891008828787304e-4
Plasma K 2	EFNA3	ligands	EPHRIN	0.005199813546213761	0.005595165194274552	3.953516480607912e-4
B cells	KDR	receptors	VEGF	0	3.651987252686751e-4	3.651987252686751e-4
B cells	LGR6	receptors	WNT AMP	0	3.651987252686751e-4	3.651987252686751e-4
B cells	SHH	ligands	HEDGEHOG	0	3.651987252686751e-4	3.651987252686751e-4
CD8+ T 1	FZD10	receptors	WNT	0	3.606384914463815e-4	3.606384914463815e-4
CD8+ T 1	INHBB	ligands	TGFB	0	3.606384914463815e-4	3.606384914463815e-4
B cells	IGF1R	receptors	IGF	0.023245709507581275	0.023593485615027936	3.4777610744666024e-4
Tconv	VEGFC	ligands	VEGF	0	3.2465910096484557e-4	3.2465910096484557e-4
Plasma L	DLL3	ligands	NOTCH	0	3.14637848642735e-4	3.14637848642735e-4
Plasma L	FLT4	receptors	VEGF	0	3.14637848642735e-4	3.14637848642735e-4
Plasma L	KDR	receptors	VEGF	0	3.14637848642735e-4	3.14637848642735e-4
Plasma L	LGR6	receptors	WNT AMP	0	3.14637848642735e-4	3.14637848642735e-4
Plasma L	TGFA	ligands	EGF	0	3.14637848642735e-4	3.14637848642735e-4
Plasma L	VEGFD	ligands	VEGF	0	3.14637848642735e-4	3.14637848642735e-4
Treg	BMPR1B	receptors	BMP	0	2.896561556873988e-4	2.896561556873988e-4
Treg	DLL3	ligands	NOTCH	0	2.896561556873988e-4	2.896561556873988e-4
Treg	FZD2	receptors	WNT	0	2.896561556873988e-4	2.896561556873988e-4
Treg	FZD9	receptors	WNT	0	2.896561556873988e-4	2.896561556873988e-4
Treg	RSPO3	ligands	WNT AMP	0	2.896561556873988e-4	2.896561556873988e-4
Treg	VEGFC	ligands	VEGF	0	2.896561556873988e-4	2.896561556873988e-4
Treg	WNT10A	ligands	WNT	0	2.896561556873988e-4	2.896561556873988e-4
Treg	WNT2	ligands	WNT	0	2.896561556873988e-4	2.896561556873988e-4
Treg	WNT3	ligands	WNT	0	2.896561556873988e-4	2.896561556873988e-4
Treg	WNT7A	ligands	WNT	0	2.896561556873988e-4	2.896561556873988e-4
Plasma K 3	EFNA2	ligands	EPHRIN	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	EPHB1	receptors	EPHRIN	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	ERBB3	receptors	EGF	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	FGF3	ligands	FGF	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	FGF9	ligands	FGF	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	FLT4	receptors	VEGF	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	FZD4	receptors	WNT	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	FZD8	receptors	WNT	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	INHBA	ligands	TGFB	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	NOTCH3	receptors	NOTCH	0	2.8119561077482566e-4	2.8119561077482566e-4
Plasma K 3	VEGFD	ligands	VEGF	0	2.8119561077482566e-4	2.8119561077482566e-4
B cells	NOTCH3	receptors	NOTCH	4.498034916028198e-4	7.303974505373502e-4	2.805939589345304e-4
Plasma L	LRRC32	ligands	TGFB	3.5803056847104613e-4	6.2927569728547e-4	2.712451288144239e-4
Plasma L	TGFB2	ligands	TGFB	3.5803056847104613e-4	6.2927569728547e-4	2.712451288144239e-4
Plasma K 1	ERBB2	receptors	EGF	0.004388991645336605	0.004659861043529935	2.7086939819332984e-4
Plasma L	FZD2	receptors	WNT	0.00665398468914627	0.006922032670140171	2.6804798099390025e-4
Plasma K 1	BMPR1A	receptors	BMP	0.004075492242098276	0.004342347254878279	2.668550127800026e-4
Plasma K 1	WNT10A	ligands	WNT	0.004075492242098276	0.004342347254878279	2.668550127800026e-4
Tconv	EFNA5	ligands	EPHRIN	0.0010360944402988718	0.0012986364038593823	2.625419635605105e-4
Tconv	EFNA2	ligands	EPHRIN	0	2.57286250273562e-4	2.57286250273562e-4
Tconv	EFNB3	ligands	EPHRIN	0	2.57286250273562e-4	2.57286250273562e-4
Tconv	FGFR1	receptors	FGF	0.006418592106720069	0.006670890266387617	2.5229815966754804e-4
CD8+ T 1	LRRC32	ligands	TGFB	3.972190146475331e-4	6.464377340759626e-4	2.492187194284295e-4
Tconv	LGR5	receptors	WNT AMP	6.907296268659146e-4	9.341883013031088e-4	2.4345867443719424e-4
Plasma K 2	SHH	ligands	HEDGEHOG	9.82490688249391e-4	0.0012203295432393403	2.3783885498994926e-4
Monocyte	WNT9A	ligands	WNT	0	2.3259972502011588e-4	2.3259972502011588e-4
Monocyte	FGF2	ligands	FGF	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	FZD10	receptors	WNT	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	SHH	ligands	HEDGEHOG	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	VEGFC	ligands	VEGF	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	VEGFD	ligands	VEGF	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	WNT2	ligands	WNT	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	WNT3A	ligands	WNT	0	2.3259972502011586e-4	2.3259972502011586e-4
Monocyte	WNT7A	ligands	WNT	0	2.3259972502011586e-4	2.3259972502011586e-4
Plasma K 1	BTC	ligands	EGF	3.134994032383289e-4	5.427934068597849e-4	2.2929400362145595e-4
