comparison	TC	baseline	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
TC1_vs_all	TC1	all	ATIC	0	0.46929622782359215	0.538	0.097	0
TC1_vs_all	TC1	all	LMNB1	0	0.46799867519406474	0.49	0.043	0
TC1_vs_all	TC1	all	MET	0	0.4674049522728488	0.502	0.1	0
TC1_vs_all	TC1	all	PUM3	0	0.46568995268390645	0.557	0.147	0
TC1_vs_all	TC1	all	TFAM	0	0.4655180911055392	0.564	0.124	0
TC1_vs_all	TC1	all	CKAP5	0	0.4641082810594821	0.483	0.089	0
TC1_vs_all	TC1	all	LSM2	0	0.46379149538533804	0.483	0.1	0
TC1_vs_all	TC1	all	EIF4EBP1	0	0.4611729876260602	0.54	0.139	0
TC1_vs_all	TC1	all	NUDC	0	0.46004774357789735	0.616	0.185	0
TC1_vs_all	TC1	all	TMEM97	0	0.45972482109550955	0.458	0.035	0
TC1_vs_all	TC1	all	NUDT1	0	0.4584812410559312	0.527	0.081	0
TC1_vs_all	TC1	all	MRPS2	0	0.45796964903717485	0.518	0.095	0
TC1_vs_all	TC1	all	CDT1	0	0.4565742703964048	0.474	0.025	0
TC1_vs_all	TC1	all	MRPS23	0	0.4564617740196908	0.485	0.081	0
TC1_vs_all	TC1	all	HMMR	0	0.4563174025602531	0.346	0.022	0
TC1_vs_all	TC1	all	CBX1	0	0.45580331044614686	0.488	0.091	0
TC1_vs_all	TC1	all	ACLY	0	0.45567248169199837	0.531	0.132	0
TC1_vs_all	TC1	all	COPRS	0	0.45555520154741164	0.481	0.065	0
TC1_vs_all	TC1	all	MRPL11	0	0.45444307809344475	0.564	0.155	0
TC1_vs_all	TC1	all	TIMP1	0	0.4529192371040987	0.493	0.105	0
TC1_vs_all	TC1	all	NCAPD2	0	0.4523940761780709	0.466	0.052	0
TC1_vs_all	TC1	all	MACC1	0	0.45222606493325246	0.49	0.111	0
TC1_vs_all	TC1	all	RCN1	0	0.45202677046198875	0.415	0.056	0
TC1_vs_all	TC1	all	UCHL3	0	0.44938780294439074	0.487	0.113	0
TC1_vs_all	TC1	all	TYMS	0	0.4488977375918885	0.422	0.028	0
TC1_vs_all	TC1	all	HSPA9	0	0.44708079661963684	0.575	0.15	0
TC1_vs_all	TC1	all	ACTN1	0	0.4457556486690107	0.603	0.162	0
TC1_vs_all	TC1	all	ACTL6A	0	0.4430664987726778	0.511	0.084	0
TC1_vs_all	TC1	all	MZT1	0	0.4427739663892681	0.454	0.056	0
TC1_vs_all	TC1	all	NPM3	0	0.44054673376497167	0.444	0.037	0
TC1_vs_all	TC1	all	PRSS56	0	0.44014302538951977	0.262	0.004	0
TC1_vs_all	TC1	all	MRPL4	0	0.4377672870900563	0.568	0.137	0
TC1_vs_all	TC1	all	C19orf48	0	0.4342998045942262	0.497	0.089	0
TC1_vs_all	TC1	all	FOXQ1	0	0.43372783676227583	0.355	0.043	0
TC1_vs_all	TC1	all	CUL4A	0	0.43351721531470766	0.515	0.131	0
TC1_vs_all	TC1	all	MTHFD2	0	0.43228689266175996	0.468	0.084	0
TC1_vs_all	TC1	all	ATAD2	0	0.42703737444832496	0.418	0.034	0
TC1_vs_all	TC1	all	SRM	0	0.42571497635140565	0.453	0.063	0
TC1_vs_all	TC1	all	SF3B3	0	0.42463462199983715	0.518	0.108	0
TC1_vs_all	TC1	all	PBK	0	0.4230188272448451	0.406	0.012	0
TC1_vs_all	TC1	all	DDX1	0	0.421090074288168	0.547	0.141	0
TC1_vs_all	TC1	all	BZW2	0	0.4205847219043836	0.535	0.133	0
TC1_vs_all	TC1	all	IGF2BP1	0	0.4171047219521986	0.303	0.004	0
TC1_vs_all	TC1	all	SND1	0	0.4170383791944899	0.546	0.138	0
TC1_vs_all	TC1	all	NPTX2	0	0.41688550726433526	0.291	0.021	0
TC1_vs_all	TC1	all	UBE2T	0	0.41500952680441106	0.418	0.029	0
TC1_vs_all	TC1	all	APEX1	0	0.4141975268114439	0.532	0.132	0
TC1_vs_all	TC1	all	TESC	0	0.41288025288093133	0.32	0.023	0
TC1_vs_all	TC1	all	GPATCH4	0	0.4120900087757724	0.49	0.098	0
TC1_vs_all	TC1	all	TPRKB	0	0.41115307212354235	0.506	0.125	0
TC1_vs_all	TC1	all	MCM6	0	0.40966822482451515	0.379	0.023	0
TC1_vs_all	TC1	all	BRIX1	0	0.4095914686449531	0.487	0.079	0
TC1_vs_all	TC1	all	GARS	0	0.40705909523518524	0.487	0.113	0
TC1_vs_all	TC1	all	LRRC58	0	0.40494387388106856	0.467	0.095	0
TC1_vs_all	TC1	all	GMPS	0	0.4030470531702674	0.448	0.071	0
TC1_vs_all	TC1	all	SNRNP25	0	0.40295377680235783	0.477	0.094	0
TC1_vs_all	TC1	all	CARS2	0	0.40199849734311355	0.511	0.116	0
TC1_vs_all	TC1	all	CCNB2	0	0.39913894393171656	0.322	0.022	0
TC1_vs_all	TC1	all	CDC6	0	0.3987153902348062	0.386	0.023	0
TC1_vs_all	TC1	all	TRMT10C	0	0.3983360881474708	0.484	0.109	0
TC1_vs_all	TC1	all	NUTF2	0	0.39789127717721584	0.503	0.114	0
TC1_vs_all	TC1	all	VARS	0	0.39730061223274704	0.463	0.103	0
TC1_vs_all	TC1	all	MRTO4	0	0.396001640583749	0.476	0.084	0
TC1_vs_all	TC1	all	CLSPN	0	0.3951072794469296	0.38	0.02	0
TC1_vs_all	TC1	all	NFE2L3	0	0.3946694491260544	0.427	0.056	0
TC1_vs_all	TC1	all	ORC6	0	0.39403607396677104	0.408	0.02	0
TC1_vs_all	TC1	all	NDUFAF2	0	0.39160119315178155	0.495	0.1	0
TC1_vs_all	TC1	all	DLGAP5	0	0.3908132254651222	0.345	0.015	0
TC1_vs_all	TC1	all	PM20D2	0	0.3896683880160621	0.424	0.059	0
TC1_vs_all	TC1	all	IARS	0	0.38880151309183075	0.471	0.092	0
TC1_vs_all	TC1	all	EPHB2	0	0.3881904534287819	0.483	0.112	0
TC1_vs_all	TC1	all	LAPTM4B	0	0.38794183105252017	0.402	0.076	0
TC1_vs_all	TC1	all	PNO1	0	0.3877380997359324	0.398	0.048	0
TC1_vs_all	TC1	all	TCOF1	0	0.3850967006666949	0.413	0.035	0
TC1_vs_all	TC1	all	MYBL2	0	0.384091065118927	0.361	0.013	0
TC1_vs_all	TC1	all	FANCI	0	0.3812175806385371	0.379	0.02	0
TC1_vs_all	TC1	all	KIF4A	0	0.38088336115442484	0.361	0.015	0
TC1_vs_all	TC1	all	MSH6	0	0.3803961754782273	0.393	0.044	0
TC1_vs_all	TC1	all	SIGMAR1	0	0.378973810595773	0.456	0.087	0
TC1_vs_all	TC1	all	CCNA2	0	0.3784460237756081	0.36	0.018	0
TC1_vs_all	TC1	all	BOP1	0	0.37707582416309204	0.424	0.065	0
TC1_vs_all	TC1	all	ABCE1	0	0.3764715016766178	0.442	0.071	0
TC1_vs_all	TC1	all	TSN	0	0.37505682786965255	0.449	0.093	0
TC1_vs_all	TC1	all	MIS18A	0	0.37376377211942763	0.423	0.042	0
TC1_vs_all	TC1	all	MCM2	0	0.37373839946288556	0.392	0.021	0
TC1_vs_all	TC1	all	CDK1	0	0.37237158502345297	0.317	0.015	0
TC1_vs_all	TC1	all	GAL	0	0.37013711233484986	0.311	0.007	0
TC1_vs_all	TC1	all	PHGDH	0	0.3686641368731451	0.319	0.012	0
TC1_vs_all	TC1	all	SLC7A1	0	0.3684130271236292	0.427	0.084	0
TC1_vs_all	TC1	all	DCAF13	0	0.36680449673096027	0.402	0.069	0
TC1_vs_all	TC1	all	SAPCD2	0	0.3656803852088081	0.398	0.041	0
TC1_vs_all	TC1	all	UTP14A	0	0.36525207335548127	0.402	0.053	0
TC1_vs_all	TC1	all	NUSAP1	0	0.36445115419425267	0.338	0.025	0
TC1_vs_all	TC1	all	CEP55	0	0.3614999503145322	0.35	0.016	0
TC1_vs_all	TC1	all	C20orf27	0	0.359759007380179	0.39	0.038	0
TC1_vs_all	TC1	all	LAS1L	0	0.3588480392845237	0.39	0.058	0
TC1_vs_all	TC1	all	STIP1	0	0.35745578408422907	0.439	0.093	0
TC1_vs_all	TC1	all	PAK1IP1	0	0.3559336169555153	0.405	0.06	0
TC1_vs_all	TC1	all	UBA2	0	0.35497041585305167	0.447	0.093	0
TC1_vs_all	TC1	all	ALDH1B1	0	0.35459531438195585	0.389	0.057	0
TC1_vs_all	TC1	all	RPF2	0	0.3542161399979352	0.419	0.072	0
TC1_vs_all	TC1	all	EFTUD2	0	0.35376227950902717	0.413	0.082	0
TC1_vs_all	TC1	all	FADS1	0	0.3535392734039923	0.275	0.009	0
TC1_vs_all	TC1	all	CENPK	0	0.3527687664824158	0.393	0.029	0
TC1_vs_all	TC1	all	RAD51AP1	0	0.3509057933053625	0.367	0.016	0
TC1_vs_all	TC1	all	CKS1B	0	0.3461221844122536	0.385	0.053	0
TC1_vs_all	TC1	all	ZWINT	0	0.3448730326529104	0.39	0.045	0
TC1_vs_all	TC1	all	RCC1	0	0.3441750898083423	0.4	0.058	0
TC1_vs_all	TC1	all	CCDC167	0	0.34411373211937846	0.366	0.065	0
TC1_vs_all	TC1	all	SKA2	0	0.34325603120163034	0.391	0.058	0
TC1_vs_all	TC1	all	NOLC1	0	0.3422343619733252	0.398	0.068	0
TC1_vs_all	TC1	all	UNG	0	0.34139604605619744	0.353	0.055	0
TC1_vs_all	TC1	all	MCM8	0	0.3392337064466068	0.358	0.033	0
TC1_vs_all	TC1	all	CENPU	0	0.33821322541724735	0.352	0.025	0
TC1_vs_all	TC1	all	DHFR	0	0.33718044767517386	0.355	0.027	0
TC1_vs_all	TC1	all	CD3EAP	0	0.3342483213627513	0.349	0.04	0
TC1_vs_all	TC1	all	CETN2	0	0.3341343764540162	0.376	0.065	0
TC1_vs_all	TC1	all	FAM111B	0	0.3338731755074458	0.298	0.017	0
TC1_vs_all	TC1	all	PCID2	0	0.33344659017561895	0.364	0.062	0
TC1_vs_all	TC1	all	PITX1	0	0.33276499820953287	0.364	0.03	0
TC1_vs_all	TC1	all	CDC25B	0	0.33207698920146594	0.359	0.046	0
TC1_vs_all	TC1	all	MAGOHB	0	0.3304744479004863	0.373	0.059	0
TC1_vs_all	TC1	all	BRCA1	0	0.33011779530377483	0.325	0.013	0
TC1_vs_all	TC1	all	SNHG15	0	0.32742980539256933	0.409	0.08	0
TC1_vs_all	TC1	all	FOXM1	0	0.3258950802395796	0.345	0.017	0
TC1_vs_all	TC1	all	KRT23	0	0.3254368808409991	0.217	0.007	0
TC1_vs_all	TC1	all	PPIH	0	0.3241155891422185	0.374	0.063	0
TC1_vs_all	TC1	all	CTNNAL1	0	0.3219933308029393	0.363	0.046	0
TC1_vs_all	TC1	all	PRPF4	0	0.3219237186894202	0.379	0.058	0
TC1_vs_all	TC1	all	GTSE1	0	0.32142935468696315	0.305	0.022	0
TC1_vs_all	TC1	all	NOC3L	0	0.32093123889141606	0.378	0.056	0
TC1_vs_all	TC1	all	DIAPH3	0	0.3179282947636078	0.308	0.019	0
TC1_vs_all	TC1	all	CENPH	0	0.3177804054777145	0.339	0.021	0
TC1_vs_all	TC1	all	MCM5	0	0.3169822646687226	0.336	0.038	0
TC1_vs_all	TC1	all	SGO2	0	0.3168283157426764	0.311	0.027	0
TC1_vs_all	TC1	all	WDR5	0	0.31614637901602055	0.359	0.054	0
TC1_vs_all	TC1	all	GAS6-AS1	0	0.3153642358463336	0.247	0.017	0
TC1_vs_all	TC1	all	KIF11	0	0.3151056909705633	0.311	0.018	0
TC1_vs_all	TC1	all	CKAP2	0	0.31368025841132074	0.316	0.037	0
TC1_vs_all	TC1	all	CLDN2	0	0.3131678073094698	0.194	0.008	0
TC1_vs_all	TC1	all	NUP37	0	0.31217477250205883	0.384	0.061	0
TC1_vs_all	TC1	all	PLK1	0	0.3121008296867096	0.282	0.02	0
TC1_vs_all	TC1	all	NME1	0	0.3115698582421917	0.323	0.036	0
TC1_vs_all	TC1	all	AURKB	0	0.31099052039515007	0.298	0.014	0
TC1_vs_all	TC1	all	VSNL1	0	0.30814157096684747	0.31	0.022	0
TC1_vs_all	TC1	all	MTHFD1L	0	0.3055171422533945	0.309	0.016	0
TC1_vs_all	TC1	all	DCUN1D5	0	0.3040521680559532	0.338	0.045	0
TC1_vs_all	TC1	all	ANP32E	0	0.3009076766444221	0.332	0.049	0
TC1_vs_all	TC1	all	BUB1	0	0.2999551809339246	0.291	0.012	0
TC1_vs_all	TC1	all	RFC2	0	0.29960812908545387	0.327	0.041	0
TC1_vs_all	TC1	all	RMI2	0	0.29901997501617494	0.306	0.021	0
TC1_vs_all	TC1	all	UMPS	0	0.2982035811787151	0.362	0.062	0
TC1_vs_all	TC1	all	CDKN3	0	0.29811784338298086	0.286	0.015	0
TC1_vs_all	TC1	all	MTHFD1	0	0.2974637331428287	0.35	0.046	0
TC1_vs_all	TC1	all	RRP1B	0	0.295330359355169	0.348	0.054	0
TC1_vs_all	TC1	all	ONECUT2	0	0.29370512453854286	0.25	0.025	0
TC1_vs_all	TC1	all	PCSK9	0	0.29316868909895016	0.282	0.022	0
TC1_vs_all	TC1	all	NDC1	0	0.2916357808640615	0.332	0.04	0
TC1_vs_all	TC1	all	MIPEP	0	0.2900403187404063	0.332	0.045	0
TC1_vs_all	TC1	all	UTP18	0	0.2877358511524407	0.34	0.055	0
TC1_vs_all	TC1	all	ANLN	0	0.28661332766389513	0.283	0.017	0
TC1_vs_all	TC1	all	ATP11A	0	0.2860085395809195	0.303	0.034	0
TC1_vs_all	TC1	all	CIP2A	0	0.28518970829593504	0.298	0.017	0
TC1_vs_all	TC1	all	LIG1	0	0.2843634998154969	0.326	0.039	0
TC1_vs_all	TC1	all	EXOSC2	0	0.2840196395631983	0.318	0.045	0
TC1_vs_all	TC1	all	UTP20	0	0.2839218665853271	0.331	0.046	0
TC1_vs_all	TC1	all	SLC7A5	0	0.2825391520336097	0.281	0.028	0
TC1_vs_all	TC1	all	LYRM4	0	0.28028042708769607	0.312	0.04	0
TC1_vs_all	TC1	all	PTPRO	0	0.2785097511830011	0.244	0.028	0
TC1_vs_all	TC1	all	ALPK3	0	0.2778433496176019	0.243	0.013	0
TC1_vs_all	TC1	all	POLQ	0	0.2765939120004862	0.269	0.015	0
TC1_vs_all	TC1	all	TACC3	0	0.2762080804491997	0.295	0.019	0
TC1_vs_all	TC1	all	ETV4	0	0.27609150089323586	0.297	0.021	0
TC1_vs_all	TC1	all	BLMH	0	0.27585707467841847	0.291	0.036	0
TC1_vs_all	TC1	all	RFC4	0	0.27562825307232114	0.292	0.018	0
TC1_vs_all	TC1	all	ZIC2	0	0.27476246669164506	0.249	0.007	0
TC1_vs_all	TC1	all	SLC29A1	0	0.273999097758016	0.281	0.021	0
TC1_vs_all	TC1	all	PTK7	0	0.27325594912617335	0.267	0.016	0
TC1_vs_all	TC1	all	TRIB3	0	0.2716832691811957	0.223	0.02	0
TC1_vs_all	TC1	all	FADS2	0	0.27097270603861706	0.171	0.009	0
TC1_vs_all	TC1	all	MLXIPL	0	0.2706052663934429	0.286	0.034	0
TC1_vs_all	TC1	all	CHEK1	0	0.2695563545737096	0.298	0.017	0
TC1_vs_all	TC1	all	PLS3	0	0.2676727722989183	0.281	0.034	0
TC1_vs_all	TC1	all	NAT10	0	0.267375126887486	0.317	0.049	0
TC1_vs_all	TC1	all	BMP7	0	0.2623849177081277	0.255	0.008	0
TC1_vs_all	TC1	all	BAG2	0	0.26222797110987617	0.263	0.009	0
TC1_vs_all	TC1	all	CENPN	0	0.2613480336214785	0.271	0.02	0
TC1_vs_all	TC1	all	TIMM8A	0	0.26126087262782954	0.287	0.036	0
TC1_vs_all	TC1	all	NUP155	0	0.2611311337948091	0.309	0.041	0
TC1_vs_all	TC1	all	CEMIP	0	0.2607321434022153	0.223	0.009	0
TC1_vs_all	TC1	all	NCAPG	0	0.2587456814425721	0.248	0.01	0
TC1_vs_all	TC1	all	PLEKHA4	0	0.2584370709529173	0.255	0.02	0
TC1_vs_all	TC1	all	PPIL1	0	0.25825564897654474	0.274	0.023	0
TC1_vs_all	TC1	all	TIMELESS	0	0.25777389440311926	0.282	0.019	0
TC1_vs_all	TC1	all	IMPDH1	0	0.25758439364370156	0.302	0.041	0
TC1_vs_all	TC1	all	RBP2	0	0.2571281081359231	0.203	0.018	0
TC1_vs_all	TC1	all	ASF1B	0	0.2552813954138441	0.274	0.018	0
TC1_vs_all	TC1	all	CDCA8	0	0.25431234827417976	0.284	0.032	0
TC1_vs_all	TC1	all	ARHGAP11A	0	0.253563076637875	0.263	0.013	0
TC1_vs_all	TC1	all	TOMM34	0	0.25211057015133537	0.285	0.038	0
TC1_vs_all	TC1	all	SLC6A6	0	0.25150546159492426	0.245	0.018	0
TC1_vs_all	TC1	all	CLDN1	0	0.2513742077214162	0.248	0.016	0
TC1_vs_all	TC1	all	CHTF18	0	0.2504565260438083	0.28	0.029	0
TC1_vs_all	TC1	all	PRPS2	8.541571165497312e-308	0.3299730350609518	0.384	0.073	1.8666749625077826e-303
TC1_vs_all	TC1	all	FGFR4	1.050766084071211e-307	0.2808638678624742	0.355	0.061	2.2963442001292243e-303
TC1_vs_all	TC1	all	HSD17B12	2.6069818551481017e-307	0.5161292870968078	0.611	0.186	5.697298146240662e-303
TC1_vs_all	TC1	all	TMPO	3.25140000431396e-307	0.40045663107125973	0.514	0.129	7.105609569427728e-303
TC1_vs_all	TC1	all	DMAC1	5.617561487178695e-307	0.5446012691844472	0.65	0.21	1.227661887408032e-302
TC1_vs_all	TC1	all	DNAJC2	1.1344725127489553e-306	0.40709413316374665	0.483	0.117	2.479276229361567e-302
TC1_vs_all	TC1	all	RPL13	1.1764819199652865e-306	0.8875514728362575	0.997	0.818	2.571083587892137e-302
TC1_vs_all	TC1	all	PPP1R14B	1.2570043893533068e-306	0.5035077979494023	0.604	0.18	2.747057392492717e-302
TC1_vs_all	TC1	all	RPL7L1	3.8327572604271307e-305	0.3669522221630309	0.441	0.097	8.376107716937451e-301
TC1_vs_all	TC1	all	EBPL	4.0715173753381797e-305	0.4443522306580256	0.494	0.12	8.897894072064059e-301
TC1_vs_all	TC1	all	PSMB3	1.3872937741541399e-303	0.5942970565940033	0.657	0.226	3.0317918140364576e-299
TC1_vs_all	TC1	all	SSBP1	3.546392359430665e-303	0.6247892749435304	0.642	0.222	7.750285862299775e-299
TC1_vs_all	TC1	all	ERH	5.383622679891708e-303	0.5290973617135126	0.662	0.225	1.176536900463534e-298
TC1_vs_all	TC1	all	EEF2	1.2893995807892705e-302	0.6815632230806254	0.946	0.575	2.8178538438568717e-298
TC1_vs_all	TC1	all	DENR	1.3323860355318912e-302	0.4128563516540781	0.556	0.152	2.911796442051395e-298
TC1_vs_all	TC1	all	UBE2N	2.0302275212854407e-302	0.43831351557724796	0.549	0.151	4.4368592250172025e-298
TC1_vs_all	TC1	all	PERP	3.9299276643780576e-302	0.9201994073201293	0.838	0.438	8.588463917731808e-298
TC1_vs_all	TC1	all	RPS16	6.05699480156124e-302	0.7940354025837193	0.991	0.801	1.3236956439331933e-297
TC1_vs_all	TC1	all	VMA21	6.239609621990263e-302	0.3101087397796807	0.38	0.072	1.363604286789752e-297
TC1_vs_all	TC1	all	HUWE1	7.853938475880592e-302	0.47878738814038346	0.6	0.179	1.7163997145189445e-297
TC1_vs_all	TC1	all	RIF1	9.776198976133155e-302	0.49394151340312614	0.586	0.17	2.1364905242441396e-297
TC1_vs_all	TC1	all	SLBP	1.1243573676622274e-301	0.3638269829669204	0.411	0.085	2.4571705912890317e-297
TC1_vs_all	TC1	all	ENC1	1.1280922270237314e-301	0.4537858140648011	0.515	0.132	2.4653327529376624e-297
TC1_vs_all	TC1	all	EIF3L	1.3367123204615034e-301	0.4857811926083587	0.679	0.219	2.9212511051365695e-297
TC1_vs_all	TC1	all	PTBP3	1.5089969248315264e-301	0.6935135506871203	0.805	0.369	3.297761879526818e-297
TC1_vs_all	TC1	all	ATP5MC1	2.088303875722648e-301	0.7251026057239625	0.841	0.385	4.563779290004275e-297
TC1_vs_all	TC1	all	EIF3A	1.1223284741915657e-300	0.6260614205114143	0.855	0.397	2.452736647498248e-296
TC1_vs_all	TC1	all	ATAD3A	1.3104846573845795e-300	0.29580583865767623	0.369	0.068	2.86393317024826e-296
TC1_vs_all	TC1	all	LSM4	5.0360335386389065e-300	0.5758009087103036	0.691	0.252	1.1005747695341466e-295
TC1_vs_all	TC1	all	FN1	9.890429022111225e-300	0.8079006166562537	0.182	0.016	2.161454358492187e-295
TC1_vs_all	TC1	all	RPL37	4.469336776028029e-299	0.8084774930748044	0.995	0.858	9.767288590331655e-295
TC1_vs_all	TC1	all	GART	4.754512736142516e-299	0.2795102196779034	0.344	0.06	1.0390512133565854e-294
TC1_vs_all	TC1	all	EI24	1.2346924792262622e-298	0.4636800753280147	0.625	0.194	2.6982969441010733e-294
TC1_vs_all	TC1	all	HMGN1	5.635068981927541e-298	0.6029291425836107	0.796	0.337	1.2314879753104448e-293
TC1_vs_all	TC1	all	FDFT1	2.3787884005071123e-297	0.5940494803905789	0.665	0.23	5.198604170468244e-293
TC1_vs_all	TC1	all	SRSF3	8.818195856771394e-297	0.6456958667665114	0.895	0.475	1.9271285225388204e-292
TC1_vs_all	TC1	all	PNPO	1.6759512098154068e-296	0.268708413270427	0.329	0.055	3.66262377393059e-292
TC1_vs_all	TC1	all	S100A11	2.1383887529597877e-296	0.8002026475483989	0.897	0.453	4.67323478071832e-292
TC1_vs_all	TC1	all	RPS10	3.1471151430099926e-295	0.7495628990492997	0.886	0.462	6.877705433534038e-291
TC1_vs_all	TC1	all	PSMG1	6.421196118569691e-295	0.3397123398617115	0.408	0.085	1.4032881997522204e-290
TC1_vs_all	TC1	all	ANP32A	2.245066097228431e-294	0.46227853179569944	0.635	0.204	4.9063674488830133e-290
TC1_vs_all	TC1	all	PEBP1	1.1800948232889065e-293	0.6872655102995713	0.863	0.414	2.578979226815576e-289
TC1_vs_all	TC1	all	PSMD1	1.5697806410325574e-293	0.47337068390130776	0.629	0.203	3.430598612912551e-289
TC1_vs_all	TC1	all	DDX10	2.268786056168501e-293	0.2847478543134291	0.348	0.062	4.958205047150642e-289
TC1_vs_all	TC1	all	S100A4	2.2997448027006432e-293	0.5301194525676399	0.291	0.044	5.025862291821986e-289
TC1_vs_all	TC1	all	CNBP	7.964221444444575e-293	0.5885613269500609	0.799	0.342	1.7405009544689174e-288
TC1_vs_all	TC1	all	SRSF2	1.2951895795277726e-292	0.6514570690937838	0.83	0.389	2.8305073070999944e-288
TC1_vs_all	TC1	all	NOB1	1.3056335849915868e-292	0.3248480871762796	0.41	0.085	2.8533316366406136e-288
TC1_vs_all	TC1	all	WBP11	1.9161375193962986e-292	0.39879536727373566	0.532	0.143	4.187526934888671e-288
TC1_vs_all	TC1	all	IRAK1	2.7271133912824463e-292	0.3677277386871677	0.464	0.11	5.9598336053086584e-288
TC1_vs_all	TC1	all	HSD17B10	3.739659451710405e-292	0.42904137762358013	0.557	0.156	8.172651765767918e-288
TC1_vs_all	TC1	all	LCN2	5.100010828937514e-292	1.1454749297875704	0.745	0.286	1.1145563665560044e-287
TC1_vs_all	TC1	all	SOX9	1.1332361514178359e-291	0.6724313852597952	0.768	0.303	2.4765742853085385e-287
TC1_vs_all	TC1	all	RUVBL2	1.2659419151004684e-291	0.3306454489038009	0.402	0.084	2.766589461260564e-287
TC1_vs_all	TC1	all	METTL26	1.623893660063392e-291	0.4912491816911398	0.699	0.253	3.548857204702537e-287
TC1_vs_all	TC1	all	SMC3	2.7048728637482232e-291	0.4420848857220142	0.547	0.153	5.911229156435367e-287
TC1_vs_all	TC1	all	RPL3	4.471297276288066e-291	0.8385757060577577	0.996	0.827	9.771573067599939e-287
TC1_vs_all	TC1	all	CEBPZ	5.5299344838332644e-291	0.45498234175571006	0.633	0.2	1.2085118820969216e-286
TC1_vs_all	TC1	all	RBM28	7.059284509266879e-291	0.3475920429688029	0.437	0.097	1.5427360366551838e-286
TC1_vs_all	TC1	all	NDUFA4	7.161847190638389e-291	0.7829856100230792	0.899	0.515	1.5651500850421136e-286
TC1_vs_all	TC1	all	NAE1	8.325432386880133e-291	0.3828278570655218	0.503	0.128	1.8194399938287843e-286
TC1_vs_all	TC1	all	SF3A3	8.79260255958813e-291	0.3300182193440534	0.419	0.09	1.9215353633723898e-286
TC1_vs_all	TC1	all	PSMD2	4.787836077578411e-290	0.45936825904970013	0.599	0.185	1.046333696393986e-285
TC1_vs_all	TC1	all	RPS3A	5.678022062430531e-290	0.8818830397074566	0.968	0.703	1.2408749415235683e-285
TC1_vs_all	TC1	all	CCDC137	1.6550970420044353e-289	0.3606753432302302	0.453	0.105	3.617049075596493e-285
TC1_vs_all	TC1	all	USP1	1.8091361675579733e-289	0.36734067375261736	0.45	0.104	3.9536861805811946e-285
TC1_vs_all	TC1	all	BTF3	3.0567195084326074e-289	0.8769721070344649	0.888	0.511	6.68015481372862e-285
TC1_vs_all	TC1	all	BCAP31	1.6266923052917141e-288	0.5700292080978386	0.762	0.322	3.5549733639845123e-284
TC1_vs_all	TC1	all	VBP1	2.1894621048241523e-287	0.34405913451347003	0.423	0.093	4.784850483882703e-283
TC1_vs_all	TC1	all	RPL30	4.919332305938831e-287	0.8206059083342825	0.969	0.704	1.075070882139872e-282
TC1_vs_all	TC1	all	RPS18	6.087303206847898e-287	0.8950168923256623	0.997	0.902	1.3303192428245397e-282
TC1_vs_all	TC1	all	NOTCH1	1.1603561002609502e-286	0.34884202081052473	0.424	0.093	2.5358422215102805e-282
TC1_vs_all	TC1	all	HSP90B1	1.5891393688715953e-286	0.6842587423947377	0.84	0.386	3.4729051767319846e-282
TC1_vs_all	TC1	all	RPL38	3.0309785718751798e-286	0.7817425868952204	0.962	0.7	6.623900570976018e-282
TC1_vs_all	TC1	all	TSR1	2.1023497126751835e-285	0.29189217280089297	0.373	0.072	4.594475062080346e-281
TC1_vs_all	TC1	all	TBCA	3.265097927790666e-285	0.5208565144654215	0.662	0.235	7.135545011393721e-281
TC1_vs_all	TC1	all	VPS35	2.842643178356166e-284	0.5164558990554893	0.687	0.25	6.212312401979566e-280
TC1_vs_all	TC1	all	NUDCD2	4.000753256324363e-284	0.3273405307296057	0.409	0.088	8.743246166371263e-280
TC1_vs_all	TC1	all	GTPBP4	4.023388472456165e-284	0.3403896171527089	0.442	0.101	8.792713167705703e-280
TC1_vs_all	TC1	all	KDM1A	4.1874792197670443e-284	0.3440926267473402	0.457	0.108	9.151317086878898e-280
TC1_vs_all	TC1	all	DDX39A	4.773576420358513e-284	0.39769148076393723	0.531	0.146	1.0432173909051495e-279
TC1_vs_all	TC1	all	TBCD	9.993072643777265e-284	0.2654316919543516	0.336	0.059	2.1838860955710838e-279
TC1_vs_all	TC1	all	EPHB3	1.0699106249468022e-283	0.3906218796061123	0.385	0.078	2.3381826797587414e-279
TC1_vs_all	TC1	all	TOMM20	1.3123981048415742e-283	0.544961805983927	0.748	0.289	2.8681148183207762e-279
TC1_vs_all	TC1	all	XPOT	1.6737461958873325e-283	0.28434855146808286	0.323	0.056	3.6578049364921766e-279
TC1_vs_all	TC1	all	PGD	9.521955321514143e-283	0.30665108438745026	0.394	0.082	2.0809281159637007e-278
TC1_vs_all	TC1	all	MRPS27	9.773775637807398e-283	0.26194933670663634	0.327	0.057	2.1359609278864285e-278
TC1_vs_all	TC1	all	PSMD12	1.2229336119555576e-282	0.44040940002134565	0.538	0.153	2.6725991155676756e-278
TC1_vs_all	TC1	all	EIF2S1	8.716731747468837e-282	0.33800933026061847	0.449	0.105	1.9049545560918396e-277
TC1_vs_all	TC1	all	CXCL3	1.082027131764646e-281	0.5789670333153363	0.388	0.081	2.3646620937584573e-277
