cell_type_epi	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Enterocytes 1	FCGRT	2.150662346242625e-266	0.74243531333270385	0.881	0.534	4.7000574914786325e-262
Enterocytes 1	ABCG2	0	0.7381266078082719	0.572	0.097	0
Enterocytes 1	CCL20	3.1803893685083737e-128	0.7342709248331903	0.374	0.135	6.9504229259382e-124
Enterocytes 1	OASL	0	0.7331728748361026	0.553	0.076	0
Enterocytes 1	ATP1B1	6.909389102390963e-288	0.7316624836250265	0.97	0.7	1.509977894436521e-283
Enterocytes 1	CTSA	0	0.730395788122635	0.851	0.404	0
Enterocytes 1	DUOXA2	0	0.7287510690254582	0.3	0.047	0
Enterocytes 1	EFHD2	0	0.728027689287966	0.926	0.557	0
Enterocytes 1	MIER3	0	0.7225003296667003	0.749	0.209	0
Enterocytes 1	SERINC2	0	0.7213228382540771	0.932	0.51	0
Enterocytes 1	TYMP	0	0.7212686701310826	0.656	0.147	0
Enterocytes 1	PLIN3	0	0.713816706330288	0.737	0.227	0
Enterocytes 1	EZR	1.631632833812934e-258	0.7128027144161485	0.942	0.655	3.5657703950147856e-254
Enterocytes 1	ETNK1	3.0407206362776146e-205	0.708967612644201	0.69	0.34	6.645190878521099e-201
Enterocytes 1	PPP1R14D	0	0.707890482342135	0.796	0.287	0
Enterocytes 1	S100A6	4.4216350504014995e-216	0.7072123719813415	0.998	0.986	9.663041239147437e-212
Enterocytes 1	ST14	0	0.7070665036137426	0.945	0.632	0
Enterocytes 1	ACTB	1.0222486479493664e-193	0.704858764426834	0.997	0.939	2.2340221952285456e-189
Enterocytes 1	CFDP1	0	0.6991132407771639	0.831	0.378	0
Enterocytes 1	SMPD1	0	0.6984053896885747	0.627	0.114	0
Enterocytes 1	JPT1	5.595723110972756e-308	0.6935595342850174	0.894	0.495	1.2228893286719862e-303
Enterocytes 1	DDX60	0	0.689560247604935	0.678	0.179	0
Enterocytes 1	CDKN1A	0	0.6869140359074912	0.813	0.328	0
Enterocytes 1	MYL12A	2.9847625519384687e-258	0.686770346637082	0.948	0.652	6.522900081006329e-254
Enterocytes 1	TSPAN3	8.259562925062829e-295	0.684672395477654	0.938	0.568	1.8050448816432307e-290
Enterocytes 1	TMBIM1	0	0.6843790060722412	0.786	0.28	0
Enterocytes 1	SLC6A8	0	0.6827816424545812	0.789	0.288	0
Enterocytes 1	MXI1	0	0.6804218840751427	0.771	0.266	0
Enterocytes 1	XDH	0	0.6775714442147781	0.583	0.128	0
Enterocytes 1	TXNIP	5.022770086188609e-152	0.6723250283360669	0.938	0.702	1.0976761746356586e-147
Enterocytes 1	UBC	1.6316133922697767e-264	0.6682391342310245	0.995	0.893	3.5657279074663696e-260
Enterocytes 1	CHP1	2.0100346107054204e-299	0.6666932701536334	0.804	0.385	4.392729638235626e-295
Enterocytes 1	TMEM45B	0	0.6648857696820123	0.798	0.33	0
Enterocytes 1	MYH14	1.041665683849292e-293	0.65991139669561	0.884	0.487	2.2764561854842425e-289
Enterocytes 1	LAMB3	2.969516830508205e-303	0.6592033421019077	0.784	0.342	6.489582081392631e-299
Enterocytes 1	LCN2	1.1737291846599064e-43	0.6590467735703944	0.501	0.333	2.5650677601557593e-39
Enterocytes 1	IGKC	9.234139573613578e-5	0.6564800194544942	0.835	0.763	1
Enterocytes 1	SLC17A4	0	0.6544708890965862	0.748	0.222	0
Enterocytes 1	MXD1	0	0.6515307694305714	0.752	0.23	0
Enterocytes 1	ENTPD8	1.1114649378142282e-305	0.650266459882122	0.77	0.299	2.4289954750992144e-301
Enterocytes 1	SPINT1	0	0.6473497995765725	0.912	0.532	0
Enterocytes 1	PRR13	4.3129548485900503e-268	0.6463060694003611	0.839	0.451	9.425531526108695e-264
Enterocytes 1	PDE9A	0	0.645722296429481	0.666	0.213	0
Enterocytes 1	EPS8	3.760668192815853e-301	0.6447835934310882	0.806	0.367	8.218564268579766e-297
Enterocytes 1	HSPA5	1.859446091785742e-40	0.6444156157014534	0.621	0.487	4.0636334889885604e-36
Enterocytes 1	S100A10	2.5834893254330573e-186	0.6437628488109057	0.993	0.917	5.645957571801403e-182
Enterocytes 1	SLC40A1	5.255433090653687e-221	0.6422152876649201	0.57	0.214	1.1485223476314568e-216
Enterocytes 1	SLC44A4	8.954460379013931e-274	0.6354393907988045	0.948	0.636	1.9569077712297045e-269
Enterocytes 1	CDKN2B-AS1	2.6006729002768405e-199	0.6329952797609413	0.572	0.219	5.683510556265007e-195
Enterocytes 1	SMIM22	2.7978527508687627e-213	0.6278989443357308	0.964	0.752	6.114427401748594e-209
Enterocytes 1	HHLA2	0	0.6256334786595155	0.722	0.175	0
Enterocytes 1	COL17A1	0	0.6253168605893114	0.722	0.217	0
Enterocytes 1	AOC1	3.878377395407529e-251	0.62157313851493	0.918	0.545	8.475805959923613e-247
Enterocytes 1	HK2	5.894291358604011e-221	0.619201207248133	0.637	0.265	1.2881384335093206e-216
Enterocytes 1	TP53INP2	0	0.6135423885042309	0.639	0.201	0
Enterocytes 1	TIMP2	0	0.6077247129421925	0.547	0.104	0
Enterocytes 1	CD177	1.301880438635858e-88	0.6070995253460679	0.475	0.235	2.845129510594804e-84
Enterocytes 1	BSG	7.434118915284332e-213	0.6062424922880187	0.946	0.701	1.6246523477462379e-208
Enterocytes 1	ABCB1	0	0.6058400628741977	0.626	0.129	0
Enterocytes 1	KRT19	2.959212181175512e-68	0.5979907731348235	0.874	0.844	6.467062300740964e-64
Enterocytes 1	ALDOB	0	0.5954261621344359	0.37	0.07	0
Enterocytes 1	PIGR	3.634771764005545e-206	0.5929514512766958	0.999	0.874	7.943430213057718e-202
Enterocytes 1	HLA-E	5.717287670092732e-190	0.5910087525479972	0.927	0.677	1.2494560474220656e-185
Enterocytes 1	TMSB4X	1.0086317038076473e-191	0.5900064641708518	1	0.969	2.2042637255012324e-187
Enterocytes 1	HRASLS2	0	0.5891645655780763	0.454	0.06	0
Enterocytes 1	LAMA3	0	0.5891098900937426	0.645	0.163	0
Enterocytes 1	SLC20A1	6.394721842271124e-200	0.5868803843281376	0.671	0.304	1.3975025114099313e-195
Enterocytes 1	MX1	0	0.5856933394907541	0.476	0.114	0
Enterocytes 1	CDH1	1.1309773358344983e-221	0.5853613197796089	0.868	0.531	2.4716378697327124e-217
Enterocytes 1	GIPC1	2.478028896585759e-213	0.5853117638604436	0.786	0.417	5.415484350598517e-209
Enterocytes 1	C2orf88	2.1230006675816734e-253	0.5830361349399188	0.697	0.272	4.639605658932989e-249
Enterocytes 1	SH3BGRL3	3.0775245804830075e-229	0.5767266207886308	0.979	0.769	6.725622218187565e-225
Enterocytes 1	MGLL	5.203872270520208e-256	0.5727162989832547	0.878	0.475	1.1372542459994863e-251
Enterocytes 1	MAL2	6.524482700798401e-238	0.5706928979528669	0.794	0.402	1.4258604494324825e-233
Enterocytes 1	JCHAIN	0.07283280806508709	0.5664220912610003	0.314	0.285	1
Enterocytes 1	TNFRSF1A	0	0.5652992075192832	0.733	0.255	0
Enterocytes 1	APPL2	0	0.5622623983819228	0.711	0.249	0
Enterocytes 1	SULT1A2	0	0.5622474130785383	0.609	0.14	0
Enterocytes 1	LITAF	1.08390960635777e-261	0.5611676969146897	0.721	0.298	2.3687760537342703e-257
Enterocytes 1	IRF1	7.483311641089203e-165	0.5611668150457272	0.689	0.347	1.6354029260436343e-160
Enterocytes 1	PLEC	6.332918061091834e-241	0.5572387214737085	0.782	0.38	1.3839959130710096e-236
Enterocytes 1	TCF7L2	1.4086549158428452e-230	0.5562458188430746	0.872	0.492	3.078474453082954e-226
Enterocytes 1	BIRC3	0	0.5525458916632435	0.46	0.087	0
Enterocytes 1	PDZK1IP1	5.105004644544345e-97	0.550738182797171	0.461	0.228	1.1156477150187211e-92
Enterocytes 1	ETHE1	4.014592653391645e-112	0.5504035456692118	0.75	0.519	8.773490784722101e-108
Enterocytes 1	CASP5	0	0.5487555133817518	0.538	0.107	0
Enterocytes 1	LRRC19	0	0.5464139287722848	0.656	0.212	0
Enterocytes 1	FHL2	4.019275940985048e-267	0.5409186066754224	0.647	0.231	8.783725641428725e-263
Enterocytes 1	TM4SF1	3.0894699090245026e-260	0.5359240997774904	0.425	0.105	6.751727539182148e-256
Enterocytes 1	NBL1	1.6369325548770694e-222	0.5353138349368426	0.811	0.449	3.5773524054283475e-218
Enterocytes 1	AHCYL2	2.492661193834826e-267	0.5349186349947439	0.658	0.243	5.447461773006629e-263
Enterocytes 1	TST	2.191698175983284e-160	0.5347593698100392	0.85	0.581	4.789737193793869e-156
Enterocytes 1	TMCC3	0	0.5321301651600876	0.575	0.146	0
Enterocytes 1	DSG2	1.1712108509786359e-151	0.5319474342840894	0.829	0.533	2.559564193728711e-147
Enterocytes 1	LGALS3BP	6.190821693002028e-210	0.5292595749403184	0.951	0.691	1.3529421727886632e-205
Enterocytes 1	CAP1	2.1068265846808914e-191	0.5268722934618093	0.779	0.42	4.60425881816162e-187
Enterocytes 1	JUP	6.900382908803378e-212	0.5252001638225697	0.822	0.447	1.5080096808898903e-207
Enterocytes 1	AREG	4.895625651994929e-154	0.5227172578280473	0.67	0.326	1.069890029986972e-149
Enterocytes 1	LSR	2.75666624823801e-223	0.5222764964830756	0.847	0.47	6.024418418899347e-219
Enterocytes 1	IFIT1	0	0.5187176045353705	0.375	0.046	0
Enterocytes 1	PARP14	4.06424496256947e-189	0.5153774191124274	0.615	0.263	8.882000941199321e-185
Enterocytes 1	GNG12	3.552639837367217e-239	0.5144691873436916	0.719	0.316	7.763939100582315e-235
Enterocytes 1	TFF1	4.774517999855877e-93	0.5131962230909397	0.515	0.252	1.0434231636885034e-88
Enterocytes 1	ARRDC4	6.826781028438768e-188	0.5127979649120737	0.407	0.127	1.4919247259550085e-183
Enterocytes 1	TRANK1	0	0.5126938964358955	0.597	0.164	0
Enterocytes 1	C1orf115	0	0.5106669130671073	0.616	0.149	0
Enterocytes 1	CYP3A5	1.806859428252225e-226	0.5104713168875694	0.737	0.335	3.9487105945024124e-222
Enterocytes 1	CES2	2.1618563581749253e-189	0.5075481306059503	0.895	0.543	4.7245208851554815e-185
Enterocytes 1	FBXO32	7.286981316145981e-267	0.5040592922044094	0.645	0.226	1.5924968968305428e-262
Enterocytes 1	TJP3	3.254594404497026e-279	0.5036989391277489	0.742	0.303	7.112590611587801e-275
Enterocytes 1	CEACAM5	0	0.5035676079086102	0.629	0.18	0
Enterocytes 1	LRRC1	0	0.5003344398256523	0.607	0.18	0
Enterocytes 1	UGT2B17	1.0070913791774881e-131	0.4993046027040411	0.582	0.271	2.2008975000544826e-127
Enterocytes 1	RBM47	1.3685623594014071e-163	0.49875138650247086	0.801	0.484	2.990856180235835e-159
Enterocytes 1	CD63	1.8184492216296127e-161	0.4978787406987777	0.973	0.827	3.9740389289493553e-157
Enterocytes 1	IRF7	1.8683615152307702e-287	0.49754873217308515	0.509	0.141	4.083117255385325e-283
Enterocytes 1	CAMK2N1	7.640714768922819e-178	0.4967671168013419	0.94	0.713	1.6698018056003928e-173
Enterocytes 1	TRPM6	1.2493940335176475e-283	0.4941859830689574	0.562	0.166	2.730425720849467e-279
Enterocytes 1	EGLN3	3.556699558490523e-270	0.4941501357700916	0.529	0.157	7.772811215125189e-266
Enterocytes 1	CTNNA1	2.6413051954920317e-177	0.49319646788711036	0.796	0.455	5.772308374228286e-173
Enterocytes 1	OPTN	1.434939926405822e-251	0.4929278479319303	0.726	0.301	3.1359177151672837e-247
Enterocytes 1	SSFA2	1.8322804083088807e-164	0.4915391231664218	0.716	0.387	4.0042656043182276e-160
Enterocytes 1	AKR1B10	5.025740410950382e-242	0.49119900272356015	0.53	0.17	1.0983253094090965e-237
Enterocytes 1	APLP2	5.867213458146986e-181	0.4909365402712338	0.822	0.489	1.2822208291434424e-176
Enterocytes 1	DDAH2	4.1197036281379e-174	0.49041538459050577	0.648	0.307	9.003200308932566e-170
Enterocytes 1	CDKN2B	2.4187951387928493e-263	0.4896621705495387	0.651	0.234	5.286034896317892e-259
Enterocytes 1	LDHA	6.147199722493554e-190	0.48788635293341853	0.834	0.47	1.3434090273537412e-185
Enterocytes 1	NFKBIA	1.1566648027004143e-106	0.4833274109192578	0.646	0.369	2.5277752598214857e-102
Enterocytes 1	USP53	2.1514374555055703e-173	0.47923364162397375	0.714	0.371	4.701751415261874e-169
Enterocytes 1	PDLIM1	2.0141351617485753e-162	0.4781699637726905	0.868	0.58	4.4016909824853364e-158
Enterocytes 1	SCNN1B	0	0.47707347293753655	0.599	0.167	0
Enterocytes 1	PLOD2	4.040626171241414e-276	0.4754366941644682	0.54	0.162	8.830384434630986e-272
Enterocytes 1	PRR15	3.2288576994564937e-201	0.4712639597490063	0.626	0.266	7.056345616392222e-197
Enterocytes 1	PRAP1	0	0.4704000274521488	0.499	0.111	0
Enterocytes 1	BTNL3	0	0.4686073752038493	0.606	0.167	0
Enterocytes 1	PLPP1	0	0.46741582319295616	0.576	0.145	0
Enterocytes 1	ABHD17C	3.5133429431019e-211	0.46726033984521903	0.682	0.3	7.678059667854893e-207
Enterocytes 1	APOL6	6.57730215645979e-204	0.4653036327562294	0.617	0.25	1.4374036132727226e-199
Enterocytes 1	DHRS11	1.2293734703446763e-178	0.4648365725875763	0.703	0.343	2.6866727820912554e-174
Enterocytes 1	MVP	2.053030722825314e-152	0.4626661032900208	0.852	0.557	4.4866933416624415e-148
Enterocytes 1	SIRT6	9.572964222289565e-293	0.4624428545415342	0.604	0.19	2.0920756011391613e-288
Enterocytes 1	CD2AP	5.249812323596217e-175	0.46227775068375454	0.808	0.465	1.1472939851987173e-170
Enterocytes 1	ANXA4	1.592357157704092e-145	0.4604523098856059	0.762	0.445	3.4799373324465226e-141
Enterocytes 1	SULT1A1	9.538901842741404e-194	0.4585031511582169	0.637	0.27	2.0846316087127065e-189
Enterocytes 1	FLNB	2.1530006806855915e-96	0.4570657744950689	0.725	0.479	4.7051676875702915e-92
Enterocytes 1	NAAA	1.3765123278533048e-263	0.4562167380698631	0.589	0.191	3.0082300412906123e-259
Enterocytes 1	PLSCR1	9.102404934903437e-186	0.45411658800331656	0.628	0.28	1.989239574473797e-181
Enterocytes 1	RIOK3	5.657269231030959e-228	0.45326770498189534	0.646	0.25	1.2363396177495057e-223
Enterocytes 1	NOS2	9.004941808674169e-188	0.4527249778773571	0.173	0.025	1.967939982867653e-183
Enterocytes 1	ARL4A	1.1805350447078982e-135	0.45160450576983974	0.693	0.384	2.5799412867046406e-131
Enterocytes 1	FUCA1	1.5095813773411545e-214	0.4514158804607723	0.676	0.291	3.299039142041359e-210
Enterocytes 1	XAF1	7.346508919033524e-125	0.45108758821542433	0.429	0.176	1.6055060591655864e-120
Enterocytes 1	ADM	2.920010725035344e-123	0.44973607996182063	0.489	0.216	6.381391438492241e-119
Enterocytes 1	LPIN2	2.248717615902951e-205	0.44933495249835	0.561	0.21	4.914347477794309e-201
Enterocytes 1	SLC22A18	3.3831837275118406e-180	0.4484312212451451	0.706	0.346	7.393609718104376e-176
Enterocytes 1	B2M	2.560825910618238e-192	0.4482255556074107	0.671	0.294	5.596428945065097e-188
Enterocytes 1	LIMA1	2.478052033700144e-122	0.44741922384983324	0.833	0.582	5.415534914448294e-118
Enterocytes 1	SLC25A5	1.2494078354361297e-89	0.447054225421633	0.853	0.666	2.730455883562118e-85
Enterocytes 1	SAT1	2.1271946969606548e-111	0.44619181028653854	0.937	0.791	4.648771290737815e-107
Enterocytes 1	GRN	4.153487054511833e-142	0.446009879219355	0.86	0.582	9.07703060893016e-138
Enterocytes 1	CCDC68	2.7016587358081897e-217	0.4457455419940946	0.692	0.292	5.904205001235218e-213
Enterocytes 1	FUT3	2.5182381267250915e-189	0.4445936964887249	0.691	0.331	5.503357602145015e-185
Enterocytes 1	METRNL	2.4616187808261183e-208	0.44087550698391037	0.576	0.219	5.379621683617399e-204
Enterocytes 1	JUND	8.592181523284639e-141	0.43973676807289475	0.96	0.804	1.877735350098625e-136
Enterocytes 1	ACVRL1	1.4297673839115857e-235	0.4387353538271539	0.578	0.203	3.124613640800379e-231
Enterocytes 1	SMCHD1	3.1015413794106175e-149	0.4386829443109038	0.652	0.322	6.778108530563964e-145
Enterocytes 1	LINC01559	4.378277235343395e-276	0.43686788597787485	0.484	0.127	9.568287070119456e-272
Enterocytes 1	PTPRR	0	0.4334631245565977	0.461	0.081	0
Enterocytes 1	GADD45A	6.346624279388065e-136	0.4327658498248504	0.575	0.27	1.3869912700174678e-131
Enterocytes 1	ITM2B	1.7283493744910236e-115	0.4324135127482347	0.746	0.462	3.777134723012683e-111
Enterocytes 1	GNA11	3.784480568568866e-213	0.43022059613050667	0.671	0.282	8.270603834550399e-209
Enterocytes 1	MAP1LC3B	1.230044744789304e-176	0.4281145291153091	0.716	0.357	2.688139785262545e-172
Enterocytes 1	CLRN3	4.530955081390184e-170	0.4235944299594517	0.606	0.27	9.901949234870108e-166
Enterocytes 1	CDH17	6.609187880229346e-104	0.4206146799326522	0.846	0.609	1.4443719193453213e-99
Enterocytes 1	KRT18	1.4782563142310985e-79	0.4202472480575552	0.981	0.943	3.2305813491206424e-75
Enterocytes 1	PTPRH	0	0.4196446588977327	0.554	0.139	0
Enterocytes 1	IGHA1	0.006354897672190722	0.41460520749286833	0.441	0.395	1
Enterocytes 1	MAPK3	1.2293950826566817e-145	0.41149353811430495	0.729	0.408	2.686720013637912e-141
Enterocytes 1	TICAM1	3.553174874777335e-302	0.4108244828955369	0.426	0.096	7.765108371338388e-298
Enterocytes 1	IFNGR1	3.167917823605957e-246	0.40963815469822284	0.557	0.181	6.923167611708458e-242
Enterocytes 1	HIST1H2AC	5.269163062290601e-162	0.4093585917539237	0.671	0.321	1.1515228956329878e-157
Enterocytes 1	ANXA11	1.7204991579770974e-142	0.40919459585684415	0.834	0.542	3.759978859843149e-138
Enterocytes 1	HLA-F	4.535484049278557e-160	0.4060431550987551	0.611	0.274	9.911846841293359e-156
Enterocytes 1	PDCD4	1.016866677321244e-108	0.40564652446411964	0.782	0.517	2.2222604366178468e-104
Enterocytes 1	IFI6	1.033395001310003e-110	0.40438747889008564	0.346	0.128	2.2583814358628807e-106
Enterocytes 1	BTNL8	0	0.40405638094718305	0.446	0.074	0
Enterocytes 1	RHOU	2.325216626740097e-219	0.4030207382811116	0.491	0.155	5.081528416077808e-215
Enterocytes 1	ARPC2	1.0361257566813347e-125	0.4014713358937231	0.826	0.544	2.2643492286513888e-121
Enterocytes 1	DDX60L	1.2142732802177627e-226	0.3985512519586378	0.478	0.145	2.6536728265878986e-222
Enterocytes 1	EPSTI1	4.300173834389756e-205	0.39814945282756553	0.448	0.139	9.397599897675373e-201
Enterocytes 1	DYRK2	6.339379231572188e-157	0.39787874168545645	0.656	0.321	1.385407937267786e-152
Enterocytes 1	RAC1	3.788379045056852e-115	0.3973965643932791	0.887	0.649	8.279123565067245e-111
Enterocytes 1	PLA2G2A	4.874277524462626e-6	0.3973774310550682	0.367	0.323	0.10652246101960623
Enterocytes 1	FBLIM1	1.1846823245746642e-170	0.396149708552586	0.637	0.288	2.5890047521254712e-166
Enterocytes 1	TMC5	9.809739519711558e-91	0.38997763915008266	0.688	0.43	2.143820474637764e-86
Enterocytes 1	GGT6	3.606964685332895e-120	0.3890667527702067	0.656	0.362	7.882660623326509e-116
Enterocytes 1	IL18	4.558316320805367e-119	0.3887030629642918	0.502	0.233	9.961744487488048e-115
Enterocytes 1	SEMA3B	1.517791229930239e-160	0.388541743734555	0.58	0.254	3.316980953889544e-156
Enterocytes 1	TP53I3	1.945615269714625e-117	0.3883486470941203	0.652	0.362	4.251947610434341e-113
Enterocytes 1	RETREG1	1.1877057290781808e-171	0.38604747271385575	0.511	0.195	2.5956121003274562e-167
Enterocytes 1	IFIT2	3.092079698844313e-221	0.38450672606106934	0.292	0.059	6.757430973854362e-217
Enterocytes 1	LINC01133	2.265116084918975e-231	0.3837158896213252	0.542	0.175	4.950184691981928e-227
Enterocytes 1	UACA	8.048507314109846e-151	0.38223937395882435	0.603	0.277	1.7589207884255658e-146
Enterocytes 1	ANXA2	7.536274159855871e-70	0.3821595095276389	0.822	0.637	1.6469773548949021e-65
Enterocytes 1	NDRG1	2.4665513686025473e-86	0.38135839864164817	0.534	0.295	5.390401360944007e-82
Enterocytes 1	PLAUR	0	0.38017801446598076	0.43	0.072	0
Enterocytes 1	SLC1A1	0	0.379567465057793	0.452	0.09	0
Enterocytes 1	RHPN2	4.4705013160777445e-201	0.376570835582729	0.496	0.169	9.769833576156303e-197
Enterocytes 1	PPDPF	4.102040254518504e-86	0.3760483431240853	0.973	0.886	8.964598772224739e-82
Enterocytes 1	NR2F6	3.8769247232445116e-123	0.3753153635379964	0.672	0.386	8.472631290178555e-119
Enterocytes 1	EFNA1	6.238967753014423e-79	0.3744953800000135	0.575	0.335	1.3634640127437721e-74
Enterocytes 1	SPAG9	8.888110803859305e-108	0.37421424862217284	0.606	0.329	1.9424077350754124e-103
Enterocytes 1	DHRS3	6.930298543375364e-183	0.3734232582472756	0.544	0.21	1.5145474436692522e-178
Enterocytes 1	SLC3A1	4.802458873287786e-278	0.3732402732226524	0.394	0.087	1.0495293621683127e-273
Enterocytes 1	TPRN	1.5937904492704462e-140	0.37292439258175236	0.629	0.31	3.483069647835633e-136
Enterocytes 1	IL32	0	0.37282275667585657	0.431	0.084	0
Enterocytes 1	SMIM5	1.3055318561820313e-307	0.37197951244656363	0.417	0.088	2.8531093185002112e-303
Enterocytes 1	MYO7B	1.9183249341707415e-136	0.3715687118875417	0.626	0.316	4.192307311136739e-132
Enterocytes 1	TDP2	6.250698614065674e-131	0.37003143291716256	0.704	0.383	1.3660276751179124e-126
Enterocytes 1	DUSP6	3.170392973309303e-116	0.36887205236407783	0.43	0.182	6.928576803870151e-112
Enterocytes 1	PDGFA	4.97140003664195e-149	0.36832355931842586	0.596	0.267	1.0864497640077317e-144
Enterocytes 1	IFIT3	2.3132578467574154e-207	0.3675697177979258	0.275	0.056	5.055393698303656e-203
Enterocytes 1	PPARD	4.440442492984921e-254	0.3674540378180718	0.426	0.109	9.704143024169246e-250
Enterocytes 1	RHOD	0	0.36720096356843834	0.385	0.069	0
Enterocytes 1	TSC22D1	1.2948304107842843e-60	0.36334820258446954	0.686	0.494	2.829722379727975e-56
Enterocytes 1	CA12	7.200183028597643e-74	0.362555221326328	0.715	0.492	1.573527999069729e-69
Enterocytes 1	HNF4A	1.5243515391464153e-123	0.36196227168388573	0.692	0.39	3.331317853650576e-119
Enterocytes 1	ECE1	1.5467157455509724e-190	0.36121958787093134	0.54	0.198	3.380192590327095e-186
Enterocytes 1	SMIM31	5.2955331367936445e-177	0.3608388076744984	0.495	0.179	1.157285811714883e-172
Enterocytes 1	TMEM236	1.8505654283087107e-171	0.36036274150362185	0.55	0.217	4.0442256870258566e-167
Enterocytes 1	ATP2B1	3.5608212130745524e-116	0.35847586423369937	0.549	0.274	7.781818679053127e-112
Enterocytes 1	BAIAP2L1	4.287337922781882e-111	0.3563626887822876	0.55	0.281	9.369548296447524e-107
Enterocytes 1	NDFIP2	1.1648747513028022e-146	0.35564582237082404	0.628	0.299	2.545717281497144e-142
Enterocytes 1	C1QTNF12	5.574983319626297e-174	0.354920892533941	0.465	0.161	1.218356854671131e-169
Enterocytes 1	GBP2	4.950667429933024e-262	0.354804501588285	0.447	0.114	1.081918860137563e-257
Enterocytes 1	BICDL2	2.572127709308152e-120	0.3542896794587915	0.65	0.355	5.621127895922035e-116
Enterocytes 1	SYNPO	1.42241694962217e-298	0.3538002142144424	0.421	0.093	3.1085500017042903e-294
Enterocytes 1	CD68	1.1365397300981728e-238	0.35288462419535077	0.414	0.107	2.483793926156547e-234
Enterocytes 1	VSIR	7.444162924261176e-191	0.3528373804778911	0.453	0.145	1.6268473654680375e-186
Enterocytes 1	ACSL5	3.2173688374870225e-128	0.35222984770114535	0.657	0.346	7.031237857444139e-124
Enterocytes 1	PARM1	2.898565661177062e-123	0.3508682509957381	0.593	0.293	6.334525395936351e-119
Enterocytes 1	F2RL1	3.4643742368059526e-146	0.3505886007346787	0.477	0.191	7.571043457115729e-142
Enterocytes 1	GSN	1.8561229038034656e-193	0.35046487237995305	0.868	0.483	4.056370993972094e-189
Enterocytes 1	SLCO2A1	0	0.348621296449821	0.402	0.059	0
Enterocytes 1	HEPH	5.31574723610397e-122	0.34625084041343696	0.646	0.342	1.1617034009781615e-117
Enterocytes 1	PLCD3	2.0829898464525318e-141	0.3453058227470724	0.554	0.245	4.552166010437363e-137
Enterocytes 1	SLC4A4	1.6353210467757202e-86	0.3447017232426156	0.638	0.375	3.573830615623659e-82
Enterocytes 1	PAPSS2	1.0546294882829448e-102	0.3442098977830876	0.575	0.305	2.3047872836935475e-98
Enterocytes 1	AC023157.3	2.379502145891829e-94	0.34373414667526614	0.581	0.307	5.200163989632003e-90
Enterocytes 1	PLEKHG6	2.844426313938822e-171	0.34296862799390804	0.512	0.193	6.216209266481901e-167
Enterocytes 1	C19orf33	5.198486628287671e-174	0.34235640541812085	0.57	0.228	1.1360772677459877e-169
Enterocytes 1	MAST2	8.752868559922089e-168	0.34115811222830195	0.541	0.213	1.9128518950853734e-163
Enterocytes 1	EDN3	6.0534174585635264e-198	0.34036348010306916	0.485	0.158	1.3229138513944731e-193
Enterocytes 1	LYPD8	9.931750329061075e-244	0.34025326214983553	0.44	0.114	2.1704847169130073e-239
Enterocytes 1	CORO1B	3.07159520581321e-123	0.33646566787690757	0.708	0.398	6.71266416278419e-119
Enterocytes 1	MCL1	1.7959585811884286e-108	0.3363140267743364	0.762	0.462	3.924887883329192e-104
Enterocytes 1	C10orf99	4.801749046761914e-87	0.3354163137760727	0.791	0.526	1.0493742366793486e-82
Enterocytes 1	LIPH	8.387308212286597e-102	0.33513574992586725	0.64	0.36	1.832962336713113e-97
Enterocytes 1	GDPD3	1.260502450209139e-167	0.33425873127628847	0.444	0.151	2.7547020546870523e-163
Enterocytes 1	KCNK1	4.477860917911984e-133	0.33334259305980257	0.513	0.22	9.78591725000485e-129
Enterocytes 1	PDZD3	1.4565816815034027e-188	0.330963649275389	0.501	0.17	3.183213606757536e-184
Enterocytes 1	FAM43A	2.828590534289442e-183	0.3304588671985375	0.423	0.13	6.181601753636146e-179
Enterocytes 1	RRAS	4.5987595258377335e-150	0.33026077582333124	0.525	0.216	1.0050129067765782e-145
Enterocytes 1	C4orf48	5.238753656313244e-98	0.32933141452646486	0.783	0.506	1.1448772240506964e-93
Enterocytes 1	MIR22HG	2.9056467837769825e-131	0.3278689820164486	0.51	0.218	6.3500004812662175e-127
Enterocytes 1	NET1	1.4769031988933392e-88	0.32784739849678113	0.712	0.453	3.2276242508615033e-84
Enterocytes 1	FEM1C	9.54018078527273e-145	0.3268480655994449	0.457	0.175	2.0849111088135024e-140
Enterocytes 1	SEPHS2	6.840285182334723e-95	0.3259493737328523	0.611	0.348	1.4948759237474305e-90
Enterocytes 1	TAP1	9.340200324335067e-115	0.32523993691684566	0.475	0.21	2.0412073788801856e-110
Enterocytes 1	MYLK	2.648402719200595e-222	0.32483410510327426	0.428	0.117	5.78781930254098e-218
Enterocytes 1	SH3KBP1	5.607432750747173e-120	0.32376363907649075	0.608	0.306	1.2254483533482873e-115
Enterocytes 1	MGAT4A	1.8236538324677973e-151	0.3229920380257748	0.465	0.177	3.9854130854751244e-147
Enterocytes 1	HSPA8	0.024857524326050554	0.32293234293777595	0.534	0.517	1
Enterocytes 1	RAP2B	4.064590337194008e-89	0.3223333629879095	0.422	0.197	8.882755722903785e-85
Enterocytes 1	GNA13	5.804772505932286e-197	0.3222272111155053	0.43	0.13	1.2685749834464418e-192
Enterocytes 1	ELF3	6.978271256253072e-86	0.32169239196834587	0.981	0.909	1.5250314003415464e-81
