cell_type_epi_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Ent. Prog. 1	TNFRSF11A	0.013825919322574444	0.035028094445098745	0.127	0.096	1
Ent. Prog. 1	CRYBG3	0.01398765090663207	-0.03437202608026496	0.138	0.176	1
Ent. Prog. 1	EHD1	0.014113027404639353	-0.029325258651947142	0.112	0.147	1
Ent. Prog. 1	ADM	0.014117551231600637	0.049788742642731726	0.157	0.123	1
Ent. Prog. 1	KIAA0319L	0.014512486427138297	-0.026454955728135915	0.135	0.174	1
Ent. Prog. 1	ARRDC3	0.015221353532295688	0.04350148334572611	0.133	0.102	1
Ent. Prog. 1	RPL37	0.015241078311899966	-0.02540258620814928	0.866	0.89	1
Ent. Prog. 1	AC005837.1	0.015328233980366516	-0.04386447663270088	0.12	0.155	1
Ent. Prog. 1	ARAP2	0.015389948159334364	-0.031390379507031455	0.075	0.104	1
Ent. Prog. 1	RASA2	0.015456366592830298	-0.030316830374242043	0.089	0.121	1
Ent. Prog. 1	SPDEF	0.015482818138461894	-0.0339145687319303	0.09	0.122	1
Ent. Prog. 1	MFSD1	0.015691483296561805	-0.029370108740533488	0.095	0.128	1
Ent. Prog. 1	RPL23A	0.016226162403154512	-0.0757495942408406	0.72	0.734	1
Ent. Prog. 1	GPRIN3	0.01622975268944083	-0.033309601355050844	0.074	0.103	1
Ent. Prog. 1	EGLN3	0.01652802127864239	-0.032238589190304257	0.081	0.11	1
Ent. Prog. 1	MUC3A	0.016611772620596894	-0.04857085636718067	0.281	0.326	1
Ent. Prog. 1	EGR1	0.01675303981380924	0.0251179557507607	0.464	0.406	1
Ent. Prog. 1	ARID4B	0.016774651750091473	-0.036489416866848395	0.129	0.165	1
Ent. Prog. 1	ESD	0.016777615046700656	-0.040361289453050925	0.16	0.199	1
Ent. Prog. 1	MYO5C	0.01680695412777885	-0.03668155432806863	0.135	0.172	1
Ent. Prog. 1	ARL6IP5	0.01692504894032033	-0.03500454457909191	0.143	0.18	1
Ent. Prog. 1	SVIL	0.017095841045388086	-0.03226747323530779	0.171	0.211	1
Ent. Prog. 1	ASXL2	0.017135321160642362	-0.02932525865194706	0.078	0.108	1
Ent. Prog. 1	JOSD1	0.017412690288376866	-0.033129251014984235	0.14	0.178	1
Ent. Prog. 1	ATP6AP2	0.017414338637759222	-0.034977306920303264	0.129	0.165	1
Ent. Prog. 1	RNF130	0.01808110970413988	-0.03551467391336481	0.075	0.103	1
Ent. Prog. 1	HERC1	0.018149371655080376	-0.030794766631307008	0.101	0.133	1
Ent. Prog. 1	PPP1R2	0.01835501576575068	-0.027015173217704205	0.105	0.138	1
Ent. Prog. 1	HMGN3	0.018622405363023432	-0.027941360750224797	0.095	0.127	1
Ent. Prog. 1	STARD4	0.018707979641879466	-0.022104350716784113	0.075	0.104	1
Ent. Prog. 1	PRR15L	0.01876099110028507	-0.027033650659687547	0.297	0.35	1
Ent. Prog. 1	KRR1	0.018788468822027487	-0.026841470980662432	0.072	0.101	1
Ent. Prog. 1	PDZK1IP1	0.01881296802552436	0.05430038354355182	0.172	0.139	1
Ent. Prog. 1	ADGRE5	0.0188629254522064	-0.032798513869614604	0.145	0.183	1
Ent. Prog. 1	RBBP6	0.019165970991062847	-0.03909370442427973	0.135	0.171	1
Ent. Prog. 1	MOB1A	0.019413332614305914	-0.03400523966451055	0.215	0.258	1
Ent. Prog. 1	DDIT3	0.01957470389453003	-0.07227426704005688	0.195	0.232	1
Ent. Prog. 1	TKT	0.01986513372355694	-0.039600261791880614	0.205	0.247	1
Ent. Prog. 1	RAB21	0.019945637572601375	-0.03696234191704392	0.129	0.164	1
Ent. Prog. 1	CHD4	0.020058603199720106	-0.03578288647101428	0.11	0.143	1
Ent. Prog. 1	HNF4A	0.020078664320464783	-0.04923093604484308	0.438	0.488	1
Ent. Prog. 1	TNRC6B	0.020752502358139642	-0.041370163662254544	0.24	0.284	1
Ent. Prog. 1	FDPS	0.020825648741773752	-0.02858580075762074	0.226	0.271	1
Ent. Prog. 1	SEL1L3	0.020857685536589912	-0.028411098244559937	0.075	0.103	1
Ent. Prog. 1	AL139246.5	0.021066021608128437	-0.02823056779276542	0.077	0.106	1
Ent. Prog. 1	TNFRSF1A	0.021232717503129477	-0.036929858037166474	0.214	0.254	1
Ent. Prog. 1	TRIM38	0.021256899418301778	-0.026114983021698734	0.154	0.192	1
Ent. Prog. 1	DDX60	0.021971684579662767	-0.030796801873561985	0.115	0.149	1
Ent. Prog. 1	SPTAN1	0.02224109885001722	-0.03908143359731181	0.277	0.321	1
Ent. Prog. 1	C6orf132	0.022453473731794578	-0.041404784306548315	0.137	0.17	1
Ent. Prog. 1	RPL9	0.022668788511872536	-0.062202050905238115	0.715	0.76	1
Ent. Prog. 1	FBXO32	0.022995041407201138	0.03628694397381721	0.156	0.123	1
Ent. Prog. 1	RBL2	0.023094960378193637	-0.02170031367653215	0.1	0.132	1
Ent. Prog. 1	AK6	0.023213090960159614	-0.03299768290421087	0.076	0.103	1
Ent. Prog. 1	SP100	0.023213601785956234	-0.027747437970730218	0.091	0.122	1
Ent. Prog. 1	BTG2	0.023474514025380314	0.06948250177805237	0.375	0.332	1
Ent. Prog. 1	DDX18	0.023795631128224908	-0.03780442038137055	0.164	0.201	1
Ent. Prog. 1	ABHD17A	0.02418384789889482	-0.03424789770452666	0.145	0.18	1
Ent. Prog. 1	RPLP1	0.024364925005488747	-0.1000468193848496	0.903	0.914	1
Ent. Prog. 1	POLR2A	0.024978188782857944	-0.04061111977792231	0.235	0.277	1
Ent. Prog. 1	STK4	0.025436012850719624	-0.024883757726591446	0.074	0.101	1
Ent. Prog. 1	RASAL2	0.02555335203213353	-0.02505792476209319	0.077	0.105	1
Ent. Prog. 1	ERN2	0.025724501933124665	-0.05465783030678106	0.385	0.424	1
Ent. Prog. 1	OTUD7B	0.02598995942514246	-0.025501506270383403	0.093	0.122	1
Ent. Prog. 1	RFLNA	0.0263830029783447	-0.025040254146779836	0.083	0.112	1
Ent. Prog. 1	ECI2	0.02682864455691867	-0.043770024031272114	0.163	0.196	1
Ent. Prog. 1	ARRDC4	0.026934761951613907	-0.02932525865194706	0.078	0.105	1
Ent. Prog. 1	UAP1	0.027075826796487953	-0.03262792737701331	0.209	0.251	1
Ent. Prog. 1	PDIA4	0.027426006913440076	-0.028041149326218096	0.188	0.227	1
Ent. Prog. 1	RNF167	0.027462586236146818	-0.03305871208775407	0.128	0.161	1
Ent. Prog. 1	MFHAS1	0.027525521667196472	-0.026146032868780908	0.095	0.124	1
Ent. Prog. 1	TET2	0.02828661382587675	-0.03419289011226914	0.15	0.184	1
Ent. Prog. 1	FAS	0.029162075287489177	-0.026607127051820653	0.087	0.115	1
Ent. Prog. 1	AUTS2	0.02955782432662006	-0.025262964643068264	0.093	0.122	1
Ent. Prog. 1	CACYBP	0.029659140593296517	-0.031249928583417227	0.093	0.122	1
Ent. Prog. 1	TUBB	0.02984919844328341	-0.032360162347101096	0.148	0.183	1
Ent. Prog. 1	SIDT1	0.030548903377655496	-0.02471032276951278	0.077	0.104	1
Ent. Prog. 1	MUC4	0.031080659908890192	0.04308731891652995	0.477	0.435	1
Ent. Prog. 1	MACF1	0.03132134461304313	-0.01575957776990375	0.126	0.16	1
Ent. Prog. 1	DAAM1	0.03153813010757185	-0.02187570449850293	0.12	0.152	1
Ent. Prog. 1	RPS3	0.03193482179040434	0.07079831624241906	0.545	0.52	1
Ent. Prog. 1	HLA-E	0.03199099704863484	-0.014127629490910287	0.53	0.598	1
Ent. Prog. 1	IRF1	0.03271753293993377	-0.02717781201330638	0.241	0.283	1
Ent. Prog. 1	MCTP2	0.03337471060215773	-0.03222299655314731	0.132	0.164	1
Ent. Prog. 1	JAK1	0.0338833288254126	-0.023539321584903183	0.191	0.231	1
Ent. Prog. 1	CBX3	0.034118553269918604	-0.025938868690429218	0.148	0.183	1
Ent. Prog. 1	CARD16	0.03417262988440784	-0.03525999417176162	0.169	0.203	1
Ent. Prog. 1	RPL19	0.03442100500724478	-0.0892998564565135	0.836	0.858	1
Ent. Prog. 1	NCL	0.0348349624998657	-0.03518056605416631	0.286	0.331	1
Ent. Prog. 1	MRPS21	0.03531543676012992	-0.028784526987252562	0.16	0.195	1
Ent. Prog. 1	SMIM31	0.035773286300258396	0.03150915104923946	0.182	0.15	1
Ent. Prog. 1	LYST	0.03599637084287804	-0.02514528426011546	0.076	0.101	1
Ent. Prog. 1	CTSC	0.036185464031968075	-0.03105634903758478	0.154	0.188	1
Ent. Prog. 1	RBM33	0.036804071167048084	-0.03322389906760437	0.217	0.254	1
Ent. Prog. 1	DDX39A	0.03732255132191373	-0.03162268830963588	0.112	0.141	1
Ent. Prog. 1	HEXIM1	0.03754984885876799	-0.04323350762629152	0.526	0.587	1
Ent. Prog. 1	AMD1	0.037841611310751345	-0.030078635429764022	0.28	0.32	1
Ent. Prog. 1	HNRNPDL	0.038454896632758466	-0.024418079314187324	0.226	0.269	1
Ent. Prog. 1	LINC00685	0.039155938818783084	-0.026282913247085066	0.084	0.11	1
Ent. Prog. 1	RPL36	0.04052450830333996	0.048646952841932434	0.907	0.885	1
Ent. Prog. 1	TUBA4A	0.04067043371442889	-0.03471655442112859	0.163	0.195	1
Ent. Prog. 1	SRSF2	0.04114183298762499	-0.044645966162981776	0.305	0.342	1
Ent. Prog. 1	AL121944.1	0.04120680136134469	-0.042911452615591136	0.09	0.115	1
Ent. Prog. 1	INPP4B	0.04157396679485933	-0.021934309865029214	0.076	0.101	1
Ent. Prog. 1	TNIP1	0.04174447451320696	-0.0202083607975643	0.096	0.124	1
Ent. Prog. 1	RPL18A	0.042466132808869045	-0.10532397713309205	0.682	0.696	1
Ent. Prog. 1	PIGR	0.042680930267961624	0.1301803334500935	0.975	0.999	1
Ent. Prog. 1	CDKN1C	0.042729781609754686	-0.01824778250350352	0.086	0.112	1
Ent. Prog. 1	DUSP6	0.04277444847112312	-0.028962172414977866	0.182	0.217	1
Ent. Prog. 1	ZC3HAV1	0.04400913502079082	-0.013862267887410629	0.116	0.147	1
Ent. Prog. 1	SSR4	0.044379423429010016	-0.02900407669961147	0.471	0.527	1
Ent. Prog. 1	TCIM	0.0444310571572787	0.12110409460086208	0.311	0.28	1
Ent. Prog. 1	PELI1	0.04465541727484363	-0.02928097853592594	0.108	0.136	1
Ent. Prog. 1	FKBP9	0.04511418293750816	-0.027924856372172055	0.09	0.116	1
Ent. Prog. 1	HIST1H2BF	0.04645191637353188	-0.022855965126505937	0.082	0.107	1
Ent. Prog. 1	ALDH1A1	0.04742920994462181	-0.03667168044227473	0.122	0.15	1
Ent. Prog. 1	SKAP2	0.04793648111455785	-0.032673102421631295	0.164	0.196	1
Ent. Prog. 1	MYO6	0.048289574076366824	-0.034635005640177186	0.279	0.318	1
Ent. Prog. 1	AL022069.1	0.04834258508105762	-0.018718417636410786	0.091	0.118	1
Ent. Prog. 1	CCT2	0.04839462130101763	-0.02669818943840503	0.105	0.132	1
Ent. Prog. 1	IRF2BP2	0.04845152922435469	-0.019846514697403395	0.274	0.317	1
Ent. Prog. 1	CEBPB	0.0488664661987832	-0.022554315485781185	0.253	0.295	1
Ent. Prog. 1	RNF43	0.04954783987949032	-0.0251895670693493	0.114	0.142	1
Ent. Prog. 1	RAB25	0.05009051850644689	-0.03314784288877409	0.372	0.414	1
Ent. Prog. 1	TAB2	0.050466859206736964	-0.028306319589372922	0.11	0.137	1
Ent. Prog. 1	FUT6	0.05047827413855219	-0.0329488886587993	0.198	0.232	1
Ent. Prog. 1	EIF1	0.05061381369919654	-0.04068108912665436	0.672	0.708	1
Ent. Prog. 1	PLXNB1	0.05089322844016897	-0.024844926545148055	0.157	0.189	1
Ent. Prog. 1	AC012485.3	0.05173836019669622	-0.022849564450594786	0.089	0.115	1
Ent. Prog. 1	RPS4Y1	0.051971560088264285	-0.0234871717061398	0.102	0.129	1
Ent. Prog. 1	SARAF	0.05203281553645876	-0.0025152230491519156	0.227	0.272	1
Ent. Prog. 1	GPX2	0.05266884273066618	-0.056843484535812894	0.508	0.553	1
Ent. Prog. 1	TLN1	0.05358654877263596	-0.025853893896488234	0.175	0.207	1
Ent. Prog. 1	SPTBN1	0.05360223368734138	-0.027985165656292055	0.569	0.624	1
Ent. Prog. 1	VPS37B	0.054112456632867956	-0.03105634903758478	0.158	0.188	1
Ent. Prog. 1	PATJ	0.0550279026465673	-0.02441632229886423	0.139	0.169	1
Ent. Prog. 1	DHRS3	0.055306248124896054	-0.02778561246635436	0.141	0.171	1
Ent. Prog. 1	AC015912.3	0.0556720081990071	-0.024787905875139668	0.112	0.139	1
Ent. Prog. 1	RPS2	0.05576669443731737	0.040197102289979414	0.841	0.82	1
Ent. Prog. 1	HLA-F	0.055972254784336845	-0.0245399194280867	0.229	0.267	1
Ent. Prog. 1	RPS25	0.05601830801336885	-0.019052548796226865	0.276	0.314	1
Ent. Prog. 1	PLXNA3	0.05685808887314524	0.022234165250478402	0.122	0.098	1
Ent. Prog. 1	NRARP	0.05714727667270239	-0.039079387065313775	0.31	0.348	1
Ent. Prog. 1	SDC4	0.057370763862739066	-0.023893868654740358	0.252	0.292	1
Ent. Prog. 1	MYO7B	0.057686794046630865	-0.04428743387912781	0.336	0.369	1
Ent. Prog. 1	ST6GALNAC1	0.05845094777067442	-0.028531292750770598	0.285	0.324	1
Ent. Prog. 1	SEL1L	0.05850288538922859	-0.01719395525704695	0.125	0.154	1
Ent. Prog. 1	MXD4	0.05851174138910595	-0.02793008572318814	0.207	0.24	1
Ent. Prog. 1	OSTC	0.05872770854523483	-0.018694800956592802	0.088	0.113	1
Ent. Prog. 1	PLBD1	0.06002349013044727	-0.02602807562147899	0.129	0.158	1
Ent. Prog. 1	UGCG	0.06007697013015093	-0.019013781609974398	0.087	0.111	1
Ent. Prog. 1	FBP1	0.06030350749504695	-0.018115595078599153	0.091	0.117	1
Ent. Prog. 1	CRIM1	0.0624669078459127	0.02297762693695593	0.162	0.133	1
Ent. Prog. 1	ID4	0.06295816763976768	-0.01717187260166679	0.093	0.118	1
Ent. Prog. 1	CYBC1	0.06519375986282716	-0.018853958784651695	0.093	0.117	1
Ent. Prog. 1	CD47	0.06599690547417647	-0.02430211524134522	0.114	0.14	1
Ent. Prog. 1	RAD21	0.06626884628420703	-0.018445391436070296	0.164	0.196	1
Ent. Prog. 1	FUT3	0.06689308148009897	-0.03341582582982883	0.317	0.355	1
Ent. Prog. 1	WFDC2	0.06816360658562051	0.04644430347143419	0.107	0.086	1
Ent. Prog. 1	MLEC	0.06899919560079702	-0.03677335958632921	0.309	0.345	1
Ent. Prog. 1	RNF19A	0.06925288584317642	-0.02361168833964783	0.148	0.178	1
Ent. Prog. 1	KCNQ1	0.07112846935873476	-0.022356589335853883	0.093	0.117	1
Ent. Prog. 1	ILF3-DT	0.07281788261220651	-0.024591571577123883	0.154	0.184	1
Ent. Prog. 1	ZBTB10	0.07342188134770224	-0.038785449902897756	0.176	0.205	1
Ent. Prog. 1	AL450998.2	0.07392032458469261	-0.017413425538334318	0.095	0.119	1
Ent. Prog. 1	PTK2	0.07416091479647782	-0.02401304159467925	0.099	0.122	1
Ent. Prog. 1	EIF3F	0.07428324419983055	-0.026380739635579353	0.154	0.183	1
Ent. Prog. 1	BAIAP2L1	0.07460277029592782	-0.031201431810175095	0.233	0.264	1
Ent. Prog. 1	HMGA1	0.07501774400939115	-0.019311519991445092	0.17	0.201	1
Ent. Prog. 1	PPIG	0.0750295727172972	-0.028551204893970672	0.228	0.262	1
Ent. Prog. 1	KLF2	0.07584665467800622	-0.020235697766716076	0.097	0.122	1
Ent. Prog. 1	DHX36	0.07600112794031978	-0.013772845644462295	0.128	0.157	1
Ent. Prog. 1	PER2	0.07621924594661708	0.023648798553721484	0.153	0.128	1
Ent. Prog. 1	GLS	0.07715372069328537	-0.019369400572619627	0.143	0.171	1
Ent. Prog. 1	AC007114.2	0.07729142029484173	-0.0280293138833749	0.1	0.123	1
Ent. Prog. 1	EPB41L2	0.07797590660205486	-0.022020624273059897	0.083	0.105	1
Ent. Prog. 1	RPS9	0.07801425421300844	-0.08261202171699833	0.705	0.721	1
Ent. Prog. 1	HIST1H3A	0.07802755181123229	-0.016882577159825954	0.089	0.112	1
Ent. Prog. 1	MINDY2	0.07811828706371368	-0.020486594075692102	0.112	0.137	1
Ent. Prog. 1	LRRC75A	0.07854944248253352	-0.021757786922751626	0.188	0.22	1
Ent. Prog. 1	DAPK2	0.07919735112019266	-0.027605134882388277	0.164	0.192	1
Ent. Prog. 1	PDIA6	0.07932095128167206	-0.02767810965450812	0.189	0.219	1
Ent. Prog. 1	TLE4	0.07946684036417376	-0.03311580848759316	0.27	0.304	1
Ent. Prog. 1	CEP290	0.08145344762995928	-0.019758423351802862	0.082	0.104	1
Ent. Prog. 1	IER3	0.08179707761660093	0.057248385785278355	0.648	0.635	1
Ent. Prog. 1	IVNS1ABP	0.08191138257294357	0.0793625218400546	0.452	0.438	1
Ent. Prog. 1	HCFC1R1	0.0826533109833612	-0.023844315868624774	0.1	0.123	1
Ent. Prog. 1	RPL6	0.08332739782727447	-0.048681677291762315	0.583	0.612	1
Ent. Prog. 1	MLLT6	0.08508092284214684	-0.02177805301656413	0.099	0.122	1
Ent. Prog. 1	GK5	0.08533194309521853	-0.01997315308166675	0.195	0.226	1
Ent. Prog. 1	PPP1R15B	0.08561964359297462	-0.035480629369776806	0.185	0.212	1
Ent. Prog. 1	MTUS1	0.0856610376360949	-0.020496815692130854	0.356	0.395	1
Ent. Prog. 1	RPL7	0.08602511289062409	-0.08092341826315175	0.455	0.479	1
Ent. Prog. 1	PTPN12	0.08654985223198197	-0.023079742314216528	0.126	0.151	1
Ent. Prog. 1	CTBP2	0.08749218179061989	-0.023546180554205876	0.203	0.234	1
Ent. Prog. 1	C1QTNF12	0.08797708744685019	-0.02196404762325671	0.29	0.326	1
Ent. Prog. 1	C12orf57	0.08815986823722678	-0.041540515558877444	0.261	0.29	1
Ent. Prog. 1	RPL22L1	0.09208772112650447	-0.020091582705001707	0.113	0.137	1
Ent. Prog. 1	HSPA1A	0.09221101805011155	0.016155743040689563	0.584	0.571	1
Ent. Prog. 1	H2AFX	0.09284977651581688	-0.0239031408349544	0.151	0.178	1
Ent. Prog. 1	TC2N	0.09290871576121597	0.03617991311671895	0.258	0.23	1
Ent. Prog. 1	SLC9A3	0.0929635467828337	-0.1476710088580956	0.28	0.299	1
Ent. Prog. 1	NUB1	0.09308278442911655	-0.01984165559910636	0.143	0.168	1
Ent. Prog. 1	SSR3	0.09346245931405783	-0.03958677063449087	0.184	0.21	1
Ent. Prog. 1	OVOL1	0.09377543043722619	-0.024689749411114403	0.121	0.145	1
Ent. Prog. 1	ADH1C	0.09488257965167134	-0.023830739334306406	0.232	0.262	1
Ent. Prog. 1	ITGB6	0.09571230561161065	-0.019534308056841074	0.096	0.118	1
Ent. Prog. 1	HERPUD1	0.09715044783018877	-0.04163550370841118	0.204	0.232	1
Ent. Prog. 1	HNRNPA1	0.09752769395849863	-0.0275138983429985	0.127	0.151	1
Ent. Prog. 1	SAT1	0.0989625632462086	-0.005850298296747436	0.739	0.798	1
Ent. Prog. 1	RASEF	0.1005828818370222	-0.0264281054907943	0.204	0.233	1
Ent. Prog. 1	RFC1	0.10205248233227097	-0.013162835920846341	0.095	0.117	1
Ent. Prog. 1	ROCK1	0.10360710583654324	-0.022201490460009715	0.158	0.184	1
Ent. Prog. 1	C6orf48	0.10394456454182405	-0.019791955044934806	0.089	0.11	1
Ent. Prog. 1	NAMPT	0.10494008222981448	-0.026871269690380437	0.124	0.146	1
Ent. Prog. 1	CSKMT	0.10526833869300069	0.03277202452924352	0.144	0.122	1
Ent. Prog. 1	MYLIP	0.10670924028352938	-0.013162835920846341	0.091	0.113	1
Ent. Prog. 1	RPS27	0.10885966304944797	0.06493407161904696	0.861	0.866	1
Ent. Prog. 1	RPN2	0.10923356691314022	-0.01815195805382186	0.152	0.178	1
Ent. Prog. 1	UBE2S	0.1099091035378334	-0.01777229291391076	0.084	0.104	1
Ent. Prog. 1	PTMS	0.11021199387231453	-0.01510903909900746	0.126	0.15	1
Ent. Prog. 1	HSPA2	0.1104564374902141	-0.020443628446419754	0.118	0.14	1
Ent. Prog. 1	TOMM20	0.11187885112010164	-0.019167976645731555	0.192	0.22	1
Ent. Prog. 1	WNK1	0.11222807626861743	-0.01729163283356669	0.109	0.132	1
Ent. Prog. 1	SERP1	0.1126302125293797	-0.019175177149766964	0.253	0.285	1
Ent. Prog. 1	PRKAG2	0.1128042689085207	0.02248738137178953	0.124	0.103	1
Ent. Prog. 1	B3GNT7	0.1144846376610132	0.10764884468953617	0.293	0.277	1
Ent. Prog. 1	PRPF38B	0.11581709280614438	-0.04001571655908098	0.259	0.284	1
Ent. Prog. 1	TPP1	0.11729464069193593	-0.012316344350621122	0.086	0.106	1
Ent. Prog. 1	HIF1A	0.11736515104321509	-0.009810561357641995	0.135	0.161	1
Ent. Prog. 1	LPIN2	0.12029722913353608	-0.017012608522335243	0.128	0.152	1
Ent. Prog. 1	NORAD	0.12032775889034117	-0.01761162195162802	0.306	0.34	1
Ent. Prog. 1	SOCS1	0.12079192943799949	-0.026437441967408132	0.144	0.167	1
Ent. Prog. 1	ATF6	0.12254480369516624	-0.022769624738859212	0.1	0.12	1
Ent. Prog. 1	BAZ1A	0.12340611427531104	-0.01967941635964307	0.165	0.191	1
Ent. Prog. 1	AC023157.3	0.1244758408197712	-0.016163582681568145	0.336	0.371	1
Ent. Prog. 1	NUFIP2	0.12705420636207476	-0.02465310292677425	0.293	0.326	1
Ent. Prog. 1	ADGRG1	0.1275072129758917	-0.018585165664137246	0.107	0.128	1
Ent. Prog. 1	SNRPF	0.12779404848670664	-0.023041130149806854	0.175	0.2	1
Ent. Prog. 1	AL355338.1	0.1279314080147682	-0.021357089002770058	0.094	0.113	1
Ent. Prog. 1	PHLDA2	0.12881496552974403	-0.01662167397855846	0.325	0.362	1
Ent. Prog. 1	SYK	0.13005290677319217	-0.02310799826288036	0.093	0.112	1
Ent. Prog. 1	ELF1	0.13071539532183415	-0.018563821381832935	0.177	0.203	1
Ent. Prog. 1	RETREG1	0.13209791392249154	-0.010236998776100903	0.203	0.233	1
Ent. Prog. 1	NEDD9	0.13368411056918694	0.029600019464377708	0.144	0.124	1
Ent. Prog. 1	ANAPC16	0.13371547287075616	-0.027061391504715038	0.165	0.188	1
Ent. Prog. 1	MAT2A	0.1362619397619573	-0.022979254362198442	0.157	0.18	1
Ent. Prog. 1	IRF2	0.13859017100028023	-0.011720318084857295	0.128	0.151	1
Ent. Prog. 1	KRTCAP3	0.13947092078701998	-0.027611462174212342	0.124	0.143	1
Ent. Prog. 1	CHD6	0.1396665933628708	-0.018750866591503212	0.086	0.104	1
Ent. Prog. 1	RPL36A	0.14091192605672018	-0.03372034798616891	0.196	0.22	1
Ent. Prog. 1	MTDH	0.1428049493425596	-0.023830739334306406	0.245	0.275	1
Ent. Prog. 1	ARL14	0.14295111337221125	0.05611625930256264	0.28	0.258	1
Ent. Prog. 1	TPR	0.1453084516232409	-0.009358384291314525	0.23	0.262	1
Ent. Prog. 1	CWF19L2	0.1453328623183932	-0.026899839078283208	0.119	0.138	1
Ent. Prog. 1	RPS14	0.14554121169679268	-0.0688092479607385	0.886	0.908	1
Ent. Prog. 1	ARID4A	0.14575322672115174	-0.007389417327980458	0.144	0.168	1
Ent. Prog. 1	SSB	0.14599416210246355	-0.01806473725431286	0.102	0.122	1
Ent. Prog. 1	MEF2D	0.14720229692194406	-0.01723762544523587	0.087	0.105	1
Ent. Prog. 1	RPL21	0.14850114049053936	-0.07599100793456803	0.704	0.716	1
Ent. Prog. 1	ERO1A	0.1490216834432673	-0.013754734787908854	0.114	0.135	1
Ent. Prog. 1	SAMD9	0.15055770427769632	0.033788370481512786	0.144	0.124	1
Ent. Prog. 1	CHD3	0.15386289576369122	-0.01819654418308443	0.112	0.132	1
Ent. Prog. 1	ATRX	0.1542826614375845	-0.011768806986760527	0.261	0.291	1
Ent. Prog. 1	ASS1	0.15598893477094455	-0.016706162804961344	0.354	0.387	1
Ent. Prog. 1	PCF11	0.15655405895372623	-0.03125132202129993	0.221	0.245	1
Ent. Prog. 1	CCDC6	0.15719289188394373	-0.020437423967310908	0.17	0.192	1
Ent. Prog. 1	TOPORS	0.15907033053081576	-0.028974319887159233	0.12	0.138	1
Ent. Prog. 1	ACVRL1	0.15960747267022415	-0.02389788634059331	0.296	0.323	1
Ent. Prog. 1	SPCS3	0.15974541440032763	-0.014294630159300908	0.119	0.14	1
Ent. Prog. 1	GBP2	0.16062840248173202	-0.014182384174730889	0.088	0.106	1
Ent. Prog. 1	NUDT8	0.1641968259579002	-0.01747814705381126	0.145	0.166	1
Ent. Prog. 1	ZNF622	0.16501917595526833	-0.029283880768420062	0.183	0.204	1
Ent. Prog. 1	AXDND1	0.16547236582016697	-0.019983138125497638	0.107	0.126	1
Ent. Prog. 1	ATF3	0.1661578624875232	0.009202655596816434	0.195	0.17	1
Ent. Prog. 1	CCDC71L	0.16651716639276223	-0.027461082792903574	0.129	0.149	1
Ent. Prog. 1	NUDT4	0.1668012617994547	-0.017877034515198953	0.141	0.163	1
Ent. Prog. 1	SMARCC1	0.16755236210388152	0.015765361926890764	0.116	0.099	1
Ent. Prog. 1	TRAM1	0.17242562705965891	-0.023075238306775936	0.132	0.151	1
Ent. Prog. 1	DNAJA1	0.17508375663854756	0.023744884909650044	0.316	0.29	1
Ent. Prog. 1	MLLT3	0.1752949834153557	-0.021020806869742045	0.091	0.108	1
Ent. Prog. 1	RPL32	0.17553570144889766	0.029633932125260554	0.838	0.832	1
Ent. Prog. 1	RICTOR	0.17750176209457674	-0.015035425187580859	0.095	0.113	1
Ent. Prog. 1	LAPTM4A	0.17803212656204725	-0.015114379234486608	0.213	0.24	1
Ent. Prog. 1	RPS15A	0.18093318080707216	0.04110647954912494	0.739	0.729	1
Ent. Prog. 1	NEDD4L	0.1814253755222476	-0.018251680493115263	0.176	0.198	1
Ent. Prog. 1	IGLC3	0.1831567499164464	-0.6948219213046805	0.166	0.148	1
Ent. Prog. 1	TMC5	0.1833479973996779	-0.02258930983958035	0.405	0.437	1
Ent. Prog. 1	ETNK1	0.18453946792353987	-0.02092918289447221	0.384	0.414	1
Ent. Prog. 1	H2AFV	0.18539874066414588	-0.019872116008191998	0.134	0.154	1
Ent. Prog. 1	FOXA1	0.18881437799105447	-0.0176885728110954	0.128	0.147	1
Ent. Prog. 1	FBL	0.18917712475014883	0.021480825007329923	0.15	0.131	1
Ent. Prog. 1	STK17B	0.19208450468672947	-0.008935806893651352	0.086	0.102	1
Ent. Prog. 1	RNF186	0.19250101973757067	-0.02394371131054865	0.173	0.193	1
Ent. Prog. 1	PPP1R1B	0.19516681668108007	0.010264328833412384	0.308	0.279	1
Ent. Prog. 1	ZKSCAN1	0.19553786489542851	-0.02235658933585366	0.372	0.403	1
Ent. Prog. 1	MYO10	0.19605014028267265	-0.024413598583062357	0.211	0.233	1
Ent. Prog. 1	SLC38A2	0.19774793833170395	-0.0017159026802299748	0.379	0.414	1
Ent. Prog. 1	YPEL2	0.19954022191958634	-0.007723804135319062	0.089	0.105	1
Ent. Prog. 1	FERMT1	0.19968559348985113	-0.022431196714558232	0.194	0.215	1
Ent. Prog. 1	AC099778.1	0.19993737198892636	-0.011517479100949385	0.105	0.122	1
Ent. Prog. 1	NEU1	0.20121005539770473	-0.023053534421562494	0.162	0.18	1
Ent. Prog. 1	RPS16	0.20653689400294753	-0.07124877266193907	0.802	0.796	1
Ent. Prog. 1	SEMA3C	0.20736390084112669	-0.019458257660082967	0.179	0.2	1
