cell_type_str	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CAFs	PLPP4	2.2825502073464796e-158	0.3794075159513299	0.307	0.006	4.96979656645549e-154
CAFs	EMP3	1.374252178024681e-33	0.3775533118521299	0.814	0.543	2.9921592672131377e-29
CAFs	RPL7A	9.125924977432307e-43	0.3750678337520976	0.99	0.985	1.9869876453363363e-38
CAFs	RARRES1	3.1407304084615262e-49	0.37432499146388876	0.481	0.161	6.838312318343281e-45
CAFs	ENAH	2.821126254804878e-32	0.37279456705129366	0.65	0.377	6.142438194586661e-28
CAFs	P3H1	2.596177441687268e-64	0.3721757522047434	0.558	0.188	5.652657143785689e-60
CAFs	TYMP	3.887900475835822e-32	0.3717806774646341	0.614	0.326	8.465125706037335e-28
CAFs	DDR2	1.0234915907678332e-42	0.3708164986874801	0.807	0.45	2.228448240578803e-38
CAFs	TMEM176A	1.2440916366780288e-41	0.3701246766371804	0.812	0.413	2.708760720539072e-37
CAFs	ID3	1.7491494596944504e-14	0.37000722756027526	0.819	0.705	3.808423118592727e-10
CAFs	TUBA1A	1.6490466650228318e-18	0.3694093637210538	0.855	0.702	3.5904693037542116e-14
CAFs	ARPC2	1.2956473107161287e-38	0.3687881884027304	0.93	0.727	2.821012889622227e-34
CAFs	PODN	2.52788601240179e-64	0.36702298171944064	0.553	0.17	5.503966214802417e-60
CAFs	PERP	3.5429469523030464e-51	0.36611099724416785	0.486	0.165	7.714058399249423e-47
CAFs	ATP6AP2	6.113540447027381e-38	0.36560464782731694	0.848	0.604	1.3311011615312715e-33
CAFs	PDLIM4	2.827198079826426e-53	0.36541349966343406	0.664	0.287	6.155658379206077e-49
CAFs	FZD1	1.3391378078428532e-71	0.3638328014767682	0.546	0.161	2.9157047490162443e-67
CAFs	DPYSL3	3.1155083618819535e-40	0.36377477740912395	0.691	0.354	6.783396356325578e-36
CAFs	SSC5D	1.766716748834199e-63	0.3637691671378391	0.481	0.139	3.8466723772367017e-59
CAFs	RAI14	5.277168744977588e-44	0.3631477695705869	0.618	0.27	1.1489979508439701e-39
CAFs	BCAT1	4.163735246795772e-76	0.36122481836174614	0.444	0.098	9.065700752848435e-72
CAFs	CCND2	4.76507779917493e-28	0.36044617961076886	0.681	0.432	1.0375003892143575e-23
CAFs	S100A6	7.96048907631386e-28	0.3603347769385956	0.995	0.973	1.7332372865858165e-23
CAFs	PBX3	1.4227170581036315e-34	0.3590683530439278	0.454	0.198	3.097681850609037e-30
CAFs	TMEM119	9.025588504618845e-69	0.3580440637336631	0.5	0.136	1.9651413851106612e-64
CAFs	TUBB	3.16849011492118e-34	0.3570926723639214	0.911	0.651	6.898753527217886e-30
CAFs	CXCL8	5.631628716354361e-7	0.35405913118289567	0.157	0.083	0.012261745204118352
CAFs	CHD3	1.8787967435763765e-37	0.3518707163008805	0.643	0.34	4.090704149788844e-33
CAFs	MEIS1	4.417487854942957e-65	0.3514926263860073	0.531	0.165	9.618196306567299e-61
CAFs	COL14A1	1.9832147281578085e-14	0.35034791972996704	0.742	0.53	4.3180534276179963e-10
CAFs	TSHZ2	1.4728899799054616e-45	0.3495411565566927	0.749	0.338	3.2069233532481616e-41
CAFs	MXRA7	1.2630887234466702e-44	0.3487844604549974	0.601	0.278	2.750123077560435e-40
CAFs	BMP1	2.546747372446549e-56	0.3476954563445483	0.507	0.171	5.545033054027871e-52
CAFs	FBXO32	9.847025176172462e-36	0.34737437751693834	0.565	0.263	2.14399279160803e-31
CAFs	NCAM2	3.5683029311303884e-105	0.3471794298651064	0.302	0.024	7.769265971950195e-101
CAFs	SRPX2	4.568902181650924e-63	0.34666328936053076	0.481	0.136	9.947870720108556e-59
CAFs	GPC1	2.8193129243821857e-52	0.3455674988716384	0.517	0.182	6.138490030257333e-48
CAFs	GSTO1	9.080140147654148e-24	0.34502546070284246	0.739	0.525	1.9770189143487375e-19
CAFs	TPBG	6.036570326008133e-50	0.34461531698051806	0.57	0.228	1.3143424570817506e-45
CAFs	CTSL	1.528392221857089e-30	0.3430432267021045	0.749	0.489	3.3277683846494396e-26
CAFs	NID2	3.007527066142593e-57	0.34219806808779246	0.517	0.168	6.548288681112267e-53
CAFs	CD82	4.100896748319773e-42	0.34143439570993317	0.418	0.146	8.928882490116642e-38
CAFs	S100A11	1.7274498790904796e-29	0.3400752126971234	0.969	0.858	3.7611766217437013e-25
CAFs	FHL2	2.2478541542257894e-41	0.33981132397130437	0.614	0.27	4.894252849995811e-37
CAFs	SVIL	1.234642020548128e-24	0.33875018998017276	0.604	0.361	2.6881860713394392e-20
CAFs	HSP90AA1	5.479050624220292e-16	0.3387259066421837	0.995	0.978	1.1929536924114844e-11
CAFs	UNC5B	5.43649943266465e-55	0.33868922587739303	0.483	0.154	1.1836890214740742e-50
CAFs	PAM	1.530385380173235e-25	0.33840503619788087	0.681	0.445	3.332108088251185e-21
CAFs	QPRT	1.1960563134021707e-50	0.33840018369490776	0.386	0.111	2.6041734111705464e-46
CAFs	MYOF	4.268176683444573e-35	0.33829347347539357	0.674	0.37	9.29310109286387e-31
CAFs	SPON1	3.8580891926648145e-43	0.3382148480644335	0.546	0.221	8.4002175991891e-39
CAFs	LGALS3	6.979846022930343e-26	0.338130588591919	0.92	0.78	1.5197218745726236e-21
CAFs	TNS3	1.763550806843929e-52	0.33777391834192644	0.611	0.241	3.839779171741287e-48
CAFs	FKBP7	5.9605549538826064e-49	0.3370080639076412	0.541	0.215	1.29779163010886e-44
CAFs	LTBP1	8.103533301521269e-30	0.3364578555116722	0.609	0.32	1.7643823057402258e-25
CAFs	LMCD1	4.73934182451601e-23	0.33477131838168855	0.476	0.248	1.0318968954518708e-18
CAFs	NAP1L1	3.1410831706344805e-29	0.3333151498689806	0.913	0.747	6.839080387422454e-25
CAFs	CTSA	4.3368199881853955e-34	0.33176751950815164	0.693	0.395	9.442558160276061e-30
CAFs	TDO2	7.706473783168752e-24	0.33076852951486857	0.225	0.072	1.6779305368093324e-19
CAFs	RPS3	5.9981505052716735e-36	0.33054071278672614	0.964	0.84	1.3059773095128015e-31
CAFs	SFRP2	2.9118688604770097e-64	0.3302519910740831	0.565	0.165	6.340012069916594e-60
CAFs	GADD45A	7.250002727415431e-11	0.3290836091499493	0.541	0.39	1.5785430938401618e-6
CAFs	ARMCX3	6.765626085987399e-31	0.32608510615369246	0.684	0.421	1.4730797677020363e-26
CAFs	DPT	5.3974431844435305e-24	0.3246919372920658	0.437	0.193	1.17518530454889e-19
CAFs	SLC24A3	3.968357604474729e-101	0.3245178081399458	0.391	0.053	8.640305012222828e-97
CAFs	IGFBP7	2.7316956638748755e-21	0.3195612719007177	0.998	0.968	5.947720968954767e-17
CAFs	RPL28	1.4183750947868985e-36	0.31935160911743754	0.995	0.987	3.088228093879514e-32
CAFs	RACK1	2.1515303004632685e-31	0.3190242194669042	0.954	0.861	4.6845269231986744e-27
CAFs	NXN	6.633070048978325e-52	0.31836867424673065	0.56	0.212	1.4442183417640506e-47
CAFs	PODNL1	1.1376061695351084e-133	0.31769396438559133	0.348	0.022	2.4769099129287914e-129
CAFs	TGFB1I1	1.648694006561084e-31	0.3159227314362908	0.742	0.461	3.5897014604854485e-27
CAFs	MAP4K4	1.8681343712883996e-33	0.3155947473640053	0.664	0.369	4.0674889666062325e-29
CAFs	ECM1	1.555785805724185e-40	0.31549741518630536	0.691	0.331	3.387412434803268e-36
CAFs	RAB32	3.3929284308563734e-37	0.31496157392639407	0.543	0.256	7.387423072503582e-33
CAFs	DAB2	9.86095603466801e-38	0.3148168229175129	0.58	0.278	2.147025957428266e-33
CAFs	LRRC17	1.5098296679830898e-45	0.3140908245638078	0.365	0.104	3.2873521360995815e-41
CAFs	LEF1	7.524751576969433e-67	0.3138213734300199	0.425	0.101	1.6383641608535547e-62
CAFs	ANXA2	2.0906391732243412e-26	0.3129199640350864	0.937	0.735	4.551948671861358e-22
CAFs	NDN	1.0230816587602862e-39	0.3113991431549436	0.732	0.392	2.2275556956187712e-35
CAFs	ERLEC1	5.08775712480878e-32	0.30758791094504556	0.705	0.416	1.1077573587846155e-27
CAFs	PDIA6	5.162220022839373e-31	0.30694486865795745	0.882	0.634	1.1239701655728167e-26
CAFs	YBX3	7.967361455253962e-28	0.3047856424936919	0.961	0.788	1.7347336096524452e-23
CAFs	ENC1	8.093454362609677e-19	0.3045123484194439	0.379	0.194	1.762187818371005e-14
CAFs	PRDX5	6.197468767481019e-35	0.3039748094222462	0.886	0.655	1.3493748747436422e-30
CAFs	PPP1R15A	2.783631666617714e-12	0.3033292512211201	0.809	0.696	6.060801227726749e-8
CAFs	WFDC1	2.7510157046905732e-17	0.30327572519407664	0.3	0.137	5.989786493822785e-13
CAFs	HSP90B1	1.1144254953986666e-23	0.3029492332395618	0.92	0.732	2.426438631131517e-19
CAFs	SLC6A6	3.3386410113475236e-45	0.3027599252942411	0.37	0.107	7.269223074006963e-41
CAFs	FAT1	5.07470202860552e-38	0.3014472864822938	0.577	0.258	1.10491487268828e-33
CAFs	CCDC80	3.572101649651052e-62	0.3000467438199752	0.886	0.421	7.777536921785235e-58
CAFs	ACTN1	3.9835490570154175e-26	0.2999618149187937	0.845	0.58	8.673381361839669e-22
CAFs	PHLDA1	5.1877150822002936e-17	0.29953468978491504	0.679	0.448	1.12952120484747e-12
CAFs	MFGE8	8.241032649635907e-26	0.29907144445690137	0.872	0.597	1.794320038805226e-21
CAFs	DSEL	1.0384771791029005e-38	0.29884571335872645	0.502	0.21	2.2610763620607452e-34
CAFs	SMIM3	7.527371806370689e-37	0.29880173756564227	0.56	0.255	1.6389346634010902e-32
CAFs	SAT1	9.391520631974165e-20	0.2986319431718074	0.812	0.61	2.044815787199735e-15
CAFs	CTSZ	4.121072203526233e-29	0.2973224990367128	0.795	0.552	8.972810508737666e-25
CAFs	IER5L	1.586564376586905e-22	0.2969502691178626	0.688	0.447	3.4544266171426682e-18
CAFs	AXL	1.1898620964791998e-35	0.2956658196254954	0.664	0.346	2.590686742664162e-31
CAFs	EEF1A1	1.352680996758536e-26	0.29388328761271043	0.937	0.805	2.9451923342423608e-22
CAFs	CDKN1C	4.34105250599838e-20	0.29385039504968613	0.609	0.387	9.451773621310273e-16
CAFs	RPL3	1.9617463262003256e-29	0.2937490092402051	1	0.99	4.271310276035969e-25
CAFs	OSBPL8	2.4838840112765416e-29	0.2936531721704488	0.708	0.437	5.408160657752414e-25
CAFs	CD248	5.414225261128344e-58	0.2934257721779285	0.645	0.229	1.1788392661054743e-53
CAFs	HSPB1	3.2582393954849145e-20	0.2933155452908307	0.932	0.762	7.094164635789304e-16
CAFs	RPS18	6.612284768009682e-32	0.2927436777089185	0.995	0.992	1.439692762538748e-27
CAFs	VCAM1	9.636150748509684e-25	0.29234009577712994	0.514	0.265	2.0980791024730135e-20
CAFs	TRPS1	5.582115887998037e-42	0.2911157085966104	0.466	0.175	1.2153940922938127e-37
CAFs	UBC	2.894749275360138e-17	0.2906203318167191	0.978	0.959	6.302737597241629e-13
CAFs	S100A10	4.185977509167486e-16	0.2905550598828912	0.899	0.712	9.114128830710368e-12
CAFs	SEC61B	4.105977988442475e-26	0.2900185259090511	0.884	0.712	8.9399458742358e-22
CAFs	ROBO1	7.926785441444007e-40	0.28962384740890434	0.527	0.222	1.7258989941656037e-35
CAFs	RBP4	1.5921911057318067e-35	0.28942273844351574	0.116	0.012	3.466677694509863e-31
CAFs	RPS2	8.756359909451371e-33	0.2892417936039222	0.998	0.99	1.906522243084847e-28
CAFs	SDC1	1.214635362264954e-74	0.2887069393139001	0.239	0.023	2.6446255742594843e-70
CAFs	OAF	9.741009011569937e-27	0.28796536222047636	0.609	0.342	2.1209098920891223e-22
CAFs	ATOX1	3.3024724279059977e-26	0.2871792311857422	0.812	0.591	7.190473217279729e-22
CAFs	PLTP	2.8179661153964156e-27	0.28644443390686103	0.587	0.308	6.135557623052616e-23
CAFs	MAB21L2	1.3555742580412026e-43	0.2862338212468283	0.435	0.148	2.9514918320331106e-39
CAFs	RPSA	5.277164005037507e-27	0.2852012203571963	0.952	0.919	1.1489969188168165e-22
CAFs	LAMP1	4.48678755002636e-31	0.2846657483318391	0.872	0.603	9.769082532672394e-27
CAFs	LIMS1	4.963128014000873e-25	0.2846164616086927	0.845	0.589	1.0806218624884102e-20
CAFs	PSAP	5.348963918464427e-31	0.2820720480863623	0.952	0.8	1.1646299139672597e-26
CAFs	ANOS1	9.490856561623421e-81	0.28148768830610005	0.249	0.022	2.0664441991622676e-76
CAFs	RTN4	4.090271777158621e-27	0.28126250437662637	0.944	0.736	8.905748740407466e-23
CAFs	EID1	8.030479159333896e-27	0.2810213353438451	0.961	0.868	1.7484762273617692e-22
CAFs	PAPSS2	6.605956896734904e-44	0.28037484837508353	0.435	0.148	1.4383149951260908e-39
CAFs	RPS4X	1.3737430744309342e-25	0.28003788582461064	0.988	0.982	2.991050795958473e-21
CAFs	RAB13	2.9877699921651984e-18	0.2798267005146343	0.826	0.635	6.505271603941287e-14
CAFs	DUSP1	3.8532905808506704e-7	0.2795446975044209	0.826	0.764	0.008389769581686165
CAFs	GOLIM4	2.4242613656847012e-24	0.27928207070850186	0.773	0.518	5.2783442715053e-20
CAFs	BST2	8.873048956030766e-9	0.278947964110271	0.761	0.645	1.9319289491965787e-4
CAFs	CYBRD1	7.780247787226438e-30	0.2788598855775718	0.732	0.453	1.6939933507128125e-25
CAFs	RPL12	1.3025529814095824e-29	0.27784773817393926	0.99	0.992	2.836048606423084e-25
CAFs	RCN1	9.247598632076853e-35	0.2768792102208223	0.527	0.24	2.0134796501620933e-30
CAFs	ITM2C	3.5637790072497304e-30	0.27646814621368443	0.681	0.379	7.759416032484838e-26
CAFs	PRDX6	9.756492093859344e-24	0.27587512558809113	0.821	0.605	2.124281023595995e-19
CAFs	IGFBP6	4.684930747292144e-40	0.275580562788855	0.732	0.402	1.0200499716079186e-35
CAFs	CNN3	4.318540764538343e-23	0.27442849838596306	0.889	0.68	9.402758806629335e-19
CAFs	FAT4	2.2573274121784545e-29	0.2742539021393389	0.435	0.189	4.914878974536149e-25
CAFs	RNF24	3.3714397998814024e-34	0.27405181722429	0.498	0.218	7.340635876281777e-30
CAFs	JDP2	4.4224854757264104e-35	0.27238451058500857	0.488	0.209	9.629077626299113e-31
CAFs	ISG15	8.087732737274782e-14	0.2701878772913717	0.65	0.448	1.7609420488868384e-9
CAFs	RHOBTB3	2.630629149696423e-36	0.27012014066827045	0.502	0.214	5.727668847634022e-32
CAFs	TEAD1	1.9278971550927085e-27	0.2692442703443883	0.589	0.325	4.197610475783354e-23
CAFs	CPEB4	4.968909794966351e-27	0.2679052468021713	0.483	0.236	1.0818807296580237e-22
CAFs	NFIC	2.9776979027714214e-24	0.2677989636993132	0.911	0.731	6.483341643704216e-20
CAFs	FRZB	8.390587427508375e-19	0.26749828017921207	0.548	0.314	1.8268826005913984e-14
CAFs	GGT5	1.388982369623919e-20	0.2673177743734637	0.577	0.341	3.024231313382159e-16
CAFs	PDLIM7	1.6654990780235122e-20	0.2671617489035496	0.601	0.371	3.626291142580593e-16
CAFs	ALDH1L2	2.6442650845909806e-67	0.26672136743497354	0.324	0.057	5.757358368679942e-63
CAFs	MYO1E	5.728909080792655e-36	0.2664553082684972	0.43	0.167	1.247355374160985e-31
CAFs	SERP1	5.196665656938333e-26	0.265989827006752	0.797	0.539	1.1314700134851834e-21
CAFs	RPL39	1.0902361859561031e-9	0.2656632096846534	0.734	0.603	2.3737712476822233e-5
CAFs	MAP1A	2.330431121799255e-41	0.26528830618111165	0.478	0.179	5.074047681493518e-37
CAFs	INAFM1	1.957256169117701e-29	0.26492493445045845	0.56	0.282	4.26153385701997e-25
CAFs	REXO2	3.2594691573046608e-28	0.2639913899340455	0.751	0.485	7.096842196199438e-24
CAFs	RPL5	4.1523339471295223e-23	0.2636295275838627	0.969	0.952	9.040876703085109e-19
CAFs	RPS23	4.654442918791384e-24	0.26116532837074447	0.983	0.972	1.0134118567084481e-19
CAFs	FERMT2	1.2137539209068058e-20	0.26107552387507127	0.761	0.534	2.6427064119903883e-16
CAFs	FGD6	5.8511973159328874e-40	0.2608895333673972	0.338	0.101	1.2739811915980675e-35
CAFs	MYH9	1.0688368608050852e-21	0.2605846867962811	0.928	0.684	2.327178497030912e-17
CAFs	HSPH1	4.958156476792418e-10	0.2604011755087031	0.476	0.328	1.0795394096920133e-5
CAFs	LINC01082	3.985232577345213e-27	0.2599261421560834	0.415	0.179	8.677046890653731e-23
CAFs	TP53I3	3.0762148897425856e-34	0.2594134602920357	0.444	0.183	6.697842679436532e-30
CAFs	DCBLD1	5.35982327590245e-62	0.2585277428540369	0.324	0.063	1.1669943218622404e-57
CAFs	FKBP11	1.1834148348750987e-32	0.2582518010365888	0.423	0.168	2.576649119973552e-28
CAFs	GULP1	4.933395298246148e-33	0.25667776506675777	0.546	0.257	1.0741481582871338e-28
CAFs	RPS19	8.34946911991781e-21	0.2551779507856038	0.993	0.993	1.8179299114797048e-16
CAFs	TRAM1	1.960093572322423e-20	0.2539506586315752	0.787	0.565	4.2677117350176117e-16
CAFs	FSTL3	2.4036716290150926e-43	0.2519996456215964	0.51	0.197	5.233514237854561e-39
CAFs	IL1R1	2.484852170425935e-24	0.2519000301651052	0.657	0.38	5.4102686306683884e-20
CAFs	CST2	1.207329978729477e-31	0.2510298210125828	0.106	0.011	2.62871956268769e-27
CAFs	CAVIN3	1.1128955633021993e-20	0.25080069075590505	0.831	0.64	2.4231075099778786e-16
CAFs	AHNAK2	1.113204829446147e-47	0.25026264872673526	0.336	0.086	2.4237808751530957e-43
CCL FBs	ADAMDEC1	0	3.3412060950747615	0.997	0.12	0
CCL FBs	CCL13	0	2.9970712120422203	0.727	0.024	0
CCL FBs	APOE	2.8932529206384056e-204	2.304488417299081	0.936	0.243	6.299479584106e-200
CCL FBs	CCL8	4.495970101476084e-301	2.0744821675906024	0.666	0.029	9.789075701943879e-297
CCL FBs	CCL11	5.232364802223675e-108	1.5205197131704493	0.635	0.138	1.1392427883881608e-103
CCL FBs	CXCL1	9.620598171758773e-128	1.3718687130188343	0.598	0.103	2.0946928399370376e-123
CCL FBs	HAPLN1	0	1.358377962738268	0.767	0.037	0
CCL FBs	CFD	8.747398510967748e-183	1.3433840552301874	1	0.288	1.9045710777930077e-178
CCL FBs	TFPI2	2.4628429349964153e-161	1.3345291536453083	0.451	0.032	5.3623479223676954e-157
CCL FBs	CCL2	8.165859508756472e-104	1.2629538512663103	0.84	0.309	1.7779525908415467e-99
CCL FBs	ADAM28	0	1.2519432066095888	0.822	0.043	0
CCL FBs	ABCA8	7.716454551367763e-188	1.1868155960831939	0.807	0.145	1.680103649469303e-183
CCL FBs	EDIL3	7.924192396312963e-117	1.1356016492860574	0.899	0.377	1.7253344104492216e-112
CCL FBs	TMEM176B	1.615060646898013e-110	1.0526617509047502	0.957	0.455	3.516471546491044e-106
CCL FBs	IGLC2	3.510923244477565e-6	1.0321223359943847	0.396	0.274	0.07644333180201002
CCL FBs	SCARA5	6.798732082051652e-190	1.0296878574745059	0.788	0.116	1.480287936225106e-185
CCL FBs	RBP1	6.907127260557083e-111	0.9955056751331133	0.837	0.32	1.5038888184410938e-106
CCL FBs	IGHA2	2.690398574740761e-8	0.9887710679214397	0.178	0.084	5.857804816783059e-4
CCL FBs	STMN2	1.2919287809660311e-188	0.9433361291685004	0.543	0.04	2.8129165347973397e-184
CCL FBs	PTGDS	2.4400251525770684e-69	0.9157801471200873	0.656	0.209	5.312666764706051e-65
CCL FBs	CXCL14	1.378130580554765e-137	0.9066405027839695	0.954	0.246	3.0006037130418896e-133
CCL FBs	TMEM176A	3.2600912074905903e-91	0.8935949701746193	0.896	0.416	7.098196586069262e-87
CCL FBs	CTSC	4.692623941213537e-84	0.8823796508437729	0.807	0.366	1.0217250107204234e-79
CCL FBs	A2M	2.481639828820272e-72	0.8645694957593948	0.991	0.795	5.403274399290378e-68
CCL FBs	CFH	7.649522159875652e-70	0.860231010295921	0.893	0.528	1.6655304598697257e-65
CCL FBs	IL6ST	1.047253294376083e-69	0.8454134479843067	0.926	0.725	2.2801845978450454e-65
CCL FBs	PAPPA	2.3573624504478238e-91	0.8325889863407574	0.644	0.172	5.132685263360047e-87
CCL FBs	CP	6.614005822715061e-142	0.823314480777525	0.521	0.06	1.4400674877797503e-137
CCL FBs	CEBPD	1.0929661671934255e-61	0.7941010412248521	0.975	0.705	2.3797152358302453e-57
CCL FBs	IRF1	4.1753643612076714e-46	0.7765286420862951	0.794	0.513	9.091020823657463e-42
CCL FBs	LTBP4	5.762774312674376e-88	0.7704645442613546	0.923	0.492	1.2547288510985918e-83
CCL FBs	CHL1	2.394334884439332e-131	0.7554013060358781	0.62	0.108	5.213185343889757e-127
CCL FBs	CYGB	1.550224606573912e-80	0.7111882298831073	0.84	0.359	3.375304035893379e-76
CCL FBs	EMILIN1	1.1078839360762421e-76	0.698468287342982	0.945	0.493	2.412195694018802e-72
CCL FBs	SOCS3	2.746216483219894e-23	0.6957110188129574	0.758	0.539	5.979337148914675e-19
CCL FBs	NEGR1	2.5805218317200283e-85	0.6912109972238549	0.715	0.238	5.618570184204018e-81
CCL FBs	FHL2	1.3200092439849147e-66	0.6883399633795279	0.699	0.271	2.8740561269283546e-62
CCL FBs	QSOX1	2.7515975366767125e-72	0.6844101484731404	0.767	0.357	5.9910533166062065e-68
CCL FBs	WNT2B	1.1976430866930563e-94	0.6782535660732913	0.69	0.192	2.6076282926567913e-90
CCL FBs	FOS	3.2369861020817966e-33	0.6779822741227814	0.948	0.84	7.047889840062696e-29
CCL FBs	SFTA1P	1.8294529386453756e-222	0.665274179475619	0.469	0.014	3.9832678833125765e-218
CCL FBs	LINC01082	8.720104298792771e-95	0.6640780696456635	0.635	0.16	1.89862830897615e-90
CCL FBs	SELENOP	4.0078772210955035e-51	0.660053680800204	0.862	0.584	8.72635107349124e-47
CCL FBs	C1S	9.747784853470154e-60	0.6599406286399763	0.985	0.623	2.1223851961460566e-55
CCL FBs	CRYBG3	3.785323407392294e-64	0.6533023332419567	0.699	0.303	8.241784654915241e-60
CCL FBs	PLTP	1.980565114708071e-49	0.6511642459090377	0.675	0.307	4.312284424253883e-45
CCL FBs	EMID1	1.7409169625818908e-129	0.6487935899285023	0.684	0.134	3.7904985026295506e-125
CCL FBs	ADH1B	1.4062121618884586e-118	0.6471252083780515	0.807	0.174	3.061745740079741e-114
CCL FBs	MATN2	6.866400744514361e-68	0.6381655154094141	0.702	0.264	1.495021434103112e-63
CCL FBs	PHLDA1	5.46782257622158e-35	0.6274763801535826	0.779	0.444	1.1905090095207247e-30
CCL FBs	PTN	4.458240572051103e-51	0.6181491758703037	0.626	0.248	9.706927197526867e-47
CCL FBs	NOVA1	1.789889614158081e-93	0.6011916734862394	0.696	0.196	3.89712665690639e-89
CCL FBs	SMPDL3A	1.370453867869302e-93	0.5986800607563096	0.604	0.149	2.9838892065118312e-89
CCL FBs	TNFSF10	3.396831833426051e-45	0.5977709175849941	0.745	0.383	7.395921950918541e-41
CCL FBs	PTGS2	6.375254483081534e-54	0.5964718920383014	0.457	0.132	1.3880841586013426e-49
CCL FBs	VCAM1	1.0293723794666134e-76	0.5900876206130132	0.718	0.248	2.2412524818126574e-72
CCL FBs	P2RY14	1.1010940773615253e-110	0.587204501889246	0.503	0.077	2.397412134639249e-106
CCL FBs	PTGER4	5.046625631976532e-107	0.5781426013251352	0.561	0.105	1.0988017988502503e-102
CCL FBs	NFKBIA	2.982796094252555e-33	0.5738937334023713	0.859	0.671	6.494441936016088e-29
CCL FBs	JUND	7.729034503368021e-16	0.5684430020714148	0.902	0.857	1.6828426824183192e-11
CCL FBs	JUN	1.2786173140958582e-26	0.5667278215500913	0.966	0.895	2.783933477980912e-22
CCL FBs	RND3	9.051244096466984e-42	0.5624989944790516	0.758	0.428	1.9707273771237565e-37
CCL FBs	BASP1	2.523135153502114e-50	0.5537727378949235	0.666	0.273	5.493622169720153e-46
CCL FBs	ZFP36L2	7.653919411084147e-38	0.5444484103897118	0.951	0.809	1.6664878733753514e-33
CCL FBs	PLPP1	7.467264056595638e-45	0.529362950431342	0.837	0.525	1.6258474030425681e-40
CCL FBs	MCL1	7.507029308377154e-29	0.525014784314904	0.822	0.719	1.6345054913129578e-24
CCL FBs	ADGRL3	5.548186308831877e-89	0.5208546122024552	0.564	0.126	1.2080066050219645e-84
CCL FBs	FOSB	2.769816779233534e-18	0.5186995949655935	0.834	0.699	6.030722073425173e-14
CCL FBs	HAS2	3.18474992055353e-45	0.5169241129055315	0.469	0.156	6.934156002021201e-41
CCL FBs	FABP4	1.6288917770481958e-50	0.5038017058889286	0.466	0.134	3.546586066167037e-46
CCL FBs	BTG1	1.010010047079058e-37	0.5017245493403537	0.948	0.826	2.199094875505233e-33
CCL FBs	ZFP36	7.233458672551157e-20	0.4987506007494551	0.859	0.671	1.5749409567745632e-15
CCL FBs	EGR1	2.4567097312030036e-27	0.4977497840262364	0.883	0.691	5.3489940977483e-23
CCL FBs	GLUL	5.8702710592976605e-30	0.49285186151995164	0.776	0.515	1.2781341177408796e-25
CCL FBs	LRP1	2.3771447257581006e-49	0.48678542229066035	0.89	0.509	5.175757211393113e-45
CCL FBs	SCT	4.688229215192545e-139	0.4808769772688264	0.393	0.027	1.0207681470238728e-134
CCL FBs	ZFP36L1	1.567439290704557e-28	0.47985622884776435	0.954	0.853	3.412785567651032e-24
CCL FBs	WNT4	8.618250430947645e-106	0.4763478714319908	0.405	0.046	1.8764516663302305e-101
CCL FBs	FABP5	7.529618345056688e-49	0.47593487595237527	0.635	0.256	1.6394238022691926e-44
CCL FBs	FBLN5	2.1569283218746868e-45	0.4698658733426724	0.62	0.267	4.696280035217755e-41
CCL FBs	REV3L	3.962710724464789e-27	0.4697110982774172	0.66	0.419	8.628010060377185e-23
CCL FBs	CEBPB	1.4329131578706086e-24	0.46249316103435323	0.837	0.605	3.1198818186316764e-20
CCL FBs	GGT5	5.223651433957927e-41	0.4598963917997644	0.702	0.334	1.1373456267156596e-36
CCL FBs	ITIH5	3.8087542878114484e-31	0.4534706936704056	0.699	0.393	8.292800710851867e-27
CCL FBs	LSP1	2.4321208018082927e-71	0.44761348843545423	0.604	0.168	5.295456621777196e-67
CCL FBs	PRKAR2B	1.897343702810189e-54	0.44761177020911064	0.583	0.207	4.1310864441286247e-50
CCL FBs	PTCH1	8.579547086833737e-34	0.44744714736833063	0.552	0.245	1.8680247872163096e-29
CCL FBs	EPHA7	6.508571499642589e-142	0.44741729261171953	0.377	0.022	1.4171112726171809e-137
CCL FBs	CLEC2B	1.0022810915307751e-29	0.4363658719517064	0.706	0.425	2.182266620589957e-25
CCL FBs	PTGER2	1.3826322394767873e-76	0.4305706718216734	0.439	0.086	3.010405175012809e-72
CCL FBs	APOC1	1.421389448608932e-81	0.42923136057215766	0.34	0.045	3.0947912464562276e-77
CCL FBs	PITX1	7.14353550009103e-57	0.4224961307603218	0.617	0.209	1.55536198443482e-52
CCL FBs	PGRMC1	4.451544443784736e-25	0.42136620726258855	0.699	0.504	9.692347717452506e-21
CCL FBs	CD81	3.933856259439241e-36	0.4212527842939666	0.975	0.959	8.565185233677059e-32
CCL FBs	KLF4	4.9952617375197424e-23	0.4206187666351766	0.696	0.459	1.0876183381101735e-18
CCL FBs	TCIM	1.3136184163437147e-19	0.41861493590152465	0.641	0.39	2.86014137790517e-15
CCL FBs	NID1	8.825708730853404e-30	0.40548873225972615	0.779	0.493	1.9216215619687115e-25
CCL FBs	GRK5	3.7666351134468145e-34	0.3979569852473005	0.577	0.274	8.201094632507748e-30
CCL FBs	FGFR4	1.735300362855734e-122	0.39469254259752445	0.402	0.037	3.7782694800457894e-118
