cell_type_str_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Endothelial	SNX3	0.32668957187687814	0.06440182508103942	0.755	0.705	1
Endothelial	TGIF1	0.32750173301601165	0.04378037942867519	0.215	0.171	1
Endothelial	CBR3	0.32758669746292357	-0.01481799351840267	0.075	0.105	1
Endothelial	AC015912.3	0.3278863941915441	0.05317476248725614	0.117	0.086	1
Endothelial	ERO1B	0.3285657973546903	-0.029712897318511622	0.109	0.143	1
Endothelial	C11orf95	0.3287839572915757	0.03901244867475173	0.16	0.124	1
Endothelial	RPL7A	0.3301708270577276	0.014581485142401096	0.981	1	1
Endothelial	RPS21	0.33060438933675956	0.009024977874326323	0.906	0.924	1
Endothelial	MEPCE	0.3307388950842165	-0.025868444853196698	0.143	0.181	1
Endothelial	DAPK1	0.33091695893490064	-0.048405030330664164	0.087	0.114	1
Endothelial	FOXP1	0.33134863494223443	0.021426064172675785	0.682	0.638	1
Endothelial	DCK	0.33143045593576376	0.02719927608399536	0.141	0.105	1
Endothelial	TRAF5	0.3318714124418877	0.031933047103009204	0.107	0.076	1
Endothelial	USP25	0.3321212905847025	0.043312237696378264	0.181	0.143	1
Endothelial	SNHG7	0.33302368631034346	-0.038392431038234406	0.094	0.124	1
Endothelial	TM4SF1	0.3330650082780823	0.15328358598228586	0.925	0.848	1
Endothelial	HIVEP2	0.33371720615955985	0.04244669024725706	0.202	0.162	1
Endothelial	PER1	0.33400848140484624	-0.07857250834376506	0.32	0.352	1
Endothelial	NR2F2	0.3353009906019316	-0.06706739801858375	0.54	0.419	1
Endothelial	SNRNP25	0.3362481124132135	0.03491699391369121	0.107	0.076	1
Endothelial	SYNGAP1	0.33691529777998525	0.009114772693225595	0.109	0.076	1
Endothelial	MFHAS1	0.3383448902027626	0.030375847522450095	0.173	0.133	1
Endothelial	RPS27A	0.33868040715064485	-0.04479305529950972	0.992	0.981	1
Endothelial	EHD1	0.3406669329009809	0.06020643385093677	0.202	0.162	1
Endothelial	LOX	0.3406777731626646	-0.05819505833441413	0.179	0.219	1
Endothelial	CD55	0.3407930884422335	0.04200146188913095	0.241	0.19	1
Endothelial	RAI2	0.34144881987849157	0.029458235869940147	0.162	0.124	1
Endothelial	PRICKLE1	0.3415006579788581	-0.049479391572827255	0.113	0.143	1
Endothelial	USP1	0.3416823420004055	-0.04138745767201768	0.224	0.267	1
Endothelial	TMEM181	0.3418575215764608	-0.012576615075524378	0.407	0.324	1
Endothelial	CRTAP	0.3421534534377031	-0.004863194047221686	0.508	0.419	1
Endothelial	PPP1R15B	0.3444255089102959	0.03253043490691021	0.379	0.314	1
Endothelial	P4HA1	0.3444491667692284	0.03636764417087485	0.277	0.229	1
Endothelial	ZSCAN16-AS1	0.34445077426420956	0.027856954502966297	0.162	0.124	1
Endothelial	HNRNPA1	0.34456008321141063	-0.07290503082884581	0.465	0.486	1
Endothelial	NABP1	0.34523937843768593	-0.05539602880081848	0.128	0.162	1
Endothelial	TANC2	0.345669893800369	0.04287601028668153	0.181	0.143	1
Endothelial	TESC	0.3458319415892312	-0.02227579210129768	0.168	0.21	1
Endothelial	ID3	0.3477687447666335	-0.14721957536639296	0.789	0.771	1
Endothelial	NEAT1	0.34835536604692835	-0.024700031272343548	0.998	1	1
Endothelial	IFNGR1	0.35019737563651754	-0.07544261533483743	0.524	0.562	1
Endothelial	RCAN1	0.3520101227797436	0.0368077850230506	0.269	0.219	1
Endothelial	AC020916.1	0.35303704996097846	-0.08635814852596435	0.328	0.371	1
Endothelial	SLC25A5	0.3539021278267066	0.054305344857542126	0.644	0.6	1
Endothelial	SLC38A1	0.35482344649119185	0.011278718099444779	0.185	0.143	1
Endothelial	RPL22L1	0.3558955572574327	0.033088003920518694	0.471	0.41	1
Endothelial	SYNJ2	0.3561105546867481	-0.1005779073844994	0.245	0.276	1
Endothelial	PDCL3	0.35626051964347505	0.022483146723541042	0.171	0.133	1
Endothelial	HECA	0.35661764414970704	0.025363533069841848	0.307	0.257	1
Endothelial	NCOA3	0.3566338956407959	-0.046455078461585086	0.422	0.457	1
Endothelial	LMO2	0.35782031707457496	-0.040815311122816667	0.719	0.771	1
Endothelial	CMTM6	0.3579203144531539	0.06671898759501327	0.465	0.429	1
Endothelial	TINAGL1	0.35824607595984265	0.008196767204178501	0.623	0.581	1
Endothelial	TNFAIP3	0.35903032843225624	0.13224328596294904	0.269	0.238	1
Endothelial	RPIA	0.35929119706839235	0.04202411476774634	0.2	0.162	1
Endothelial	ABCB1	0.36131319634624853	0.0341988610282504	0.234	0.19	1
Endothelial	S100A4	0.36200097351853283	0.13310757401254203	0.213	0.267	1
Endothelial	HSPA8	0.36207073922861355	0.04004547104546319	0.802	0.714	1
Endothelial	LPIN2	0.36208638069384796	-0.04156739685306002	0.096	0.124	1
Endothelial	C17orf58	0.3650023518561208	-0.04610670709418818	0.113	0.143	1
Endothelial	TRIM38	0.3653329016801518	-0.04299656644267885	0.371	0.419	1
Endothelial	GBP1	0.3654966220408401	-0.057073565612165034	0.337	0.362	1
Endothelial	PNMA1	0.36676208832277163	0.03140591773753393	0.149	0.114	1
Endothelial	PRDX6	0.3675214116547458	0.010184577555887642	0.593	0.524	1
Endothelial	SRPX	0.3678208795278918	-0.10273803233340148	0.154	0.181	1
Endothelial	NRARP	0.36988865318650666	-0.03559872949577292	0.243	0.286	1
Endothelial	SMPD1	0.3698907008882422	0.04145379718909922	0.156	0.124	1
Endothelial	SUB1	0.3708205039828471	0.05768265892644597	0.708	0.676	1
Endothelial	MFSD1	0.3708380838560287	0.04069260330573807	0.243	0.2	1
Endothelial	MSX1	0.37223261897568644	0.07692884849536316	0.234	0.2	1
Endothelial	SLBP	0.3749135650604163	0.05950235721831659	0.235	0.2	1
Endothelial	PITPNC1	0.3751079854161112	0.022874814878806382	0.478	0.419	1
Endothelial	RANBP1	0.37529609071384806	0.05145625372955542	0.524	0.467	1
Endothelial	SATB1	0.3771706026815894	-0.05664862318546843	0.153	0.181	1
Endothelial	GPR146	0.37726646583669987	-0.06203804961358189	0.362	0.4	1
Endothelial	RRM1	0.3776965786902368	0.041021376436975954	0.156	0.124	1
Endothelial	LITAF	0.3786551019405431	-0.04903117642205479	0.39	0.41	1
Endothelial	DBR1	0.37945830746770365	-0.06055400284108689	0.115	0.143	1
Endothelial	FAM177A1	0.3796046214471136	-0.06583266701175233	0.365	0.4	1
Endothelial	LRRC75A	0.3802942624435971	0.04378037942867519	0.205	0.171	1
Endothelial	RPA3	0.38077311788150897	-0.025199490502965133	0.181	0.219	1
Endothelial	CARD8	0.38092485291199063	-0.042135417317068796	0.19	0.229	1
Endothelial	HOXD1	0.38137964725467105	0.05317476248725608	0.166	0.133	1
Endothelial	MCF2L	0.38194947623886827	-0.09242479635075218	0.608	0.581	1
Endothelial	ZBTB20	0.38238020710655624	-0.12053017804581967	0.844	0.838	1
Endothelial	SKI	0.3838720664983259	-0.03605637124068661	0.384	0.438	1
Endothelial	NOV	0.38407819308806074	-0.31893937162166663	0.126	0.152	1
Endothelial	MGST2	0.38563247770076714	0.05364107165868093	0.74	0.676	1
Endothelial	LTA4H	0.3862533183375142	-0.03010980147137038	0.234	0.276	1
Endothelial	CKAP5	0.38626277480215	0.031760667983439655	0.147	0.114	1
Endothelial	CYTOR	0.38649984242219637	0.030236693854830757	0.104	0.076	1
Endothelial	TMEM70	0.3865011936980215	0.008299796258462833	0.303	0.257	1
Endothelial	CHSY1	0.3867515313456678	-0.004644808401570222	0.471	0.39	1
Endothelial	SDCBP	0.3871463062692893	-0.1711908964823785	0.727	0.724	1
Endothelial	FAM84B	0.3878237572794207	-0.03368904569815118	0.298	0.333	1
Endothelial	DISC1	0.38848661156455544	0.022537793025366223	0.126	0.095	1
Endothelial	KIF2A	0.38860597195856394	0.019062927980392913	0.169	0.133	1
Endothelial	STAT1	0.38932977719756945	-0.062249139509876206	0.134	0.162	1
Endothelial	TCF7L2	0.38980895312407837	0.04795281850610433	0.343	0.305	1
Endothelial	EIF4A3	0.3901755515644766	-0.07214864971943696	0.316	0.352	1
Endothelial	FES	0.3903005395633062	-0.03542719858195037	0.256	0.295	1
Endothelial	OTUD6B	0.39079138250763745	0.034621354591508335	0.156	0.124	1
Endothelial	HLA-DMB	0.3921131698612441	-0.05752580041347749	0.169	0.2	1
Endothelial	TPM2	0.3929446271297699	0.1525604330039233	0.186	0.152	1
Endothelial	TDRD3	0.39347049872669804	0.028802283075019586	0.179	0.143	1
Endothelial	PRPS1	0.39394559241404276	-0.0389405264205496	0.141	0.171	1
Endothelial	CDIP1	0.39456756485199346	0.023037668067017347	0.158	0.124	1
Endothelial	EXT1	0.3959278660350879	0.06212737375937005	0.298	0.257	1
Endothelial	CKLF	0.39785007144470735	-0.018854430379472653	0.217	0.257	1
Endothelial	NBEA	0.39873329089909293	0.023122417420854344	0.104	0.076	1
Endothelial	MXI1	0.3987387194520486	0.05666865174151192	0.213	0.181	1
Endothelial	TUBB2A	0.39908079969384025	0.015952051996647815	0.207	0.171	1
Endothelial	MAPKAP1	0.3994227561574016	0.04643724023951354	0.175	0.143	1
Endothelial	SENP7	0.400610176421279	-2.3707918555809782e-4	0.296	0.248	1
Endothelial	SLFN12	0.4018136433299612	-4.004538530455459e-4	0.183	0.143	1
Endothelial	ATRX	0.40193333883441174	0.05596638942485188	0.825	0.762	1
Endothelial	PHYKPL	0.4035367447081877	0.020598592052643222	0.124	0.095	1
Endothelial	APOL3	0.4035473715170014	-0.0610238663282871	0.341	0.381	1
Endothelial	TMBIM1	0.4039726612929776	-0.04437005511848524	0.311	0.352	1
Endothelial	SLF1	0.40402780143366424	0.029879199883733998	0.113	0.086	1
Endothelial	MSH6	0.40421121465517795	-0.027364099996756208	0.149	0.181	1
Endothelial	SLC12A6	0.4068462060225754	0.013139764405598553	0.213	0.171	1
Endothelial	PLCG2	0.40702401102516134	-0.04746876329243138	0.232	0.267	1
Endothelial	RBM43	0.4085933918068538	0.01658837173342434	0.203	0.162	1
Endothelial	AGPAT4	0.40912144111718335	0.030135972256437743	0.145	0.114	1
Endothelial	SNRPN	0.4095102982366015	-0.08346705255165904	0.196	0.219	1
Endothelial	GNAQ	0.4099626885890297	-0.08406297792964335	0.642	0.619	1
Endothelial	ACADS	0.4102474466869718	-0.038856899230513844	0.081	0.105	1
Endothelial	HIPK1	0.41091491985053524	0.052281506510041154	0.313	0.276	1
Endothelial	ODF2L	0.41093961351975694	-0.05622616270757519	0.318	0.352	1
Endothelial	PPP1R16B	0.4121836137079289	-0.02865525576037603	0.256	0.295	1
Endothelial	ENC1	0.41334624070430503	-0.03139781768343111	0.098	0.124	1
Endothelial	CSK	0.4136558935444339	-0.021498980544358087	0.105	0.133	1
Endothelial	PKP4	0.4138912711838839	-0.021899413610649066	0.61	0.495	1
Endothelial	CDK6	0.41398324104544637	-0.060153922819747074	0.243	0.276	1
Endothelial	PCGF6	0.4142815263554309	0.026183313944936434	0.113	0.086	1
Endothelial	CCDC69	0.41439929150506	0.04877915101421798	0.435	0.381	1
Endothelial	PDGFA	0.41459306116695904	0.1025550712592391	0.169	0.143	1
Endothelial	CAP1	0.4149033577020513	0.08199367692872672	0.695	0.657	1
Endothelial	RHOQ	0.4159509550000191	0.02086973592466919	0.124	0.095	1
Endothelial	S100A16	0.4160581337409788	0.0661027797795295	0.782	0.771	1
Endothelial	RBMS3	0.41606378053096593	0.027126405341045934	0.384	0.343	1
Endothelial	WNT2B	0.416351137103751	0.021697103610573143	0.136	0.105	1
Endothelial	SPRED1	0.4165747450891473	0.03333642026759187	0.269	0.219	1
Endothelial	DUSP14	0.41688523635949853	0.020331972159816775	0.136	0.105	1
Endothelial	SEMA6D	0.4169279389723314	0.03826147863653852	0.111	0.086	1
Endothelial	TFDP2	0.417356450425949	-0.06119613239819083	0.243	0.276	1
Endothelial	CXCL2	0.4178837186920757	0.05002911660933684	0.177	0.21	1
Endothelial	PDGFD	0.4179887902598482	-0.028053993090693896	0.211	0.248	1
Endothelial	MHENCR	0.41851436409189446	0.028194279518814508	0.102	0.076	1
Endothelial	TIAM1	0.4222153605083101	-0.01650515815073389	0.089	0.114	1
Endothelial	USP8	0.4227672190313585	-0.0931104261998369	0.452	0.448	1
Endothelial	ARHGEF17	0.4233655442197745	-0.0147593476514533	0.089	0.114	1
Endothelial	TBC1D9	0.42496783009687183	0.05364107165868093	0.288	0.257	1
Endothelial	SMCO4	0.425335422222054	0.03578301977538681	0.132	0.105	1
Endothelial	MYADM	0.4255879105625619	-0.011363758650315137	0.556	0.476	1
Endothelial	SSH1	0.4256965352770541	0.0673960752103322	0.339	0.305	1
Endothelial	TMC6	0.4262590261779934	0.04786407555001837	0.151	0.124	1
Endothelial	KIAA1211L	0.4262668211566726	0.021900334990197445	0.252	0.21	1
Endothelial	IGLC3	0.4272126250235797	1.4986922034982928	0.177	0.143	1
Endothelial	KIF16B	0.4282046968661787	-0.0278930606015257	0.124	0.152	1
Endothelial	DDB2	0.4293392240474557	-0.02711211561845439	0.166	0.2	1
Endothelial	MRPL1	0.42985853472681523	0.028167080106320158	0.186	0.152	1
Endothelial	SEMA6C	0.43031539235325217	0.041608126115790706	0.213	0.181	1
Endothelial	TXNDC15	0.4320209778785309	0.015607358124477222	0.303	0.257	1
Endothelial	ISYNA1	0.43346631357284177	-0.014647833851505115	0.122	0.152	1
Endothelial	RSL24D1	0.4337456802945769	-0.05566401754689515	0.443	0.476	1
Endothelial	IL15	0.43468806926558123	0.03664546053604539	0.183	0.152	1
Endothelial	SEL1L	0.4365685000299043	0.017156463298100166	0.394	0.343	1
Endothelial	RPL21	0.4366958939107316	-0.11128652300801267	0.974	0.962	1
Endothelial	TCOF1	0.4367328047663226	0.016319670098101743	0.102	0.076	1
Endothelial	JPT1	0.4388737636103663	0.06368914506618395	0.271	0.238	1
Endothelial	LYSMD2	0.43924499523580784	0.004615276407574087	0.354	0.295	1
Endothelial	TNXB	0.4395542639599118	0.04441558239737453	0.222	0.19	1
Endothelial	N4BP2	0.4396152086448017	0.03984478638339853	0.141	0.114	1
Endothelial	RIMKLB	0.43999646416454496	-0.04415358147330596	0.119	0.143	1
Endothelial	GNA13	0.4402946136134378	0.04588078412470231	0.232	0.2	1
Endothelial	SNAI1	0.4407302341504019	0.084573183944819	0.29	0.257	1
Endothelial	PLIN2	0.44116467924473207	0.004509590505975103	0.169	0.133	1
Endothelial	SAMHD1	0.44117043730622696	0.0259591635036604	0.303	0.257	1
Endothelial	NUB1	0.44163869900335245	0.03268481294653447	0.367	0.324	1
Endothelial	DNAJB6	0.4431030782915521	0.03227441060968894	0.296	0.257	1
Endothelial	CA5B	0.4447471492793519	-0.023099014868736056	0.107	0.133	1
Endothelial	CHD6	0.4457686251797836	-0.048287112754912764	0.358	0.295	1
Endothelial	RNF217	0.44649419367097476	0.01741520589972817	0.279	0.238	1
Endothelial	USP15	0.44682204113286567	-0.03535291502033755	0.2	0.229	1
Endothelial	AFAP1L2	0.44764600294028817	-0.01641852931193906	0.102	0.076	1
Endothelial	MKL2	0.44865153294683996	-0.12497263885026477	0.552	0.562	1
Endothelial	CBLB	0.4489964364310532	0.04378037942867519	0.213	0.181	1
Endothelial	USPL1	0.44955819195592106	-0.019732008320831718	0.107	0.133	1
Endothelial	BOLA1	0.4499316828888871	-0.0393952725062013	0.119	0.143	1
Endothelial	ELN	0.45169202861241053	0.05958797732196924	0.215	0.181	1
Endothelial	RIPK2	0.45226371734865856	-0.0080359685576403	0.115	0.143	1
Endothelial	MORC3	0.45326403359439754	-0.04223542231740218	0.128	0.152	1
Endothelial	RNF125	0.4546923608870724	-0.008646365673815104	0.299	0.248	1
Endothelial	PIK3R1	0.4564776158634776	-0.00578494362327614	0.267	0.229	1
Endothelial	EVL	0.45749570194379846	0.007108638985127397	0.122	0.095	1
Endothelial	DLC1	0.45757971239087825	0.02156102604615151	0.618	0.552	1
Endothelial	USP38	0.4578024690852246	0.03212135328942381	0.211	0.181	1
Endothelial	ZNF570	0.4584340595565432	-0.01641852931193906	0.107	0.133	1
Endothelial	RPS25	0.4606501484426897	0.01690667528794043	0.718	0.648	1
Endothelial	ARHGAP31	0.460706886983911	0.03187392040433101	0.497	0.467	1
Endothelial	LGALSL	0.4612225367473771	-0.04446370707665995	0.154	0.181	1
Endothelial	SGK1	0.4614176956199555	-0.16034020994677967	0.495	0.514	1
Endothelial	LRRC1	0.463164027881057	-0.06886825313050637	0.168	0.19	1
Endothelial	ITIH5	0.46388927940269736	-0.14317921605932193	0.292	0.248	1
Endothelial	TDP2	0.4652647349612734	-0.008143143950272907	0.156	0.124	1
Endothelial	COL1A2	0.4657097638297766	0.20397966644858595	0.111	0.086	1
Endothelial	SHROOM1	0.4664952808648455	0.042340420321545946	0.119	0.095	1
Endothelial	ARPC5	0.4669902429131651	0.04666008146606232	0.386	0.362	1
Endothelial	AIF1L	0.46741881368555455	0.014852083480577843	0.173	0.21	1
Endothelial	DDX39A	0.4675459810995489	-0.059737342934530924	0.262	0.286	1
Endothelial	RPS6KA3	0.46809534452993146	0.023140448271640524	0.512	0.467	1
Endothelial	PXDC1	0.4681746374590973	-0.035493615710003146	0.284	0.314	1
Endothelial	AKT3	0.46820888005054456	-0.014543411567694814	0.168	0.2	1
Endothelial	RAD21	0.46827274533183066	0.0050063709965402214	0.591	0.524	1
Endothelial	HEY1	0.4687487497353483	-0.05266756479155088	0.264	0.295	1
Endothelial	SOX7	0.46944793144325125	-0.12072085399262694	0.418	0.429	1
Endothelial	SYPL1	0.47152418451759787	-0.052515188192492124	0.689	0.705	1
Endothelial	CLSTN3	0.4715660947911166	0.048464438187072995	0.267	0.238	1
Endothelial	CDKN2D	0.4728450726314821	-0.02049624221358759	0.196	0.229	1
Endothelial	TGFB1	0.472891469624658	-0.04993603343655467	0.273	0.295	1
Endothelial	TNRC6C	0.474185349822763	0.002079311606137807	0.232	0.19	1
Endothelial	RNF19A	0.47560017157162127	0.07052340082186909	0.367	0.333	1
Endothelial	SRGAP2C	0.4787521819323735	0.01568641888271105	0.183	0.152	1
Endothelial	DNTTIP2	0.4804251051871101	-0.03033451728009623	0.301	0.333	1
Endothelial	CMSS1	0.48045546495296854	-0.024990010362080123	0.196	0.229	1
Endothelial	SPTY2D1	0.48109953075491085	0.023505067000508778	0.181	0.152	1
Endothelial	SEC11C	0.48259859574714487	-0.048901677969380275	0.284	0.305	1
Endothelial	HSF2	0.48265831938780146	0.027856954502966103	0.119	0.095	1
Endothelial	RCBTB2	0.48278178081514167	0.014115326650669835	0.183	0.152	1
Endothelial	GK5	0.4845312974831765	0.032488123878534225	0.128	0.105	1
Endothelial	MAP3K2	0.4852622176723428	0.044750112828004396	0.352	0.324	1
Endothelial	IFIH1	0.48587168315907314	-0.044499320246413815	0.194	0.219	1
Endothelial	KIF1B	0.4859832060584701	0.021697103610573143	0.151	0.124	1
Endothelial	PTPN4	0.4868282680798827	0.02752533453640535	0.119	0.095	1
Endothelial	GIMAP2	0.48749615705409977	-0.006794062960249786	0.218	0.181	1
Endothelial	STX7	0.48795164394321844	-0.055063452998185436	0.26	0.286	1
Endothelial	GMDS	0.48824382864247057	0.040177438891006945	0.168	0.143	1
Endothelial	CD79B	0.48884946966236575	0.05120431849995738	0.217	0.19	1
Endothelial	RPS7	0.48955134654785387	-0.012075755832404944	0.979	0.981	1
Endothelial	FURIN	0.489605750769015	0.04457625723202435	0.348	0.324	1
Endothelial	P2RY8	0.49061506803380106	-0.02647739646036315	0.102	0.124	1
Endothelial	OAS2	0.4915919718391548	0.020134908409055935	0.183	0.152	1
Endothelial	ANKRD36B	0.4934534431973359	-0.01650515815073389	0.092	0.114	1
Endothelial	HLA-DQB1	0.4966673963742227	0.02594794978704215	0.139	0.114	1
Endothelial	PPFIBP1	0.49789387235741533	-0.2088395632159471	0.567	0.543	1
Endothelial	ZC3H12A	0.49803302230740737	0.043973073745431274	0.117	0.095	1
Endothelial	YES1	0.4991429004723881	0.03434181415416404	0.569	0.514	1
Endothelial	TAB2	0.4993106504231201	0.01332885394005634	0.213	0.181	1
Endothelial	RPL23	0.4996284110954098	-0.037113999073776105	0.957	0.914	1
Endothelial	RHOBTB1	0.5004916486262645	0.026615489414901272	0.19	0.162	1
Endothelial	SC5D	0.5008598376975932	-0.021673128309176323	0.085	0.105	1
Endothelial	PLCB1	0.5012214813907891	0.07155322623866467	0.379	0.362	1
Endothelial	TNFAIP2	0.5012444076483431	-0.010187979561303018	0.363	0.39	1
Endothelial	GBP2	0.501902161499118	-0.07797850773229914	0.397	0.4	1
Endothelial	LYN	0.5021355775445803	0.020739486734102253	0.282	0.248	1
Endothelial	EPS8	0.5022139141149804	0.02415606859822028	0.399	0.352	1
Endothelial	MSH3	0.5023853604371409	-0.035080285267631156	0.156	0.181	1
Endothelial	DSTN	0.5035888882139927	0.020759353033905192	0.896	0.819	1
Endothelial	ATP2B1-AS1	0.5036764191277807	-0.03238312587439046	0.13	0.152	1
Endothelial	FYCO1	0.5054949147809291	0.017042495509418	0.128	0.105	1
Endothelial	MED29	0.5067063887678234	-0.04738958090707715	0.169	0.19	1
Endothelial	MIF4GD	0.5074851060394658	-0.017784326453237825	0.154	0.181	1
Endothelial	TSC22D3	0.508402339245164	-0.014995723901879643	0.687	0.714	1
Endothelial	PKD2	0.5085643239913962	-0.03241716784814752	0.271	0.229	1
Endothelial	SRGAP1	0.5089398004494434	0.015147366898016879	0.243	0.21	1
Endothelial	PIK3R3	0.5096564245022124	0.09367412432202193	0.446	0.41	1
Endothelial	CEP135	0.5101111057611758	0.02115943305524509	0.158	0.133	1
Endothelial	FOXN3	0.5109508341015505	0.005730674708985015	0.109	0.086	1
Endothelial	SEC61B	0.5120481639125265	-0.06783037031808625	0.774	0.714	1
Endothelial	DOC2B	0.514321900229114	0.0271488227608766	0.392	0.362	1
Endothelial	STARD8	0.5146431593755482	-0.04729576787637846	0.196	0.219	1
Endothelial	NOTCH4	0.515254767042632	0.026183313944936434	0.117	0.095	1
Endothelial	ASS1	0.5155690984149315	0.035634611454354675	0.218	0.19	1
Endothelial	LTBP3	0.5180274408800642	0.03980452792408451	0.418	0.381	1
Endothelial	AGO2	0.5188345319652468	0.018195043591229365	0.407	0.362	1
Endothelial	HNRNPDL	0.5194235310613047	0.027551657599358514	0.748	0.733	1
Endothelial	NFATC1	0.5213976209287354	-0.016293924758173872	0.128	0.152	1
Endothelial	MNAT1	0.5217043189837398	-0.01952706928947609	0.137	0.162	1
Endothelial	PTAFR	0.5224968531188647	-0.0051813587419975715	0.162	0.19	1
Endothelial	LMO4	0.5229216938849196	-0.044034540939863864	0.38	0.41	1
Endothelial	SYNE2	0.5232864207703556	-0.11129243042577985	0.821	0.781	1
Endothelial	PLXDC2	0.5233605469251145	-0.06633578189532818	0.345	0.362	1
Endothelial	IVNS1ABP	0.5235551545653432	0.029702747459260936	0.476	0.514	1
Endothelial	NR3C1	0.5245396752456137	0.012134212616988771	0.294	0.267	1
Endothelial	AKR1C3	0.5247059323709574	-0.08700117285593512	0.239	0.257	1
Endothelial	GNAI1	0.5250630691627065	0.04069260330573807	0.209	0.181	1
Endothelial	LRIF1	0.5252614922376455	-0.031231961867040373	0.113	0.133	1
Endothelial	RPL23A	0.5253600311001483	-0.10365043083581704	0.953	0.962	1
Endothelial	RAP1A	0.5259804820700305	0.027434210890667443	0.527	0.486	1
Endothelial	MICU3	0.5269944385033487	-0.0049841516862761115	0.171	0.143	1
Endothelial	KCNK6	0.5274332761109662	-0.049479391572827255	0.096	0.114	1
Endothelial	TRIB2	0.5275477930294631	-0.04239586789804367	0.264	0.286	1
Endothelial	PLK3	0.5284422939696659	0.032861135087542	0.115	0.095	1
Endothelial	PRDM2	0.5292997997151676	0.026506515405094924	0.105	0.086	1
Endothelial	ACTR3	0.5298835623919735	0.07892968822441182	0.633	0.619	1
Endothelial	RPL36A	0.5304612299686304	-0.013528261659888074	0.49	0.419	1
Endothelial	CHST2	0.5305471947435623	-0.033454716464507095	0.087	0.105	1
Endothelial	RAB30	0.5310907956267421	0.02752533453640535	0.105	0.086	1
Endothelial	NLRP1	0.5325928401951013	-0.059760299512165105	0.134	0.152	1
Endothelial	LTC4S	0.5326765338496644	-0.021607126065076088	0.275	0.238	1
Endothelial	TRIM2	0.5339396399248582	-0.04011973363761895	0.139	0.162	1
Endothelial	PDK4	0.5350650696803394	-0.3238404897153122	0.599	0.581	1
Endothelial	DPYD	0.535779230909305	0.023122417420854344	0.105	0.086	1
Endothelial	CBX4	0.5365102913007727	-0.045265310325996455	0.209	0.229	1
Endothelial	PCNX1	0.5374266667348835	-0.03499853678431189	0.222	0.248	1
Endothelial	DSTYK	0.5377475214912582	0.03853321249430791	0.243	0.219	1
Endothelial	NAP1L4	0.5380154146005167	0.04242641593582269	0.38	0.352	1
Endothelial	DPYSL3	0.5382908499226623	0.034736588516503186	0.524	0.495	1
Endothelial	MCUB	0.5389633458342047	0.018349138668196652	0.2	0.171	1
Endothelial	RNF24	0.5399837767180039	0.02114551991497922	0.105	0.086	1
Endothelial	DLL4	0.5405531899858529	0.03712305347674816	0.307	0.362	1
Endothelial	HIST1H1C	0.5406132676683272	0.0717511480601915	0.153	0.133	1
Endothelial	RGS16	0.5410395251610662	-0.06510803465700576	0.209	0.181	1
Endothelial	KCNQ1OT1	0.5412275333360337	-0.17002581600041744	0.469	0.476	1
Endothelial	CUTC	0.5419395864033869	-0.03156646596783452	0.186	0.21	1
Endothelial	NUCB2	0.5422602738768076	-0.05918992061414097	0.501	0.524	1
Endothelial	SNN	0.5439749706812775	-0.011363758650315164	0.094	0.114	1
Endothelial	DHX8	0.5454011789939363	-0.03156646596783448	0.105	0.124	1
Endothelial	KRAS	0.5464937453388063	-0.05431870812071182	0.429	0.448	1
Endothelial	RNF152	0.5469404985625709	0.03105695723363719	0.145	0.124	1
Endothelial	HERPUD2	0.5470539129843741	-0.026401636014855456	0.222	0.248	1
Endothelial	NUCKS1	0.5471289411240088	0.06467604796649251	0.849	0.8	1
Endothelial	GPSM3	0.5477027830043653	-0.004719215931646564	0.126	0.105	1
Endothelial	RPL13A	0.5481174444511896	-0.03435327687501388	0.987	0.971	1
Endothelial	DEDD2	0.5498035476085785	-0.013045844833299985	0.104	0.124	1
Endothelial	CPEB4	0.5506819999533228	0.011559881251621995	0.267	0.238	1
Endothelial	KRT8	0.5510768227215301	-0.21621918597037645	0.104	0.124	1
Endothelial	HYAL1	0.5512528531506872	-0.017351800494937647	0.209	0.238	1
Endothelial	TMEM140	0.5534956555456352	-0.023559031744133374	0.203	0.229	1
Endothelial	POMP	0.5536269103879123	0.036318372164755086	0.804	0.752	1
Endothelial	RHOG	0.5537177800032317	0.03243886400807788	0.256	0.229	1
Endothelial	MFGE8	0.5545048698777826	-0.02230778032963232	0.249	0.276	1
Endothelial	MACF1	0.5545657975327181	0.03225686382557513	0.782	0.762	1
Endothelial	SLFN11	0.5549100842211694	-0.06860008748504381	0.252	0.276	1
Endothelial	HMCES	0.556167809430942	0.011513056003439603	0.156	0.133	1
Endothelial	AC023157.3	0.5562931970099927	0.032583781043328874	0.188	0.162	1
Endothelial	EIF3L	0.5565500265779382	-7.407712590277171e-4	0.601	0.533	1
Endothelial	CYB5B	0.5571438605833493	-0.018284201494888908	0.299	0.333	1
Endothelial	NTHL1	0.5571866455514736	0.029335151372277046	0.228	0.2	1
Endothelial	SPOCK2	0.5575112158158737	-0.008143143950272907	0.122	0.143	1
Endothelial	HBP1	0.5581319824022972	-0.046286031043381914	0.42	0.419	1
Endothelial	CTSZ	0.5588024461942108	0.01288529660299953	0.621	0.581	1
Endothelial	EFNB2	0.5598366956152482	0.06160268919650713	0.556	0.59	1
Endothelial	DNAJC15	0.5607323385593468	0.0058286418900577175	0.475	0.429	1
