cell_type_epi_custom	Gene	key	Pathway	Normal	Tumor	diff
TC1	NOTCH3	receptors	NOTCH	0.003348537104154325	0.02248980036758558	0.019141263263431255
TC3	FZD10	receptors	WNT	0	0.019126515229719296	0.019126515229719296
Tuft	BMP7	ligands	BMP	0	0.018990333713971103	0.018990333713971103
Tuft	DLL3	ligands	NOTCH	0	0.018990333713971103	0.018990333713971103
Goblet	TGFBR1	receptors	TGFB	0.017271231446070824	0.03624841090270048	0.018977179456629654
Stem	JAG1	ligands	NOTCH	0.09473168503766685	0.11365337305978607	0.018921688022119215
Imma. Gob. 1	TNFRSF1B	receptors	TNFSF10	0.009901554632373768	0.028751537109471304	0.018849982477097536
Stem/TA 1	ACVR2B	receptors	TGFB	0.016366287570032848	0.03520603125579471	0.018839743685761863
Goblet	MST1	ligands	MST	0.007990169228356717	0.02665950694461328	0.018669337716256562
TC2	TNFRSF10B	receptors	TRAIL	0.08769041134983623	0.1062779254171816	0.01858751406734538
Imma. Gob. 2	FZD3	receptors	WNT	0.03452061314552264	0.05309499029825287	0.018574377152730227
Tuft	ACVR1	receptors	TGFB	0.0060484047169279695	0.024544650263398013	0.018496245546470044
TC4	EFNA2	ligands	EPHRIN	0	0.018391287220045717	0.018391287220045717
Imma. Gob. 1	LGR4	receptors	WNT AMP	0.09755901020624021	0.11582166381450311	0.018262653608262902
Ent. Prog. 1	WNT5B	ligands	WNT	0.004728446862318232	0.022708359837561386	0.017979912975243154
TC4	ACVR1B	receptors	TGFB	0.14853153869141686	0.166463121830677	0.017931583139260132
TC2	FZD6	receptors	WNT	0.009973340727481227	0.027844049651784157	0.017870708924302932
Imma. Gob. 2	LGR5	receptors	WNT AMP	0.009601295217872369	0.027443294576717993	0.017841999358845624
Goblet	ERBB2	receptors	EGF	0.07112977863497288	0.08887588134853333	0.017746102713560447
TC4	FZD1	receptors	WNT	0	0.017404272813458646	0.017404272813458646
Stem/TA 3	EFNB1	ligands	EPHRIN	0.1098856180178832	0.12708337370443562	0.01719775568655242
Stem/TA 2	BMPR2	receptors	BMP	0.07608228063632545	0.09314123584095733	0.01705895520463188
TC4	WNT3	ligands	WNT	0	0.016995577541902077	0.016995577541902077
Stem/TA 2	JAG2	ligands	NOTCH	0.014168790058786586	0.031102758102048825	0.01693396804326224
Enterocytes 1	WNT5B	ligands	WNT	0.002078402340509581	0.01900286773674323	0.016924465396233646
Imma. Gob. 2	EPHB4	receptors	EPHRIN	0.07707472940112604	0.09385480731562545	0.01678007791449941
TC3	FZD7	receptors	WNT	0.04751529049862463	0.06427562085588705	0.016760330357262418
Imma. Gob. 2	JAG2	ligands	NOTCH	0.016529676704739035	0.033086361403329066	0.01655668469859003
TC2	EPHA4	receptors	EPHRIN	0	0.016344833753093823	0.016344833753093823
Goblet	FGFR3	receptors	FGF	0.09198238026328852	0.10817896811359959	0.01619658785031107
Enterocytes 3	VEGFB	ligands	VEGF	0.04283045612437575	0.058991249409357044	0.016160793284981295
Tuft	LTBP1	ligands	TGFB	0.0031269798764887525	0.018990333713971103	0.01586335383748235
TC4	EPHA4	receptors	EPHRIN	0.049510512897138946	0.06523759957776898	0.015727086680630033
Enterocytes 2	TGFBR1	receptors	TGFB	0.005611667732650449	0.02132872986667213	0.015717062134021683
Stem/TA 1	TGFBR1	receptors	TGFB	0.010477370462223308	0.0261691997247127	0.015691829262489392
Tuft	JAG1	ligands	NOTCH	0.029649007749402857	0.045148450219237385	0.015499442469834528
TC4	FGF2	ligands	FGF	0	0.015430244000284508	0.015430244000284508
Stem/TA 3	ERBB2	receptors	EGF	0.05542959742303434	0.07084477506772345	0.01541517764468911
Imma. Gob. 2	EPHB3	receptors	EPHRIN	0.16343983494890393	0.17882554278771248	0.015385707838808549
Stem/TA 1	EFNA3	ligands	EPHRIN	0.020014104653792286	0.035369082154830596	0.01535497750103831
Enterocytes 2	JAG2	ligands	NOTCH	0.00413079368629288	0.01943403309981155	0.01530323941351867
Enterocytes 3	FZD6	receptors	WNT	0.02284223070756054	0.03812254189846926	0.01528031119090872
Ent. Prog. 1	FGFR4	receptors	FGF	0.01793865097612885	0.03320837683338548	0.015269725857256635
Ent. Prog. 2	TGFBR2	receptors	TGFB	0.04512973940876954	0.06036978536016399	0.01524004595139445
Enterocytes 2	DLL4	ligands	NOTCH	0.00619619052943932	0.02132872986667213	0.015132539337232812
Tuft	INHBB	ligands	TGFB	0	0.015049483406412463	0.015049483406412463
TC4	NOTCH3	receptors	NOTCH	0	0.014782477320645292	0.014782477320645292
Enterocytes 3	FZD10	receptors	WNT	0	0.014747812352339261	0.014747812352339261
TC1	ACVR1	receptors	TGFB	0.027904475867952708	0.04243361837685871	0.014529142508906003
Stem/TA 3	FZD6	receptors	WNT	0.022984410247887964	0.03738412483733327	0.014399714589445306
Stem/TA 2	FZD7	receptors	WNT	0.04471985980081193	0.059061832700854945	0.014341972900043014
Stem/TA 2	WNT5B	ligands	WNT	0.005977993647897515	0.01999463020845996	0.014016636560562446
Tuft	FZD10	receptors	WNT	0.001209680943385594	0.015049483406412463	0.013839802463026869
Tuft	IGF1	ligands	IGF	0.001209680943385594	0.015049483406412463	0.013839802463026869
Stem/TA 3	EFNA3	ligands	EPHRIN	0.01179824988187141	0.02561370101650401	0.0138154511346326
TC3	EPHA4	receptors	EPHRIN	0.025305716680568375	0.0390899154876056	0.013784198807037223
Tuft	IHH	ligands	HEDGEHOG	0.014721726356676661	0.028485500570956654	0.013763774214279993
Stem	BMP7	ligands	BMP	0	0.013680097842454808	0.013680097842454808
Stem/TA 2	VEGFB	ligands	VEGF	0.0882450835581648	0.10165022842616053	0.013405144867995739
TC1	EPHB6	receptors	EPHRIN	0.004464716138872433	0.017827352684611646	0.013362636545739213
TC3	MST1R	receptors	MST	0.09982898464349974	0.1131742564775091	0.013345271834009367
TC1	FZD6	receptors	WNT	0.0765530972402326	0.08977449677988107	0.013221399539648473
Goblet	EPHB3	receptors	EPHRIN	0.003995084614178359	0.017198594607965537	0.013203509993787178
Goblet	JAG2	ligands	NOTCH	0.003495699037406064	0.0166621918403833	0.013166492802977237
Stem	TNFRSF1A	receptors	TNFSF10	0.25062332776329904	0.2636665166566295	0.013043188893330449
Stem/TA 3	FGF9	ligands	FGF	0.0029495624704678524	0.01591613057052024	0.012966568100052388
Enterocytes 3	SHH	ligands	HEDGEHOG	0.0018062467245861767	0.014747812352339261	0.012941565627753084
Enterocytes 2	NOTCH1	receptors	NOTCH	0.005198588364021161	0.018089724350036872	0.012891135986015712
TC1	ACVR2B	receptors	TGFB	0.0785118658784363	0.09136313447113269	0.012851268592696391
Stem/TA 1	PTCH1	receptors	HEDGEHOG	0.011851494650676229	0.024612711785717827	0.012761217135041598
Goblet	TNF	ligands	TNFSF10	0.0019975423070891793	0.01467498373176679	0.01267744142467761
Imma. Gob. 1	BMP4	ligands	BMP	0.012390643606224048	0.02504752492868314	0.01265688132245909
Goblet	EPHB4	receptors	EPHRIN	0.004993855767722949	0.017636867581027928	0.012643011813304978
Stem/TA 2	LTBP1	ligands	TGFB	0.025209331586610664	0.03776763483820215	0.012558303251591484
Stem/TA 2	IGF1R	receptors	IGF	0.1196550330330672	0.13220843833335233	0.012553405300285134
Stem	ACVR1B	receptors	TGFB	0.2639304653477534	0.27642253735406197	0.012492072006308585
Ent. Prog. 1	FZD3	receptors	WNT	0.002331212490672462	0.014817873218621158	0.012486660727948696
Enterocytes 3	ACVR1	receptors	TGFB	0.024384330781913384	0.036869530880848156	0.012485200098934772
Tuft	MST1R	receptors	MST	0.050122630905388994	0.06252531769134022	0.012402686785951224
Stem/TA 3	ACVR2B	receptors	TGFB	0.02654606223421067	0.038914181849062195	0.012368119614851524
Imma. Gob. 1	JAG2	ligands	NOTCH	0.02010561407279357	0.03235048203503167	0.012244867962238101
Stem/TA 2	TGFBR1	receptors	TGFB	0.03160920422450206	0.04351045364983053	0.01190124942532847
Goblet	MET	receptors	HGF	0.06991479379810672	0.08180259346623724	0.011887799668130514
Enterocytes 3	MST1R	receptors	MST	0.14853797304641783	0.16041849931407873	0.011880526267660896
TC4	TGFB1	ligands	TGFB	0	0.011852162875140574	0.011852162875140574
Stem/TA 2	FZD6	receptors	WNT	0.025981401778615233	0.03776763483820215	0.011786233059586915
Imma. Gob. 1	EFNA5	ligands	EPHRIN	0.034077832228729794	0.04584736075883284	0.011769528530103046
Enterocytes 1	SHH	ligands	HEDGEHOG	0.0051960058512739524	0.016937807043758062	0.01174180119248411
Stem	SHH	ligands	HEDGEHOG	0.00505209315276928	0.016791869696820443	0.011739776544051162
Enterocytes 2	FZD3	receptors	WNT	0.001239238105887864	0.012956022066541034	0.01171678396065317
Enterocytes 3	TGFB2	ligands	TGFB	0	0.011687364773064998	0.011687364773064998
Tuft	TNFRSF10B	receptors	TRAIL	0.02631647283686457	0.037980667427942205	0.011664194591077634
Tuft	DLL4	ligands	NOTCH	0.05094485104958714	0.06252531769134022	0.011580466641753079
Ent. Prog. 1	EPHB3	receptors	EPHRIN	0.0038853541511207697	0.015439308068697819	0.01155395391757705
TC3	TNF	ligands	TNFSF10	0.004101462606863581	0.015564543011009561	0.011463080404145981
Enterocytes 2	ACVR1	receptors	TGFB	0.014457777902025081	0.02591204413308207	0.011454266231056987
TC1	TGFA	ligands	EGF	0.03190593585150826	0.04324961609151073	0.011343680240002464
TC3	FGF2	ligands	FGF	0	0.011237027671193653	0.011237027671193653
Enterocytes 2	MST1R	receptors	MST	0.18146799339459252	0.1925089568171351	0.011040963422542571
TC4	WNT4	ligands	WNT	0	0.011034772332027432	0.011034772332027432
TC2	EPHA1	receptors	EPHRIN	0.014960011091221841	0.025927513668669102	0.01096750257744726
Imma. Gob. 1	FGFR4	receptors	FGF	0.018580027445814117	0.029483666884266787	0.01090363943845267
TC3	WNT6	ligands	WNT	0	0.010846600103576607	0.010846600103576607
Imma. Gob. 2	TNFRSF10A	receptors	TRAIL	0.07362371257102411	0.08444383650144881	0.010820123930424697
Goblet	FZD3	receptors	WNT	0.003495699037406064	0.014304429212951266	0.010808730175545202
Stem	BMP4	ligands	BMP	0.00505209315276928	0.01582324319024879	0.01077115003747951
TC3	EPHB1	receptors	EPHRIN	0	0.010746102632880034	0.010746102632880034
Enterocytes 2	IGF1R	receptors	IGF	0.02361571652417954	0.03428475193321317	0.01066903540903363
TC3	SHH	ligands	HEDGEHOG	0	0.01064560516218346	0.01064560516218346
TC4	FZD4	receptors	WNT	0	0.010626077060470859	0.010626077060470859
TC1	FZD7	receptors	WNT	0.06343435550666715	0.07405018624004575	0.0106158307333786
Enterocytes 3	JAG2	ligands	NOTCH	0.02626730912581968	0.036869530880848156	0.010602221755028476
TC3	DLL4	ligands	NOTCH	0.021827689077597256	0.03238327294710033	0.010555583869503078
Tuft	FZD1	receptors	WNT	0.008467766603699156	0.018990333713971103	0.010522567110271946
Stem	BMP2	ligands	BMP	0.27948643976559945	0.29000137394647224	0.010514934180872793
TC1	FGFR1	receptors	FGF	0.0022323580694362166	0.012686554053509814	0.010454195984073596
Enterocytes 1	FGF2	ligands	FGF	0	0.010423265873081884	0.010423265873081884
TC2	IGF1R	receptors	IGF	0.06774372989487376	0.0780601752049291	0.010316445310055336
Goblet	MST1R	receptors	MST	0.25800843367728676	0.2682992887747335	0.01029085509744676
Enterocytes 1	EFNA3	ligands	EPHRIN	0.03239182253825291	0.0426766126347421	0.010284790096489194
TC4	WNT6	ligands	WNT	0	0.010266919626877476	0.010266919626877476
Stem/TA 2	NOTCH3	receptors	NOTCH	8.437579799877605e-4	0.011108127893588867	0.010264369913601107
TC3	INHBB	ligands	TGFB	0	0.010255177594566414	0.010255177594566414
Enterocytes 1	DLL4	ligands	NOTCH	0.009352810532293115	0.019543623512028534	0.010190812979735418
Tuft	FZD6	receptors	WNT	0.018350769186833444	0.028485500570956654	0.01013473138412321
TC3	FZD2	receptors	WNT	0	0.010054182653173267	0.010054182653173267
Tuft	BMP2	ligands	BMP	0.014516171320627127	0.024544650263398013	0.010028478942770886
Enterocytes 1	EFNA2	ligands	EPHRIN	0.031176035107643715	0.04115230771704224	0.009976272609398523
Enterocytes 2	TNFRSF10A	receptors	TRAIL	0.009500825478473625	0.01943403309981155	0.009933207621337927
Enterocytes 1	ACVR1	receptors	TGFB	0.015588017553821857	0.02551740890741941	0.009929391353597551
TC1	TNF	ligands	TNFSF10	0.006233818052991773	0.016137127328668642	0.00990330927567687
TC1	INHBB	ligands	TGFB	0	0.009901235528432157	0.009901235528432157
TC4	FGFR1	receptors	FGF	0	0.009808686517357716	0.009808686517357716
Enterocytes 2	BMP6	ligands	BMP	0	0.009717016549905776	0.009717016549905776
Stem/TA 3	TNFRSF1A	receptors	TNFSF10	0.07657773912335775	0.08621810927512713	0.009640370151769384
TC4	WNT5B	ligands	WNT	0	0.00963906265388379	0.00963906265388379
Imma. Gob. 2	FZD9	receptors	WNT	3.5042830159754567e-4	0.009981637525066409	0.009631209223468863
Stem	FZD8	receptors	WNT	0.07107269491327833	0.08065689308675635	0.009584198173478012
Tuft	KDR	receptors	VEGF	0	0.009495166856985551	0.009495166856985551
Tuft	LGR6	receptors	WNT AMP	0	0.009495166856985551	0.009495166856985551
Tuft	WNT6	ligands	WNT	0	0.009495166856985551	0.009495166856985551
Imma. Gob. 1	IGF1R	receptors	IGF	0.07290038810659609	0.08236214629057553	0.009461758183979443
TC2	ACVR2B	receptors	TGFB	0.027850366984948857	0.03727014059335446	0.009419773608405606
Imma. Gob. 2	EPHA4	receptors	EPHRIN	0.0775116225915887	0.08691597417111764	0.009404351579528944
Stem/TA 1	TGFB1	ligands	TGFB	0.013151958404071998	0.022177949164866567	0.009025990760794569
Goblet	ACVR1C	receptors	TGFB	0.011278604524803285	0.020277762505710884	0.008999157980907599
Stem/TA 3	ACVR1	receptors	TGFB	0.013273031117105335	0.02223302277267749	0.008959991655572154
Stem/TA 1	WNT11	ligands	WNT	0.008743418791028948	0.017684541077415298	0.00894112228638635
Enterocytes 3	HBEGF	ligands	EGF	0.20554797058763458	0.21437432887008132	0.008826358282446739
Stem/TA 3	FZD7	receptors	WNT	0.03478266012975938	0.04360268496186974	0.008820024832110362
Imma. Gob. 2	TNFRSF1B	receptors	TNFSF10	0.009375669786816546	0.01818834276319799	0.008812672976381445
Imma. Gob. 1	FZD9	receptors	WNT	7.288613886014146e-4	0.009521028084140362	0.008792166695538948
TC3	ACVR1B	receptors	TGFB	0.10222818646662496	0.11100956138286149	0.008781374916236526
TC4	FLT1	receptors	VEGF	0	0.008652048247296719	0.008652048247296719
TC3	FLT1	receptors	VEGF	0	0.008625875115996074	0.008625875115996074
Enterocytes 1	TGFBR1	receptors	TGFB	0.003117603510764372	0.01172617410721712	0.008608570596452748
Stem/TA 3	IGF1R	receptors	IGF	0.07424026616874475	0.0828374310313006	0.00859716486255585
Imma. Gob. 2	FZD2	receptors	WNT	0	0.008565683188775288	0.008565683188775288
Goblet	FZD6	receptors	WNT	0.022472350954753268	0.030966621053334566	0.008494270098581298
Enterocytes 2	WNT5B	ligands	WNT	0.001239238105887864	0.009717016549905776	0.008477778444017911
Ent. Prog. 1	TGFBR2	receptors	TGFB	0.035584001423241696	0.04405005899839222	0.008466057575150523
Imma. Gob. 2	BMP4	ligands	BMP	0.0322130559203114	0.04067783913804962	0.00846478321773822
Stem/TA 1	HBEGF	ligands	EGF	0.303633226555516	0.3120480851368245	0.008414858581308526
TC1	FGF9	ligands	FGF	0.049491210975765476	0.05786213321739376	0.008370922241628283
Enterocytes 1	EPHB2	receptors	EPHRIN	0.002078402340509581	0.010423265873081884	0.008344863532572303
Tuft	BMP4	ligands	BMP	0.001209680943385594	0.009495166856985551	0.008285485913599958
Tuft	WNT4	ligands	WNT	0.001209680943385594	0.009495166856985551	0.008285485913599958
Tuft	WNT5B	ligands	WNT	0.001209680943385594	0.009495166856985551	0.008285485913599958
Stem/TA 2	INHBB	ligands	TGFB	6.686623789824162e-4	0.008886502314871094	0.008217839935888677
Imma. Gob. 1	EPHA2	receptors	EPHRIN	0.044405743441658936	0.052586764915438414	0.008181021473779478
Stem/TA 1	SHH	ligands	HEDGEHOG	0.0019875258476222298	0.01009116194247175	0.00810363609484952
Stem/TA 3	BTC	ligands	EGF	0.01622259358757319	0.02430587614752298	0.008083282559949792
Stem/TA 2	SHH	ligands	HEDGEHOG	8.437579799877605e-4	0.008886502314871094	0.008042744334883334
Stem/TA 3	WNT11	ligands	WNT	0.01179824988187141	0.019839605177463325	0.008041355295591916
Imma. Gob. 2	EFNA3	ligands	EPHRIN	0.07202329229278882	0.0800599119582025	0.008036619665413677
Stem/TA 1	NOTCH4	receptors	NOTCH	0.0019875258476222298	0.009978126399615336	0.007990600551993106
TC3	ACVR1C	receptors	TGFB	0.027007977464306724	0.034994425502297914	0.00798644803799119
Ent. Prog. 1	JAG2	ligands	NOTCH	0.011494805686292926	0.01941549912231224	0.007920693436019314
Stem/TA 3	INHBB	ligands	TGFB	0	0.007846949213886173	0.007846949213886173
Stem/TA 2	EFNA2	ligands	EPHRIN	0.0054844268699204436	0.01332975347230664	0.007845326602386196
Imma. Gob. 2	LGR4	receptors	WNT AMP	0.15185560332969844	0.15964224405190633	0.007786640722207888
Stem	BMPR1B	receptors	BMP	0	0.007779429635914089	0.007779429635914089
Stem/TA 3	WNT5B	ligands	WNT	0.0029495624704678524	0.010684831094596125	0.0077352686241282725
TC3	ACVR2B	receptors	TGFB	0.05641515675173868	0.06412005638763282	0.007704899635894144
TC3	EFNA2	ligands	EPHRIN	0	0.007688492617132499	0.007688492617132499
Imma. Gob. 2	TGFBR1	receptors	TGFB	0.05341739360512731	0.06109952963866711	0.007682136033539802
Goblet	TGFBR2	receptors	TGFB	0.05856028112081221	0.06624035621539041	0.007680075094578201
TC2	EPHB1	receptors	EPHRIN	0	0.007666143932460225	0.007666143932460225
Imma. Gob. 2	SHH	ligands	HEDGEHOG	0.01378579682161306	0.021432519989204212	0.007646723167591152
TC1	FZD10	receptors	WNT	0	0.007594589336884919	0.007594589336884919
Imma. Gob. 1	TNFRSF10A	receptors	TRAIL	0.03432553577374847	0.04187151011917204	0.007545974345423569
TC3	ERBB2	receptors	EGF	0.07522020900231824	0.08260971863520301	0.007389509632884775
Enterocytes 3	BMPR1B	receptors	BMP	0	0.0073739061761696305	0.0073739061761696305
Enterocytes 3	INHBB	ligands	TGFB	0	0.0073739061761696305	0.0073739061761696305
Goblet	WNT5B	ligands	WNT	0.005992626921267539	0.01332975347230664	0.007337126551039101
Ent. Prog. 1	FGF9	ligands	FGF	0.010101920792914	0.017427403595505028	0.007325482802591028
Tuft	EGFR	receptors	EGF	0.02127219402727266	0.028485500570956654	0.007213306543683993
Goblet	TGFB1	ligands	TGFB	0.004494470190950654	0.01166353428826831	0.007169064097317656
Stem	FLT1	receptors	VEGF	0	0.0071336786315329866	0.0071336786315329866
Ent. Prog. 1	EPHB4	receptors	EPHRIN	0.012660411931629156	0.019757164291494878	0.007096752359865722
Imma. Gob. 1	LGR5	receptors	WNT AMP	0.0029154455544056586	0.009981319400063212	0.007065873845657554
Ent. Prog. 2	ACVR2B	receptors	TGFB	0.014565184189522951	0.021615503183769858	0.007050318994246907
TC4	FZD2	receptors	WNT	0	0.006947819616461716	0.006947819616461716
Enterocytes 3	BMP7	ligands	BMP	4.515616811465442e-4	0.0073739061761696305	0.006922344495023086
Enterocytes 3	WNT4	ligands	WNT	4.515616811465442e-4	0.0073739061761696305	0.006922344495023086
Stem/TA 2	WNT5A	ligands	WNT	0.004218789899938803	0.011108127893588867	0.006889337993650064
TC1	SHH	ligands	HEDGEHOG	0.004464716138872433	0.011293894790970985	0.006829178652098552
Stem/TA 2	TNF	ligands	TNFSF10	0.003375031919951042	0.010186069969063929	0.006811038049112887
Enterocytes 3	LRRC32	ligands	TGFB	0.007940695229724582	0.014747812352339261	0.0068071171226146785
Stem	EFNB1	ligands	EPHRIN	0.23350571832452527	0.24028513451277556	0.006779416188250287
Imma. Gob. 1	TGFB1	ligands	TGFB	0.0062572476893666944	0.013036587407878315	0.0067793397185116205
Imma. Gob. 1	WNT2B	ligands	WNT	0.016887663710341876	0.0236467749489169	0.0067591112385750225
Enterocytes 3	TGFBR1	receptors	TGFB	0.01968129893953473	0.02643517712540426	0.0067538781858695295
TC3	VEGFB	ligands	VEGF	0.11275680746798293	0.11949047145039732	0.006733663982414387
Imma. Gob. 1	FZD4	receptors	WNT	0.00947519805181839	0.016175241017515836	0.006700042965697445
TC2	FGF9	ligands	FGF	0.014960011091221841	0.021564152167965662	0.0066041410767438205
Imma. Gob. 2	LGR6	receptors	WNT AMP	0.008410279238341095	0.014980789571723758	0.006570510333382663
Enterocytes 1	TNFRSF10A	receptors	TRAIL	0.017666419894331438	0.02421450067328417	0.0065480807789527334
TC4	LGR6	receptors	WNT AMP	0.049510512897138946	0.05602997097360252	0.006519458076463577
TC1	EPHB4	receptors	EPHRIN	0.1592560898263088	0.1657637478867827	0.006507658060473903
Imma. Gob. 2	ACVR1	receptors	TGFB	0.018136377326755188	0.024640073180678446	0.006503695853923259
Enterocytes 2	BMP7	ligands	BMP	0	0.006478011033270517	0.006478011033270517
Enterocytes 2	EPHB1	receptors	EPHRIN	0	0.006478011033270517	0.006478011033270517
Enterocytes 2	FGFR4	receptors	FGF	0	0.006478011033270517	0.006478011033270517
Stem/TA 3	NOTCH3	receptors	NOTCH	0.0014747812352339262	0.007846949213886173	0.0063721679786522475
TC2	EPHB6	receptors	EPHRIN	0	0.006328970769089292	0.006328970769089292
Tuft	MST1	ligands	MST	0.02218536705303976	0.028485500570956654	0.006300133517916893
Imma. Gob. 2	WNT5A	ligands	WNT	0.0010512849047926368	0.007306540905410526	0.006255256000617889
TC2	LGR6	receptors	WNT AMP	0.0049866703637406135	0.011234071131453673	0.006247400767713059
Tuft	TGFBR2	receptors	TGFB	0.042842865454502034	0.049089300526796026	0.006246435072293992
Stem/TA 2	FGF2	ligands	FGF	4.2187898999388026e-4	0.00666487673615332	0.00624299774615944
Ent. Prog. 1	EFNA3	ligands	EPHRIN	0.02648643010859454	0.032726826823755835	0.0062403967151612935
Goblet	FGFR4	receptors	FGF	0.005493241344495243	0.01166353428826831	0.006170292943773067
TC3	FGFR2	receptors	FGF	0.025305716680568375	0.031445890448236764	0.0061401737676683894
Imma. Gob. 2	EFNB2	ligands	EPHRIN	0.3973087397016373	0.40334891119037863	0.006040171488741308
Enterocytes 3	BMP6	ligands	BMP	0.0013546850434396325	0.0073739061761696305	0.006019221132729998
Tuft	LGR5	receptors	WNT AMP	0.0036290428301567817	0.009495166856985551	0.00586612402682877
TC2	FLT1	receptors	VEGF	0	0.005858163742576858	0.005858163742576858
Imma. Gob. 1	TNF	ligands	TNFSF10	0.004373168331608487	0.010169772257113427	0.005796603925504939
TC3	WNT3	ligands	WNT	0.004101462606863581	0.009808720134016458	0.005707257527152876
Ent. Prog. 1	EPHA4	receptors	EPHRIN	0.009940664025844616	0.015641088397433445	0.005700424371588828
Enterocytes 2	ACVR2B	receptors	TGFB	0.015697016007912946	0.02132872986667213	0.005631713858759185
Enterocytes 1	TNFRSF1B	receptors	TNFSF10	0.13042990506291202	0.1360453333911013	0.005615428328189287
Enterocytes 1	EPHA4	receptors	EPHRIN	0.012647000303411884	0.018240715277893296	0.005593714974481412
TC4	TGFB3	ligands	TGFB	0	0.005552109938318074	0.005552109938318074
TC1	FGF3	ligands	FGF	0	0.005527279312102888	0.005527279312102888
TC2	FZD10	receptors	WNT	0	0.005484463182108504	0.005484463182108504
Enterocytes 1	WNT4	ligands	WNT	0.0010392011702547905	0.006514541170676178	0.005475340000421387
Stem/TA 1	LTBP1	ligands	TGFB	0.026230256373086847	0.03160390268069729	0.005373646307610447
Goblet	FZD4	receptors	WNT	0.007283519910624927	0.012638210028912937	0.00535469011828801
Stem/TA 1	FZD2	receptors	WNT	4.3348791779858993e-4	0.005710789397876897	0.005277301480078307
Enterocytes 2	EPHB4	receptors	EPHRIN	0.001239238105887864	0.006478011033270517	0.005238772927382653
Enterocytes 2	IGF1	ligands	IGF	0.001239238105887864	0.006478011033270517	0.005238772927382653
Stem/TA 3	WNT3A	ligands	WNT	0	0.005231299475924115	0.005231299475924115
Stem/TA 3	WNT4	ligands	WNT	0	0.005231299475924115	0.005231299475924115
TC1	FGF2	ligands	FGF	0	0.0051899539309812875	0.0051899539309812875
Goblet	EPHA1	receptors	EPHRIN	0.011485868265762781	0.0166621918403833	0.00517632357462052
Tuft	TNF	ligands	TNFSF10	0.004336660819874346	0.009495166856985551	0.005158506037111205
Ent. Prog. 2	EPHA4	receptors	EPHRIN	0.0056040196508131	0.010759637606731176	0.005155617955918077
Stem/TA 2	NOTCH2	receptors	NOTCH	0.06540017804841733	0.07054747032411171	0.005147292275694382
TC2	FGFR1	receptors	FGF	0	0.0051107626216401495	0.0051107626216401495
Stem/TA 1	WNT3	ligands	WNT	0.0013004637533957698	0.00637599782451792	0.0050755340711221494
TC2	NOTCH3	receptors	NOTCH	0	0.0048456178544034854	0.0048456178544034854
Ent. Prog. 1	TNF	ligands	TNFSF10	0.004728446862318232	0.0095369169765648	0.004808470114246568
Stem/TA 3	SHH	ligands	HEDGEHOG	0.005899124940935705	0.010684831094596125	0.00478570615366042
Ent. Prog. 2	IGF1R	receptors	IGF	0.03464853707645051	0.03940573575714411	0.004757198680693596
Imma. Gob. 1	NOTCH2	receptors	NOTCH	0.015856297513694426	0.020611382973099487	0.004755085459405062
Stem/TA 1	DLL1	ligands	NOTCH	0.011050410319555488	0.015801951340348647	0.004751541020793159
TC4	BMP6	ligands	BMP	0	0.0047347193952049305	0.0047347193952049305
TC4	TGFB2	ligands	TGFB	0	0.0047347193952049305	0.0047347193952049305
Enterocytes 1	TNFRSF1A	receptors	TNFSF10	0.7210363020352905	0.7257655335096536	0.004729231474363105
Enterocytes 2	JAG1	ligands	NOTCH	0.03335817794312287	0.03807414546693433	0.004715967523811461
Enterocytes 1	IGF1R	receptors	IGF	0.03178392882294831	0.03648143055578659	0.004697501732838283
Enterocytes 1	LRRC32	ligands	TGFB	0	0.004670877161255639	0.004670877161255639
Stem	FGF2	ligands	FGF	0	0.004667657781548453	0.004667657781548453
Enterocytes 3	WNT3	ligands	WNT	0.002709370086879265	0.0073739061761696305	0.004664536089290365
Tuft	EPHA2	receptors	EPHRIN	0.004838723773542376	0.009495166856985551	0.004656443083443176
Stem/TA 2	TNFRSF10A	receptors	TRAIL	0.06371197522698119	0.06832584474539394	0.00461386951841275
Ent. Prog. 2	EPHB3	receptors	EPHRIN	0.0017512561408790936	0.0063254918478887106	0.004574235707009617
Enterocytes 3	FZD3	receptors	WNT	0.010198503635457304	0.014747812352339261	0.004549308716881957
Stem/TA 2	TNFRSF10B	receptors	TRAIL	0.0984177079574068	0.10294979608035337	0.004532088122946573
Imma. Gob. 2	WNT5B	ligands	WNT	0.004264686148824938	0.008767849086492632	0.004503162937667694
Goblet	FGF7	ligands	FGF	4.993855767722948e-4	0.00499865755211499	0.0044992719753426955
Stem/TA 3	ERBB3	receptors	EGF	0.013273031117105335	0.017766751802617838	0.004493720685512502
Stem/TA 1	FZD1	receptors	WNT	0.009610394626626129	0.014082412502317884	0.004472017875691755
TC2	LRRC32	ligands	TGFB	0	0.004471917293935131	0.004471917293935131
TC2	WNT4	ligands	WNT	0	0.004471917293935131	0.004471917293935131
Enterocytes 1	EPHA1	receptors	EPHRIN	0.007274408191783534	0.01172617410721712	0.004451765915433586
Stem/TA 2	FZD10	receptors	WNT	0	0.004443251157435547	0.004443251157435547
Enterocytes 2	BMPR2	receptors	BMP	0.08496204061824453	0.08934784571601256	0.004385805097768036
Stem/TA 1	FGF9	ligands	FGF	0.02185501539326382	0.0261691997247127	0.004314184331448881
