cell_type_imm	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
GC B cells	KCTD20	5.202408698279815e-48	0.3026073016547355	0.455	0.12	1.1369343969220708e-43
GC B cells	NXPE3	7.635411726868448e-40	0.3022210060515369	0.359	0.093	1.6686428787898305e-35
GC B cells	DIAPH1	1.9109242110114732e-28	0.3021710260231656	0.555	0.225	4.1761337707444735e-24
GC B cells	KRR1	1.3100653308087375e-23	0.3018370112016936	0.522	0.23	2.863016773949415e-19
GC B cells	ITPR2	1.8689280170250765e-24	0.3018249298636203	0.483	0.198	4.084355288406602e-20
GC B cells	CCDC50	8.507005685352156e-25	0.30181666851710354	0.512	0.214	1.8591210224768602e-20
GC B cells	PSMB9	1.7239895816241324e-20	0.3016735376768639	0.732	0.403	3.767606831681379e-16
GC B cells	EIF1B	4.152770788611499e-16	0.3013288191744228	0.608	0.338	9.07546528143157e-12
GC B cells	REL	6.945209470445182e-7	0.3012523505189182	0.598	0.478	0.0151780607767109
GC B cells	RUBCNL	5.2084359344381414e-83	0.3005281263357284	0.297	0.037	1.1382515891121113e-78
GC B cells	SERPINA9	0	0.3004586930875309	0.234	0.002	0
GC B cells	MELK	0	0.30004355994087134	0.311	0.008	0
GC B cells	WDR43	4.96648608068084e-28	0.29998444873606633	0.402	0.14	1.0853758680719909e-23
GC B cells	MCM10	0	0.2992787751677047	0.268	0.006	0
GC B cells	STK17A	1.1311916189992155e-16	0.29925594750514234	0.565	0.297	2.4721061641608856e-12
GC B cells	ATP2B1	3.148566364925929e-22	0.29910755624538465	0.632	0.31	6.880876933909125e-18
GC B cells	WDHD1	2.5652265686479216e-277	0.29861488697159516	0.316	0.013	5.606046143123168e-273
GC B cells	CMSS1	8.005683997740857e-47	0.2966531648191673	0.392	0.097	1.749562180866287e-42
GC B cells	RAD51C	3.340194929812164e-140	0.2958966883942358	0.349	0.032	7.299661999611503e-136
GC B cells	CDK6	1.2598175619165285e-34	0.2958872635855947	0.522	0.184	2.753205299812381e-30
GC B cells	MAP2K1	1.126637236245917e-39	0.29581003466004574	0.431	0.126	2.462153016091827e-35
GC B cells	IGKJ5	3.474750837503444e-30	0.2952912796575018	0.536	0.2	7.593720480280026e-26
GC B cells	TUBB2A	2.6078103088021195e-27	0.29525254892659863	0.364	0.119	5.699108648856152e-23
GC B cells	NAP1L4	4.7638523239610485e-19	0.29447443258836914	0.531	0.258	1.0410922868784475e-14
GC B cells	NCAPD3	7.533375200423967e-122	0.29445972436691437	0.325	0.032	1.6463438163006536e-117
GC B cells	VNN2	4.4223254495612605e-160	0.29405712266899514	0.287	0.019	9.66455003747118e-156
GC B cells	SASH3	4.113864840305866e-42	0.29348368462185875	0.455	0.132	8.990440222004439e-38
GC B cells	UVRAG	1.8282650983146747e-31	0.2928104247926827	0.416	0.14	3.99549054585689e-27
GC B cells	WIPF1	4.038933819714975e-21	0.2923905987144606	0.603	0.302	8.826685969605107e-17
GC B cells	BDP1	9.391557185829727e-19	0.29175479594357007	0.531	0.257	2.0524309073912286e-14
GC B cells	TNFRSF17	9.170114239130368e-19	0.28968763630787653	0.603	0.291	2.0040367658195505e-14
GC B cells	BCL11A	2.275391235929082e-104	0.28886657877321875	0.268	0.025	4.972640006999415e-100
GC B cells	SDE2	6.386513991726385e-32	0.28795678813441944	0.383	0.119	1.3957087677518842e-27
GC B cells	KIF14	1.1972176166925593e-289	0.287584112412564	0.254	0.008	2.616399379519919e-285
GC B cells	TUBA4A	1.0615200447399371e-23	0.28650722927867334	0.679	0.326	2.319845905774659e-19
GC B cells	RABEP1	8.069076236157234e-44	0.28634134920467347	0.445	0.123	1.763415920649802e-39
GC B cells	BTK	5.3412192494342675e-59	0.2854667878416966	0.392	0.081	1.1672700547713649e-54
GC B cells	PNOC	9.43818052640282e-52	0.28536914731708984	0.392	0.09	2.062619972240072e-47
GC B cells	HCFC1	4.1386758142667947e-44	0.2852898105722349	0.359	0.086	9.044662124498653e-40
GC B cells	HPF1	8.947866387462098e-62	0.2844024484298489	0.397	0.08	1.955466720315967e-57
GC B cells	CCDC82	3.299882266493195e-34	0.2840209467631638	0.383	0.113	7.211562705194229e-30
GC B cells	TRAF5	1.8392512570800506e-23	0.2838491823386091	0.354	0.125	4.0194996972227427e-19
GC B cells	TSPAN13	2.62983445157406e-45	0.2837501104047747	0.349	0.081	5.74724021046995e-41
GC B cells	RSL24D1	1.5476382668641745e-16	0.28366379926660734	0.684	0.399	3.382208668404967e-12
GC B cells	NCF4	3.6697590807964903e-31	0.28299162534124933	0.502	0.184	8.01989149517265e-27
GC B cells	CCDC34	1.808991438848015e-167	0.2826478297536621	0.316	0.022	3.953369890458452e-163
GC B cells	BST2	3.022575740523942e-13	0.28263113047098265	0.708	0.456	6.605537023341023e-9
GC B cells	KIF15	0	0.28154530811632417	0.297	0.006	0
GC B cells	C16orf87	5.617570799747094e-55	0.28119090585023715	0.397	0.087	1.2276639225767298e-50
GC B cells	RPS3	3.924688366780961e-17	0.2806215139834469	0.995	0.89	8.577013956763112e-13
GC B cells	HIST1H2BC	4.3011375650401016e-47	0.27997564867874464	0.306	0.063	9.399706034638638e-43
GC B cells	MTHFD2	5.510744048209543e-26	0.2798582508892916	0.579	0.247	1.2043180042957135e-21
GC B cells	CEP128	2.018248764682734e-43	0.27904897610398505	0.33	0.075	4.410680850337647e-39
GC B cells	TLR10	4.1504539592196756e-83	0.278929692831208	0.268	0.031	9.070402082478678e-79
GC B cells	CACYBP	9.247171982140868e-29	0.27891141074822734	0.694	0.315	2.0208769649770653e-24
GC B cells	RPL13A	1.412513593169468e-17	0.2774187436056197	0.995	0.993	3.086907206512555e-13
GC B cells	RBBP6	9.620383594723611e-13	0.27583473862047864	0.483	0.258	2.102438630790898e-8
GC B cells	SOCS1	6.0469649782337054e-12	0.2755698722216049	0.498	0.277	1.321503726343194e-7
GC B cells	PAQR4	4.7365569251533835e-226	0.27541829839953474	0.273	0.012	1.0351271504230204e-221
GC B cells	UGP2	1.0428998697860713e-24	0.275146739531805	0.502	0.206	2.2791533754304803e-20
GC B cells	RPS3A	3.6240867103070974e-18	0.2750481373523104	1	0.984	7.920079096705131e-14
GC B cells	SEMA4A	7.100041813123404e-47	0.27453164041860567	0.388	0.095	1.5516431378399887e-42
GC B cells	FDFT1	7.310975949746752e-38	0.2738616829081264	0.373	0.101	1.5977406840576552e-33
GC B cells	CTPS1	5.888264670956375e-129	0.27319354839925913	0.306	0.027	1.2868213611908062e-124
GC B cells	NSA2	8.22009153255515e-17	0.2730579069025565	0.689	0.396	1.7964188035246025e-12
GC B cells	HLA-DQA1	1.3089299159860004e-37	0.2724780286607347	0.531	0.172	2.8605354383958052e-33
GC B cells	RPL27	4.459776065871463e-18	0.272389412190696	0.995	0.934	9.746394614355494e-14
GC B cells	ZC3H13	9.364450030662948e-16	0.2719377309109133	0.474	0.236	2.0465069097010807e-11
GC B cells	DEPDC1	0	0.2718946532010095	0.254	0.005	0
GC B cells	HAX1	4.5327357489314893e-20	0.2713546045070275	0.579	0.285	9.905840705714876e-16
GC B cells	BTG3	1.1391350410158042e-24	0.2709655037830059	0.545	0.236	2.4894657186359386e-20
GC B cells	SEPHS2	2.687378020831933e-31	0.2709598929472824	0.402	0.128	5.872995926726107e-27
GC B cells	MRPL18	3.836891357448677e-26	0.2705696030532721	0.589	0.252	8.385142372568338e-22
GC B cells	STAP1	1.5079652329672988e-90	0.2702271502747993	0.321	0.04	3.295507220126735e-86
GC B cells	SPDL1	4.2305877303296283e-191	0.2702167635739309	0.282	0.016	9.24552642586237e-187
GC B cells	ARL3	4.395991776973094e-42	0.26999028497626376	0.388	0.101	9.607000429397e-38
GC B cells	SYAP1	1.755175973717044e-18	0.26988485644503746	0.593	0.308	3.8357615729612277e-14
GC B cells	PRRG4	9.370575099809909e-69	0.26982649421730354	0.215	0.024	2.0478454823124575e-64
GC B cells	WTAP	2.7049310489466723e-19	0.2696576389248926	0.493	0.23	5.9113563143680575e-15
GC B cells	RPIA	9.9082943939449e-47	0.26941288887203524	0.34	0.075	2.1653586568527183e-42
GC B cells	PNISR	6.267105609229799e-18	0.2688112606152923	0.641	0.344	1.3696132598410803e-13
GC B cells	KANK2	0	0.26875840409560786	0.22	0.005	0
GC B cells	CASP3	8.213251745763206e-28	0.26849366895637927	0.498	0.193	1.794924036519091e-23
GC B cells	TUBB4B	7.40903477726831e-9	0.2677294829885344	0.775	0.596	1.6191704602242163e-4
GC B cells	MCOLN2	1.5184856288659156e-47	0.26759054223785705	0.278	0.052	3.318498493323572e-43
GC B cells	TERF2IP	6.959271635037447e-24	0.2674288099030153	0.397	0.151	1.5208792231210838e-19
GC B cells	DOCK8	8.352685576357099e-23	0.26690890397799266	0.55	0.247	1.8253959058570803e-18
GC B cells	SEPT1	2.1901750733474876e-28	0.26652913679991863	0.517	0.2	4.7864086052936e-24
GC B cells	MOB3A	1.886322456095284e-31	0.26644988567244554	0.44	0.148	4.122369095550634e-27
GC B cells	ATRX	3.272803813759983e-13	0.2663877671191668	0.742	0.48	7.152385454591066e-9
GC B cells	TRAM2	1.059269362084221e-28	0.26632670773890027	0.349	0.111	2.314927263898857e-24
GC B cells	BFSP2	3.069216433024148e-105	0.26587460770179805	0.282	0.028	6.707465592730974e-101
GC B cells	BANK1	1.0153352142596176e-24	0.2654436255778265	0.34	0.109	2.2189135772429682e-20
GC B cells	P2RY8	4.720521178265111e-46	0.26504779041395427	0.349	0.08	1.0316226982980573e-41
GC B cells	PNPLA8	3.04476288859012e-19	0.2650219000339026	0.388	0.161	6.654024816724848e-15
GC B cells	ATP6V1G1	6.410174787731659e-14	0.26443509760106276	0.813	0.558	1.4008795981108768e-9
GC B cells	ZNF430	1.3499674487852731e-25	0.26390377845695634	0.378	0.132	2.950218862575336e-21
GC B cells	ASNS	3.444516616167596e-49	0.2634825644544465	0.335	0.071	7.527646612972665e-45
GC B cells	GYPC	2.198800548624845e-17	0.26298816500820177	0.746	0.432	4.805258718964736e-13
GC B cells	PARPBP	2.0592280478892196e-292	0.2627655948802574	0.287	0.01	4.5002369758571e-288
GC B cells	SPTAN1	1.719785282001242e-20	0.2612244872595052	0.392	0.156	3.758418755285514e-16
GC B cells	PDE7A	2.1000655415792753e-20	0.26100677236274655	0.407	0.169	4.589483234567348e-16
GC B cells	H1FX	2.1244054206151433e-7	0.26093027700298044	0.632	0.454	0.004642675606212334
GC B cells	TOX	1.0136203610435261e-31	0.26065899152463057	0.282	0.072	2.215165937024522e-27
GC B cells	PABPC1	5.744914634104983e-12	0.2602492759577788	0.646	0.394	1.255493644137303e-7
GC B cells	KATNAL1	3.382720814750871e-91	0.2601017851919234	0.263	0.028	7.392598068556554e-87
GC B cells	ANKRD26	1.3124303625925054e-56	0.25932211153211915	0.33	0.061	2.8681853144096614e-52
GC B cells	KIF18A	2.544293204145862e-184	0.25927911226025335	0.254	0.013	5.560298368340367e-180
GC B cells	INCENP	8.201419346247607e-226	0.25785338486616655	0.263	0.011	1.792338183928952e-221
GC B cells	MAD2L2	4.798032294162605e-42	0.2575284547180047	0.368	0.093	1.0485619775662956e-37
GC B cells	HRK	0	0.25640274008904274	0.201	0.002	0
GC B cells	PTPRC	3.3429393649153755e-5	0.2556463104009319	0.77	0.649	0.7305659688086061
GC B cells	EIF3E	3.997381195893307e-13	0.2547409835328359	0.809	0.579	8.735876865505233e-9
GC B cells	EPC1	3.4640265062817757e-16	0.2546161857509363	0.541	0.283	7.570283526828193e-12
GC B cells	ASRGL1	4.5685334163793765e-141	0.2545443228647112	0.258	0.018	9.98407292815549e-137
GC B cells	RECQL	3.0646661917611494e-31	0.253588299281062	0.392	0.124	6.697521495474816e-27
GC B cells	TIFA	3.047859716317951e-26	0.2535037563493919	0.502	0.198	6.66079262404125e-22
GC B cells	MPP6	2.0994986458777714e-90	0.2532267757227735	0.297	0.035	4.588244340701282e-86
GC B cells	SCPEP1	1.4161711691674035e-34	0.25283857167558077	0.483	0.161	3.0949004730984437e-30
GC B cells	EIF2AK3	6.863638302739738e-27	0.2526941087634654	0.416	0.151	1.4999795146807422e-22
GC B cells	AC004687.1	7.369231115285545e-14	0.2526483808137168	0.44	0.226	1.610471767934503e-9
GC B cells	FYTTD1	2.010875767809548e-23	0.25159890959952097	0.488	0.204	4.394567902970987e-19
GC B cells	SPI1	4.52672470495193e-43	0.2510903997338738	0.402	0.101	9.892704170201948e-39
GC B cells	ATP5MC2	7.801194048160616e-12	0.2510767901280626	0.713	0.474	1.704872947285021e-7
GC B cells	CD2AP	2.9816075298564286e-38	0.25101309661769067	0.411	0.116	6.516005095748239e-34
GC B cells	RNF144B	4.954863283310854e-38	0.25061633822686624	0.282	0.062	1.0828358219347542e-33
Plasma L	IGLC2	0	5.170125029037444	0.963	0.406	0
Plasma L	IGLC3	0	5.128115616499635	0.877	0.222	0
Plasma L	IGLL5	0	2.4945375577156916	0.236	0.036	0
Plasma L	IGLC7	0	2.4696668701986697	0.22	0.004	0
Plasma L	IGHG1	1.212787030067667e-107	1.5581068740922701	0.197	0.091	2.6504247755098794e-103
Plasma L	IGLV2-14	0	1.4745957353412873	0.176	0.004	0
Plasma L	IGHA1	0	1.4506523062369965	0.928	0.608	0
Plasma L	JCHAIN	0	1.3923968387708712	0.983	0.565	0
Plasma L	MZB1	0	1.3879309217163758	0.989	0.329	0
Plasma L	SSR4	0	1.3169844440177658	1	0.798	0
Plasma L	IGHA2	0	1.3054893490873636	0.783	0.339	0
Plasma L	IGHM	1.1861102691420423e-11	1.252693219599959	0.151	0.113	2.5921253821830194e-07
Plasma L	IGHG2	1.052416725899089e-111	1.1886726864826285	0.147	0.056	2.299951512779869e-107
Plasma L	IGHGP	1.8434403020557677e-127	1.0721118034359265	0.124	0.039	4.028654436112675e-123
Plasma L	SEC11C	0	1.0537591953663332	0.942	0.427	0
Plasma L	DERL3	0	1.002469538047472	0.89	0.238	0
Plasma L	FKBP11	0	0.9991319200738007	0.937	0.334	0
Plasma L	HSP90B1	0	0.9604125262060041	0.968	0.606	0
Plasma L	XBP1	0	0.9460949614760179	0.936	0.479	0
Plasma L	FKBP2	0	0.9354546451990571	0.966	0.456	0
Plasma L	HERPUD1	0	0.8978137904479575	0.981	0.735	0
Plasma L	PRDX4	0	0.8721781576015054	0.846	0.287	0
Plasma L	TNFRSF17	0	0.8184433683481181	0.806	0.223	0
Plasma L	SSR3	0	0.7755210519820097	0.913	0.457	0
Plasma L	IGHG3	9.591070308104124e-107	0.7405988484089697	0.146	0.056	2.096032505133075e-102
Plasma L	SDF2L1	0	0.7345152971694223	0.878	0.369	0
Plasma L	IGLC6	0	0.6973477025054086	0.16	0.003	0
Plasma L	SPCS1	0	0.694631605992948	0.904	0.604	0
Plasma L	JUN	0	0.6920201648053199	0.943	0.866	0
Plasma L	MANF	0	0.6806146543269641	0.814	0.372	0
Plasma L	UBE2J1	0	0.6620064613290061	0.829	0.35	0
Plasma L	IGLV3-1	3.0136075834171595e-131	0.6532566427677132	0.242	0.112	6.585938012799861e-127
Plasma L	SPCS2	0	0.6208593423405888	0.851	0.427	0
Plasma L	DUSP5	0	0.6110904725470392	0.731	0.378	0
Plasma L	HSPA5	5.046787333105139e-302	0.5773383980878073	0.895	0.68	1.102924903776797e-297
Plasma L	SEC61B	0	0.5719250816861008	0.924	0.656	0
Plasma L	CD79A	0	0.5712693068504696	0.783	0.301	0
Plasma L	SPCS3	0	0.5648760385088234	0.861	0.455	0
Plasma L	PDIA6	0	0.5589234448876153	0.853	0.5	0
Plasma L	ITM2C	0	0.5588994452725464	0.716	0.379	0
Plasma L	TENT5C	0	0.5553231887789093	0.89	0.486	0
Plasma L	PDIA4	0	0.5506781023098604	0.694	0.273	0
Plasma L	PPIB	0	0.5438356008677483	0.908	0.654	0
Plasma L	ERLEC1	0	0.5377659652862558	0.699	0.27	0
Plasma L	LMAN1	0	0.5297488545274632	0.743	0.358	0
Plasma L	IGHG4	3.4084958809949784e-101	0.5157836332456128	0.114	0.039	7.448926898326426e-97
Plasma L	SEL1L	0	0.5144440280522693	0.686	0.265	0
Plasma L	CRELD2	0	0.5100204258296114	0.659	0.244	0
Plasma L	NUCB2	0	0.5060763140705151	0.697	0.305	0
Plasma L	RAB30	0	0.5021141880661311	0.562	0.212	0
Plasma L	SELENOM	0	0.48459436023307195	0.677	0.283	0
Plasma L	CD27	0	0.48371079655257676	0.673	0.334	0
Plasma L	PIM2	0	0.48300362376121564	0.696	0.34	0
Plasma L	SLAMF7	0	0.46378669287125623	0.646	0.236	0
Plasma L	TRIB1	0	0.46239916163587164	0.511	0.182	0
Plasma L	PRDM1	0	0.4491075050187242	0.747	0.417	0
Plasma L	POU2AF1	0	0.44902050315795244	0.631	0.204	0
Plasma L	RPN2	0	0.44337776875643564	0.734	0.368	0
Plasma L	SDC1	0	0.43680997869498633	0.512	0.138	0
Plasma L	IGHV3-23	1.9210182744428435e-86	0.4280990724155697	0.101	0.035	4.19819333696739e-82
Plasma L	ISG20	1.3642118887318475e-276	0.42668922542443966	0.82	0.545	2.9813486616345795e-272
Plasma L	TRAM1	0	0.4202654560722704	0.758	0.408	0
Plasma L	TXNDC15	0	0.4019102308298536	0.581	0.213	0
Plasma L	CCR10	0	0.39837630003643276	0.449	0.12	0
Plasma L	ANKRD28	0	0.3877448515519465	0.506	0.179	0
Plasma L	CREB3L2	0	0.38406655511348037	0.569	0.214	0
Plasma L	JSRP1	0	0.378026389169387	0.312	0.088	0
Plasma L	HIST1H2BG	0	0.37782172954035775	0.329	0.112	0
Plasma L	EAF2	0	0.37566339416870603	0.523	0.181	0
Plasma L	PDK1	0	0.37323081638076916	0.519	0.165	0
Plasma L	SERP1	4.861973606625317e-203	0.3669679930500733	0.884	0.739	1.0625357119918968e-198
Plasma L	TXNDC11	0	0.3655180279856762	0.515	0.176	0
Plasma L	ANKRD37	2.404954681111376e-187	0.36161184364487936	0.492	0.276	5.2557879601008005e-183
Plasma L	H1FX	4.485004020800361e-159	0.35984059290566295	0.643	0.43	9.801527787057109e-155
Plasma L	PABPC4	2.8820196414581236e-271	0.35652425032916	0.649	0.371	6.298365724442583e-267
Plasma L	OSTC	1.3329767017301764e-302	0.33984959352009847	0.659	0.365	2.9130872839611273e-298
Plasma L	BTG2	1.0831975106413543e-115	0.33970116151998697	0.873	0.751	2.3672198397556156e-111
Plasma L	FNDC3B	0	0.33956679906058956	0.539	0.199	0
Plasma L	CD38	0	0.3373459854069028	0.484	0.189	0
Plasma L	SPAG4	0	0.3321401564307207	0.438	0.12	0
Plasma L	SUB1	3.365559161204436e-180	0.3317926335310295	0.907	0.771	7.355092990896174e-176
Plasma L	UBC	1.1805259285963072e-142	0.32906165308097357	0.987	0.976	2.5799213643543698e-138
Plasma L	GNG7	0	0.32819175221388286	0.509	0.174	0
Plasma L	KCNQ1OT1	6.570034075967961e-91	0.3223072541917946	0.518	0.355	1.4358152469620383e-86
Plasma L	ITGA6	0	0.3196096793151299	0.36	0.121	0
Plasma L	TP53INP1	3.0173787753870116e-260	0.3121887945350183	0.526	0.26	6.594179575730775e-256
Plasma L	FCRL5	0	0.3105588268673518	0.442	0.125	0
Plasma L	IER2	8.067659518001811e-21	0.30847786842425085	0.792	0.766	1.7631063110641157e-16
Plasma L	HSPA1B	8.159198658282686e-69	0.3069222528739708	0.705	0.582	1.783111274781098e-64
Plasma L	AC104699.1	0	0.3036522222672974	0.392	0.105	0
Plasma L	FBXW7	0	0.3013417751892082	0.548	0.255	0
Plasma L	FAM30A	2.859330360595548e-158	0.3008223822487512	0.232	0.094	6.24878057004551e-154
Plasma L	SEL1L3	0	0.29768241260770867	0.489	0.19	0
Plasma L	MANEA	0	0.29622774256767215	0.438	0.145	0
Plasma L	MEI1	0	0.29112996658438395	0.411	0.125	0
Plasma L	SRM	0	0.2908447710237139	0.511	0.233	0
Plasma L	GLA	6.745455193451959e-144	0.2792590185077655	0.384	0.209	1.4741517779769911e-139
Plasma L	ICAM2	0	0.27212917787244856	0.484	0.202	0
Plasma L	MIR29B2CHG	4.238552654561306e-234	0.26455257451639386	0.463	0.222	9.26293297127828e-230
Plasma L	HSPA13	0	0.2633202261676218	0.44	0.161	0
Plasma L	LY96	0	0.2596957995432778	0.47	0.203	0
Plasma L	NEAT1	1.2938706749954501e-114	0.25065664593923165	0.988	0.964	2.827624973135057e-110
Plasma L	HIST1H1C	1.4847149075922692e-141	0.2500049278485446	0.358	0.186	3.244695959052145e-137
Plasma K 1	IGKC	0	1.6436915802043464	1	0.886	0
Plasma K 1	JCHAIN	0	1.4167697411927804	0.999	0.572	0
Plasma K 1	IGHA2	0	1.2192633523168293	0.923	0.333	0
Plasma K 1	IGHA1	0	1.1027865206246554	0.995	0.608	0
Plasma K 1	TNFRSF17	0	0.8876541550118022	0.862	0.229	0
Plasma K 1	IGKJ5	0	0.8627095504153779	0.636	0.153	0
Plasma K 1	SSR4	0	0.8167789078742471	0.998	0.802	0
Plasma K 1	IGKV3-20	0	0.7963778565320458	0.222	0.039	0
Plasma K 1	MZB1	0	0.7122061109476592	0.981	0.344	0
Plasma K 1	SEC11C	0	0.6922848266025077	0.923	0.44	0
Plasma K 1	DERL3	0	0.6177836315914185	0.833	0.258	0
Plasma K 1	IGKV4-1	8.468787113137668e-232	0.5910788861672684	0.21	0.058	1.850768735705106e-227
Plasma K 1	HSP90B1	0	0.5836679073896225	0.94	0.616	0
Plasma K 1	FKBP2	0	0.5823237472112466	0.928	0.471	0
Plasma K 1	FKBP11	0	0.5764537678448092	0.871	0.354	0
Plasma K 1	UBE2J1	0	0.5597940254516338	0.83	0.36	0
Plasma K 1	HERPUD1	0	0.5353827064692351	0.976	0.741	0
Plasma K 1	SPCS2	0	0.52937394223631	0.861	0.435	0
Plasma K 1	SSR3	0	0.49696046235738844	0.87	0.471	0
Plasma K 1	IGKV3-11	4.00954565112922e-170	0.4939552099937058	0.11	0.023	8.762461065977798e-166
Plasma K 1	IGHV3-23	9.742933724335442e-120	0.4931047442469666	0.119	0.034	2.1292207361162674e-115
Plasma K 1	XBP1	0	0.47213550272763305	0.889	0.494	0
Plasma K 1	JUN	2.246640151730963e-163	0.4660522571291814	0.922	0.87	4.909807387592846e-159
Plasma K 1	SPCS1	0	0.4586852034728819	0.905	0.61	0
Plasma K 1	SDF2L1	0	0.4530130225896901	0.805	0.388	0
Plasma K 1	PRDX4	0	0.4494093354087929	0.758	0.309	0
Plasma K 1	SEC61B	0	0.44550945295740263	0.927	0.661	0
Plasma K 1	SPINK2	0	0.4399666618143704	0.244	0.06	0
Plasma K 1	MANF	0	0.43906778215178666	0.748	0.389	0
Plasma K 1	PABPC4	0	0.4322630650533713	0.707	0.371	0
Plasma K 1	PDIA6	0	0.39700054374889215	0.84	0.509	0
Plasma K 1	DUSP5	2.176219858098261e-258	0.39420623486377127	0.695	0.39	4.75591087788794e-254
Plasma K 1	H1FX	9.358267611065586e-151	0.3927443731575415	0.654	0.433	2.045155803722273e-146
Plasma K 1	SPCS3	0	0.3913100440428714	0.827	0.467	0
Plasma K 1	TENT5C	0	0.3854648359732862	0.85	0.499	0
Plasma K 1	RAB30	3.962310171953034e-305	0.3764140243814875	0.516	0.224	8.659232649786162e-301
Plasma K 1	EAF2	0	0.3737173885227553	0.548	0.185	0
Plasma K 1	SELENOM	0	0.36250834639503465	0.64	0.295	0
Plasma K 1	SDC1	0	0.35927919873300895	0.493	0.148	0
Plasma K 1	PDIA4	0	0.3590790818988031	0.633	0.289	0
Plasma K 1	PPIB	1.457315465221419e-218	0.3367431388057103	0.897	0.661	3.184817217694889e-214
Plasma K 1	MIR29B2CHG	3.01530909100679e-258	0.3337315874408715	0.488	0.224	6.589656487486239e-254
Plasma K 1	NUCB2	1.2158343852556091e-281	0.33220734657517764	0.635	0.32	2.657084465537608e-277
Plasma K 1	POU2AF1	0	0.33115927316754995	0.572	0.219	0
Plasma K 1	SEL1L	0	0.3289580479819092	0.605	0.283	0
Plasma K 1	CRELD2	0	0.32742441613414264	0.582	0.261	0
Plasma K 1	CCR10	0	0.3139357434368966	0.432	0.129	0
Plasma K 1	GNG7	0	0.3106987400334876	0.513	0.181	0
Plasma K 1	CREB3L2	0	0.3084314037821797	0.524	0.227	0
Plasma K 1	PRDM1	1.1465391571908249e-230	0.3049753891722147	0.748	0.423	2.5056466741248287e-226
Plasma K 1	PDK1	0	0.29633011110187635	0.467	0.178	0
Plasma K 1	TRAM1	1.2729514867475124e-235	0.29607912279388504	0.723	0.419	2.7819081791380135e-231
Plasma K 1	FCRL5	0	0.2688980821874961	0.41	0.135	0
Plasma K 1	PIM2	2.600425326223983e-211	0.2687031946794385	0.643	0.353	5.682969507929893e-207
Plasma K 1	MANEA	0	0.2670148841784139	0.432	0.151	0
Plasma K 1	ANKRD37	5.1405342811572815e-133	0.26428996100700913	0.485	0.282	1.1234123618041123e-128
Plasma K 1	ERLEC1	1.5626759226155458e-236	0.2632244603675692	0.58	0.292	3.415071961284014e-232
Plasma K 1	ANKRD28	1.7381941407892569e-283	0.26254418182352074	0.464	0.191	3.798649475280842e-279
Plasma K 1	HSPA5	3.8168739892459435e-100	0.2543857114748491	0.866	0.687	8.341396416098084e-96
Plasma K 1	INSR	0	0.2540832774112178	0.317	0.092	0
Plasma K 1	SPAG4	0	0.2539031715071882	0.398	0.131	0
Plasma K 1	FAM30A	6.169639227482786e-149	0.25379515840950606	0.241	0.096	1.3483129567740882e-144
Plasma K 1	SLAMF7	3.3449438883784876e-245	0.25091809512414676	0.542	0.256	7.310040373662347e-241
Plasma K 2	IGHG3	4.460674396164771e-103	2.310145098558209	0.18	0.06	9.74835782537849e-99
Plasma K 2	IGHG2	1.2749326618888519e-89	1.9354859475329547	0.172	0.06	2.786237839291897e-85
Plasma K 2	IGKC	0	1.6765546631233716	0.996	0.892	0
Plasma K 2	IGHM	1.9837046537575935e-12	1.5653473870022445	0.167	0.115	4.335188150321845e-8
Plasma K 2	IGHGP	1.2779691997567403e-90	1.481389845699114	0.143	0.044	2.79287388914838e-86
Plasma K 2	IGHG1	7.545333469836255e-47	1.3043872778872614	0.194	0.098	1.648957176498015e-42
Plasma K 2	IGHG4	1.4202828494027412e-90	1.2196272393030476	0.14	0.042	3.1038861390847504e-86
Plasma K 2	JCHAIN	0	1.159121625778397	0.943	0.595	0
Plasma K 2	IGHA1	0	1.0995845293991877	0.885	0.632	0
Plasma K 2	SSR4	0	0.8601753333538324	0.986	0.812	0
Plasma K 2	IGKV3-20	4.2361802805037515e-203	0.8428535215647388	0.211	0.048	9.257748385012899e-199
Plasma K 2	IGKJ5	0	0.8180631955265644	0.657	0.174	0
Plasma K 2	IGKV4-1	5.588399836245037e-217	0.7990863480949546	0.252	0.063	1.2212889002129903e-212
Plasma K 2	MZB1	0	0.7499639322757281	0.945	0.375	0
Plasma K 2	JUN	1.0344619067994855e-171	0.6838836310801444	0.95	0.871	2.2607130511195956e-167
Plasma K 2	IGHV3-23	1.749438096365514e-110	0.6723938447161737	0.141	0.037	3.823222015797194e-106
Plasma K 2	XBP1	0	0.6656456809818421	0.913	0.511	0
Plasma K 2	IGKV3-11	8.956191927639937e-78	0.6578086024337148	0.103	0.027	1.957286183866432e-73
Plasma K 2	FKBP11	0	0.5759382884021487	0.867	0.378	0
Plasma K 2	TNFRSF17	0	0.5731371317676076	0.752	0.265	0
Plasma K 2	SEC11C	0	0.5524252612978238	0.879	0.465	0
Plasma K 2	DUSP5	9.756289352406009e-265	0.5498057690086163	0.769	0.399	2.1321394750748093e-260
Plasma K 2	FKBP2	0	0.5248201046844896	0.919	0.493	0
Plasma K 2	HSP90B1	1.7292672769857738e-267	0.5139719468000046	0.925	0.632	3.77914070712471e-263
Plasma K 2	PRDX4	0	0.51240398131602	0.772	0.329	0
